experiment_id,score,one_minus_nmae,avg_nmae,ficr,worst_month_score,high_generation_score,delta_score,delta_one_minus_nmae,delta_avg_nmae,delta_ficr,delta_worst_month_score,delta_high_generation_score,method,alpha_kpx_group_1,alpha_kpx_group_2,alpha_kpx_group_3,verdict,reason
baseline_w4,0.6117673564727266,0.8700286771288893,0.12997132287111068,0.3535060358165638,0.5917149198256562,0.6001969855349586,0.0,0.0,0.0,0.0,0.0,0.0,baseline,1.0,1.0,1.0,Baseline,fixed W4 baseline
A2_group_0.985_1.005_1.020,0.6096508743783482,0.8699838926840638,0.13001610731593616,0.34931785607263244,,,-0.0021164820943784246,-4.478444482547417e-05,4.478444482547417e-05,-0.004188179743931375,,,A2_group,0.985,1.005,1.02,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.005_1.025,0.6100576531884729,0.8700836049637506,0.12991639503624935,0.35003170141319523,,,-0.001709703284253683,5.492783486127362e-05,-5.492783486132913e-05,-0.003474334403368584,,,A2_group,0.985,1.005,1.025,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.005_1.030,0.6102447902026553,0.8701777611490461,0.12982223885095392,0.3503118192562645,,,-0.0015225662700713016,0.00014908402015678668,-0.00014908402015675892,-0.0031942165602993344,,,A2_group,0.985,1.005,1.03,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.010_0.970,0.6073827255005134,0.8685980945091374,0.13140190549086264,0.3461673564918895,,,-0.004384630972213199,-0.00143058261975193,0.0014305826197519578,-0.007338679324674302,,,A2_group,0.985,1.01,0.97,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.010_0.975,0.6075662502143027,0.8687678866154608,0.1312321133845392,0.34636461381314465,,,-0.004201106258423959,-0.0012607905134285335,0.0012607905134285058,-0.007141422003419162,,,A2_group,0.985,1.01,0.975,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.010_0.980,0.6079802943624695,0.8689296673824944,0.13107033261750553,0.34703092134244456,,,-0.0037870621102571445,-0.0010990097463948745,0.0010990097463948467,-0.006475114474119248,,,A2_group,0.985,1.01,0.98,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.010_0.985,0.6083959181461436,0.8690847782600921,0.13091522173990786,0.347707058032195,,,-0.0033714383265830428,-0.0009438988687971994,0.0009438988687971717,-0.005798977784368831,,,A2_group,0.985,1.01,0.985,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.010_0.990,0.6087774207238915,0.8692340449895328,0.13076595501046717,0.3483207964582502,,,-0.002989935748835104,-0.0007946321393564881,0.0007946321393564881,-0.005185239358313609,,,A2_group,0.985,1.01,0.99,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.010_0.995,0.6090388131347422,0.8693770978025598,0.13062290219744024,0.3487005284669245,,,-0.002728543337984446,-0.0006515793263295322,0.00065157932632956,-0.004805507349639304,,,A2_group,0.985,1.01,0.995,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.010_1.000,0.6092586636700178,0.869512769482984,0.13048723051701605,0.3490045578570517,,,-0.002508692802708823,-0.0005159076459053669,0.0005159076459053669,-0.004501477959512112,,,A2_group,0.985,1.01,1.0,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.010_1.005,0.6094454251693782,0.8696402265613563,0.13035977343864372,0.34925062377740007,,,-0.0023219313033484568,-0.0003884505675330052,0.000388450567533033,-0.004255412039163742,,,A2_group,0.985,1.01,1.005,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.010_1.010,0.6098241354366306,0.8697610085421537,0.13023899145784634,0.3498872623311075,,,-0.00194322103609601,-0.00026766858673565874,0.00026766858673565874,-0.003618773485456306,,,A2_group,0.985,1.01,1.01,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.010_1.015,0.6100799903618122,0.869875091621192,0.130124908378808,0.3502848891024324,,,-0.0016873661109144678,-0.00015358550769728474,0.0001535855076973125,-0.0032211467141314287,,,A2_group,0.985,1.01,1.015,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.010_1.020,0.6101484818513876,0.8699825612045629,0.13001743879543715,0.3503144024982123,,,-0.0016188746213390282,-4.6115924326461943e-05,4.6115924326461943e-05,-0.003191633318351539,,,A2_group,0.985,1.01,1.02,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.010_1.025,0.6105552606615123,0.8700822734842497,0.12991772651575031,0.35102824783877495,,,-0.0012120958112142866,5.3596355360396863e-05,-5.359635536036911e-05,-0.002477787977788859,,,A2_group,0.985,1.01,1.025,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.010_1.030,0.6107423976756947,0.8701764296695451,0.1298235703304549,0.35130836568184426,,,-0.0010249587970319052,0.0001477525406557989,-0.00014775254065577115,-0.0021976701347195537,,,A2_group,0.985,1.01,1.03,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.015_0.970,0.6080403741355678,0.8685750580669739,0.1314249419330261,0.3475056902041618,,,-0.003726982337158846,-0.0014536190619154343,0.0014536190619154066,-0.006000345612402036,,,A2_group,0.985,1.015,0.97,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.015_0.975,0.6082238988493571,0.8687448501732973,0.13125514982670267,0.3477029475254169,,,-0.0035434576233694948,-0.0012838269555920379,0.0012838269555919823,-0.005803088291146896,,,A2_group,0.985,1.015,0.975,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.015_0.980,0.6086379429975239,0.868906630940331,0.13109336905966898,0.3483692550547168,,,-0.0031294134752026803,-0.0011220461885582678,0.0011220461885582955,-0.005136780761847037,,,A2_group,0.985,1.015,0.98,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.015_0.985,0.6090535667811979,0.8690617418179287,0.1309382581820713,0.3490453917444672,,,-0.0027137896915286897,-0.0009669353109605927,0.0009669353109606205,-0.00446064407209662,,,A2_group,0.985,1.015,0.985,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.015_0.990,0.6094350693589459,0.8692110085473693,0.13078899145263065,0.34965913017052247,,,-0.002332287113780751,-0.0008176685815199924,0.0008176685815199647,-0.003846905646041343,,,A2_group,0.985,1.015,0.99,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.015_0.995,0.6096964617697965,0.8693540613603963,0.13064593863960372,0.3500388621791968,,,-0.002070894702930093,-0.0006746157684930365,0.0006746157684930365,-0.003467173637367038,,,A2_group,0.985,1.015,0.995,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.015_1.000,0.6099163123050722,0.8694897330408204,0.13051026695917953,0.3503428915693239,,,-0.0018510441676544698,-0.0005389440880688712,0.0005389440880688434,-0.003163144247239902,,,A2_group,0.985,1.015,1.0,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.015_1.005,0.6101030738044325,0.8696171901191928,0.1303828098808072,0.3505889574896723,,,-0.0016642826682941037,-0.00041148700969650953,0.00041148700969650953,-0.0029170783268915312,,,A2_group,0.985,1.015,1.005,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.015_1.010,0.610481784071685,0.8697379720999902,0.13026202790000982,0.35122559604337966,,,-0.001285572401041657,-0.00029070502889916305,0.0002907050288991353,-0.002280439773184151,,,A2_group,0.985,1.015,1.01,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.015_1.015,0.6107376389968665,0.8698520551790285,0.13014794482097147,0.35162322281470454,,,-0.0010297174758601146,-0.00017662194986078905,0.00017662194986078905,-0.0018828130018592737,,,A2_group,0.985,1.015,1.015,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.015_1.020,0.6108061304864418,0.8699595247623993,0.13004047523760062,0.35165273621048443,,,-0.0009612259862847861,-6.915236648996625e-05,6.91523664899385e-05,-0.0018532996060793838,,,A2_group,0.985,1.015,1.02,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.015_1.025,0.6112129092965667,0.8700592370420862,0.1299407629579138,0.3523665815510471,,,-0.0005544471761599334,3.055991319689255e-05,-3.055991319689255e-05,-0.001139454265516704,,,A2_group,0.985,1.015,1.025,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.015_1.030,0.6114000463107491,0.8701533932273816,0.12984660677261836,0.35264669939411647,,,-0.00036731016197755206,0.0001247160984922946,-0.00012471609849232235,-0.0008593364224473432,,,A2_group,0.985,1.015,1.03,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.020_0.970,0.6083789950041956,0.8685344263511816,0.13146557364881842,0.34822356365720947,,,-0.0033883614685310537,-0.0014942507777077063,0.001494250777707734,-0.0052824721593543456,,,A2_group,0.985,1.02,0.97,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.020_0.975,0.6085625197179848,0.868704218457505,0.131295781542495,0.34842082097846455,,,-0.0032048367547418133,-0.0013244586713843098,0.0013244586713843098,-0.005085214838099261,,,A2_group,0.985,1.02,0.975,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.020_0.980,0.6089765638661516,0.8688659992245387,0.1311340007754613,0.3490871285077645,,,-0.002790792606574999,-0.0011626779043506508,0.001162677904350623,-0.004418907308799291,,,A2_group,0.985,1.02,0.98,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.020_0.985,0.6093921876498256,0.8690211101021363,0.13097888989786363,0.3497632651975149,,,-0.002375168822901008,-0.0010075670267529757,0.001007567026752948,-0.0037427706190489296,,,A2_group,0.985,1.02,0.985,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.020_0.990,0.6097736902275736,0.869170376831577,0.13082962316842295,0.3503770036235701,,,-0.0019936662451530696,-0.0008583002973122644,0.0008583002973122644,-0.003129032192993708,,,A2_group,0.985,1.02,0.99,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.020_0.995,0.6100350826384242,0.869313429644604,0.13068657035539602,0.35075673563224447,,,-0.0017322738343024113,-0.0007152474842853085,0.0007152474842853362,-0.0027493001843193476,,,A2_group,0.985,1.02,0.995,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.020_1.000,0.6102549331736999,0.8694491013250282,0.13055089867497185,0.3510607650223716,,,-0.0015124232990266773,-0.0005795758038611432,0.0005795758038611709,-0.0024452707941922114,,,A2_group,0.985,1.02,1.0,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.020_1.005,0.6104416946730603,0.8695765584034005,0.13042344159659952,0.35130683094272,,,-0.0013256617996663111,-0.0004521187254887815,0.000452118725488837,-0.0021992048738437853,,,A2_group,0.985,1.02,1.005,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.020_1.010,0.6108204049403126,0.8696973403841979,0.13030265961580212,0.3519434694964274,,,-0.0009469515324139754,-0.00033133674469143504,0.00033133674469143504,-0.0015625663201364048,,,A2_group,0.985,1.02,1.01,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.020_1.015,0.6110762598654943,0.8698114234632363,0.13018857653676377,0.3523410962677523,,,-0.0006910966072323221,-0.00021725366565306103,0.0002172536656530888,-0.0011649395488115277,,,A2_group,0.985,1.02,1.015,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.020_1.020,0.6111447513550696,0.8699188930466071,0.13008110695339292,0.3523706096635322,,,-0.0006226051176569936,-0.00010978408228223824,0.00010978408228223824,-0.0011354261530316379,,,A2_group,0.985,1.02,1.02,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.020_1.025,0.6115515301651944,0.8700186053262939,0.12998139467370612,0.35308445500409485,,,-0.00021582630753225196,-1.0071802595379431e-05,1.0071802595434942e-05,-0.00042158081246895796,,,A2_group,0.985,1.02,1.025,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.020_1.030,0.6117386671793767,0.8701127615115893,0.1298872384884107,0.35336457284716416,,,-2.868929334987058e-05,8.408438270002261e-05,-8.408438269999485e-05,-0.00014146296939965275,,,A2_group,0.985,1.02,1.03,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.025_0.970,0.608352156704371,0.868477582009472,0.131522417990528,0.34822673139926996,,,-0.0034151997683555813,-0.0015510951194173117,0.0015510951194173117,-0.005279304417293851,,,A2_group,0.985,1.025,0.97,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.025_0.975,0.6085356814181603,0.8686473741157954,0.13135262588420457,0.3484239887205251,,,-0.003231675054566341,-0.0013813030130939152,0.0013813030130938875,-0.005082047096038711,,,A2_group,0.985,1.025,0.975,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.025_0.980,0.6089497255663271,0.8688091548828292,0.13119084511717088,0.349090296249825,,,-0.0028176309063995264,-0.0012195222460601451,0.0012195222460602007,-0.004415739566738797,,,A2_group,0.985,1.025,0.98,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.025_0.985,0.6093653493500011,0.8689642657604268,0.13103573423957318,0.3497664329395754,,,-0.0024020071227255357,-0.00106441136846247,0.0010644113684624978,-0.003739602876988435,,,A2_group,0.985,1.025,0.985,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.025_0.990,0.609746851927749,0.8691135324898674,0.13088646751013253,0.35038017136563065,,,-0.002020504544977597,-0.0009151446390218698,0.0009151446390218421,-0.003125864450933158,,,A2_group,0.985,1.025,0.99,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.025_0.995,0.6100082443385997,0.8692565853028944,0.1307434146971056,0.35075990337430496,,,-0.001759112134126939,-0.0007720918259949139,0.0007720918259949139,-0.002746132442258853,,,A2_group,0.985,1.025,0.995,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.025_1.000,0.6102280948738753,0.8693922569833186,0.1306077430166814,0.3510639327644321,,,-0.0015392615988513159,-0.0006364201455707486,0.0006364201455707208,-0.0024421030521317166,,,A2_group,0.985,1.025,1.0,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.025_1.005,0.6104148563732357,0.8695197140616909,0.1304802859383091,0.3513099986847805,,,-0.0013525000994909497,-0.0005089630671983869,0.0005089630671984147,-0.0021960371317832905,,,A2_group,0.985,1.025,1.005,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.025_1.010,0.6107935666404881,0.8696404960424883,0.1303595039575117,0.3519466372384879,,,-0.000973789832238503,-0.00038818108640104043,0.0003881810864010127,-0.00155939857807591,,,A2_group,0.985,1.025,1.01,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.025_1.015,0.6110494215656698,0.8697545791215266,0.13024542087847335,0.35234426400981284,,,-0.0007179349070568497,-0.00027409800736266643,0.00027409800736266643,-0.0011617718067509775,,,A2_group,0.985,1.025,1.015,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.025_1.020,0.6111179130552451,0.8698620487048975,0.1301379512951025,0.35237377740559267,,,-0.0006494434174815211,-0.00016662842399184363,0.00016662842399181588,-0.001132258410971143,,,A2_group,0.985,1.025,1.02,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.025_1.025,0.6115246918653698,0.8699617609845843,0.1300382390154157,0.3530876227461554,,,-0.00024266460735677953,-6.691614430498483e-05,6.691614430501258e-05,-0.0004184130704084077,,,A2_group,0.985,1.025,1.025,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.025_1.030,0.6117118288795522,0.8700559171698797,0.12994408283012027,0.35336774058922465,,,-5.552759317439815e-05,2.7240040990417214e-05,-2.7240040990417214e-05,-0.000138295227339158,,,A2_group,0.985,1.025,1.03,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.030_0.970,0.6085907191432608,0.8684067767624843,0.13159322323751566,0.3487746615240372,,,-0.0031766373294658257,-0.0016219003664049714,0.0016219003664049714,-0.0047313742925266244,,,A2_group,0.985,1.03,0.97,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.030_0.975,0.60877424385705,0.8685765688688077,0.13142343113119223,0.3489719188452923,,,-0.0029931126156765853,-0.001452108260081575,0.0014521082600815471,-0.00453411697127154,,,A2_group,0.985,1.03,0.975,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.030_0.980,0.6091882880052167,0.8687383496358414,0.13126165036415857,0.34963822637459213,,,-0.002579068467509882,-0.0012903274930479158,0.001290327493047888,-0.0038678094419716813,,,A2_group,0.985,1.03,0.98,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.030_0.985,0.609603911788891,0.8688934605134392,0.13110653948656084,0.3503143630643426,,,-0.002163444683835669,-0.0011352166154501298,0.0011352166154501575,-0.0031916727522212085,,,A2_group,0.985,1.03,0.985,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.030_0.990,0.6099854143666388,0.8690427272428798,0.13095727275712019,0.3509281014903978,,,-0.0017819421060878415,-0.0009859498860095295,0.0009859498860095017,-0.002577934326165987,,,A2_group,0.985,1.03,0.99,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.030_0.995,0.6102468067774894,0.8691857800559067,0.13081421994409326,0.3513078334990722,,,-0.0015205496952371833,-0.0008428970729825735,0.0008428970729825735,-0.0021982023174916265,,,A2_group,0.985,1.03,0.995,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.030_1.000,0.6104666573127651,0.8693214517363309,0.1306785482636691,0.3516118628891993,,,-0.0013006991599615603,-0.0007072253925584082,0.0007072253925584082,-0.0018941729273644903,,,A2_group,0.985,1.03,1.0,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.030_1.005,0.6106534188121254,0.8694489088147033,0.13055109118529676,0.35185792880954764,,,-0.0011139376606011941,-0.0005797683141860466,0.0005797683141860743,-0.0016481070070161752,,,A2_group,0.985,1.03,1.005,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.030_1.010,0.6110321290793779,0.8695696907955006,0.13043030920449936,0.3524945673632551,,,-0.0007352273933487474,-0.0004589863333887001,0.00045898633338867234,-0.0010114684533087392,,,A2_group,0.985,1.03,1.01,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.030_1.015,0.6112879840045595,0.869683773874539,0.13031622612546104,0.35289219413457995,,,-0.0004793724681670941,-0.0003449032543503261,0.00034490325435035385,-0.0006138416819838621,,,A2_group,0.985,1.03,1.015,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.030_1.020,0.6113564754941349,0.8697912434579098,0.13020875654209016,0.35292170753035984,,,-0.00041088097859176553,-0.0002374336709795033,0.00023743367097947554,-0.0005843282862039723,,,A2_group,0.985,1.03,1.02,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.030_1.025,0.6117632543042596,0.8698909557375967,0.13010904426240336,0.3536355528709225,,,-4.102168467023937e-06,-0.0001377213912926445,0.00013772139129267225,0.00012951705435870764,,,A2_group,0.985,1.03,1.025,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.985_1.030_1.030,0.611950391318442,0.8699851119228921,0.13001488807710793,0.3539156707139919,,,0.00018303484571535744,-4.356520599724245e-05,4.356520599724245e-05,0.00040963489742806836,,,A2_group,0.985,1.03,1.03,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.970_0.970,0.60210088795083,0.8682967229415565,0.1317032770584435,0.33590505296010376,,,-0.009666468521896565,-0.0017319541873328514,0.0017319541873328237,-0.017600982856460057,,,A2_group,0.99,0.97,0.97,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.970_0.975,0.6022844126646193,0.8684665150478799,0.13153348495212008,0.3361023102813588,,,-0.009482943808107325,-0.001562162081009455,0.0015621620810093995,-0.017403725535205028,,,A2_group,0.99,0.97,0.975,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.970_0.980,0.6026984568127861,0.8686282958149136,0.1313717041850864,0.33676861781065864,,,-0.00906889965994051,-0.0014003813139756849,0.0014003813139757126,-0.01673741800590517,,,A2_group,0.99,0.97,0.98,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.970_0.985,0.6031140805964602,0.8687834066925113,0.13121659330748872,0.3374447545004091,,,-0.008653275876266409,-0.0012452704363780098,0.0012452704363780376,-0.016061281316154696,,,A2_group,0.99,0.97,0.985,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.970_0.990,0.6034955831742082,0.8689326734219519,0.13106732657804807,0.33805849292646434,,,-0.00827177329851847,-0.0010960037069374096,0.0010960037069373818,-0.015447542890099475,,,A2_group,0.99,0.97,0.99,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.970_0.995,0.6037569755850588,0.8690757262349789,0.13092427376502114,0.3384382249351387,,,-0.008010380887667812,-0.0009529508939104536,0.0009529508939104536,-0.015067810881425114,,,A2_group,0.99,0.97,0.995,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.970_1.000,0.6039768261203344,0.869211397915403,0.13078860208459694,0.3387422543252659,,,-0.007790530352392189,-0.0008172792134862883,0.0008172792134862605,-0.014763781491297923,,,A2_group,0.99,0.97,1.0,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.970_1.005,0.6041635876196948,0.8693388549937754,0.1306611450062246,0.33898832024561426,,,-0.007603768853031823,-0.0006898221351139266,0.0006898221351139266,-0.014517715570949552,,,A2_group,0.99,0.97,1.005,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.970_1.010,0.6045422978869472,0.8694596369745727,0.13054036302542724,0.33962495879932164,,,-0.007225058585779376,-0.0005690401543165802,0.0005690401543165524,-0.013881077017242172,,,A2_group,0.99,0.97,1.01,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.970_1.015,0.6047981528121288,0.8695737200536111,0.1304262799463889,0.34002258557064646,,,-0.006969203660597834,-0.00045495707527820617,0.00045495707527820617,-0.01348345024591735,,,A2_group,0.99,0.97,1.015,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.970_1.020,0.6048666443017041,0.8696811896369819,0.13031881036301804,0.34005209896642635,,,-0.006900712171022505,-0.00034748749190738337,0.0003474874919073556,-0.01345393685013746,,,A2_group,0.99,0.97,1.02,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.970_1.025,0.605273423111829,0.8697809019166688,0.1302190980833312,0.3407659443069891,,,-0.006493933360897652,-0.00024777521222052457,0.00024777521222052457,-0.012740091509574725,,,A2_group,0.99,0.97,1.025,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.970_1.030,0.6054605601260112,0.8698750581019642,0.13012494189803578,0.3410460621500584,,,-0.006306796346715382,-0.00015361902692512253,0.00015361902692509477,-0.01245997366650542,,,A2_group,0.99,0.97,1.03,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.975_0.970,0.6035998547490848,0.8684189245041609,0.13158107549583906,0.33878078499400877,,,-0.008167501723641779,-0.0016097526247284,0.0016097526247283722,-0.014725250822555047,,,A2_group,0.99,0.975,0.97,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.975_0.975,0.6037833794628741,0.8685887166104844,0.1314112833895156,0.3389780423152638,,,-0.007983977009852539,-0.0014399605184048925,0.0014399605184049202,-0.014527993501300018,,,A2_group,0.99,0.975,0.975,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.975_0.980,0.6041974236110409,0.8687504973775181,0.13124950262248194,0.33964434984456365,,,-0.007569932861685724,-0.0012781797513712334,0.0012781797513712612,-0.01386168597200016,,,A2_group,0.99,0.975,0.98,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.975_0.985,0.6046130473947149,0.8689056082551158,0.13109439174488424,0.3403204865343141,,,-0.0071543090780117335,-0.0011230688737735584,0.0011230688737735584,-0.013185549282249687,,,A2_group,0.99,0.975,0.985,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.975_0.990,0.6049945499724628,0.8690548749845564,0.1309451250154436,0.34093422496036935,,,-0.006772806500263795,-0.0009738021443329581,0.0009738021443329026,-0.012571810856194465,,,A2_group,0.99,0.975,0.99,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.975_0.995,0.6052559423833135,0.8691979277975833,0.13080207220241666,0.3413139569690437,,,-0.006511414089413137,-0.0008307493313060021,0.0008307493313059744,-0.012192078847520105,,,A2_group,0.99,0.975,0.995,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.975_1.000,0.6054757929185892,0.8693335994780075,0.1306664005219925,0.3416179863591709,,,-0.006291563554137403,-0.0006950776508818368,0.0006950776508818091,-0.011888049457392913,,,A2_group,0.99,0.975,1.0,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.975_1.005,0.6056625544179496,0.8694610565563798,0.13053894344362016,0.34186405227951927,,,-0.0061048020547770365,-0.0005676205725094752,0.0005676205725094752,-0.011641983537044542,,,A2_group,0.99,0.975,1.005,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.975_1.010,0.606041264685202,0.8695818385371773,0.13041816146282273,0.34250069083322665,,,-0.00572609178752459,-0.0004468385917120177,0.00044683859171204543,-0.011005344983337162,,,A2_group,0.99,0.975,1.01,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.975_1.015,0.6062971196103835,0.8696959216162156,0.1303040783837844,0.3428983176045515,,,-0.0054702368623431585,-0.0003327555126737547,0.00033275551267372694,-0.01060771821201234,,,A2_group,0.99,0.975,1.015,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.975_1.020,0.6063656110999589,0.8698033911995865,0.13019660880041353,0.34292783100033136,,,-0.005401745372767719,-0.00022528592930282088,0.00022528592930284863,-0.01057820481623245,,,A2_group,0.99,0.975,1.02,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.975_1.025,0.6067723899100836,0.8699031034792732,0.13009689652072676,0.3436416763408941,,,-0.004994966562642977,-0.0001255736496160731,0.0001255736496160731,-0.009864359475669715,,,A2_group,0.99,0.975,1.025,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.975_1.030,0.606959526924266,0.8699972596645686,0.13000274033543133,0.3439217941839634,,,-0.004807829548460596,-3.141746432067105e-05,3.1417464320643296e-05,-0.00958424163260041,,,A2_group,0.99,0.975,1.03,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.980_0.970,0.6044134247011206,0.868524876120108,0.131475123879892,0.34030197328213313,,,-0.007353931771606037,-0.0015038010087813358,0.001503801008781308,-0.013204062534430683,,,A2_group,0.99,0.98,0.97,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.980_0.975,0.6045969494149099,0.8686946682264315,0.13130533177356854,0.34049923060338827,,,-0.007170407057816686,-0.0013340089024578283,0.001334008902457856,-0.013006805213175543,,,A2_group,0.99,0.98,0.975,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_0.990_0.980_0.980,0.6050109935630766,0.8688564489934651,0.13114355100653488,0.3411655381326882,,,-0.006756362909649982,-0.0011722281354241693,0.001172228135424197,-0.012340497683875629,,,A2_group,0.99,0.98,0.98,Screened,fast metric pass; detailed slices computed for top candidates only
