target,feature_family,month,test_rows,train_mean,test_mean,z_delta_vs_train,test_above_train_p90_rate,test_below_train_p10_rate
kpx_group_3,nearest_modal,5,744,8.126009364708707,8.649545139130549,0.1112885320873421,0.13978494623655913,0.09811827956989247
kpx_group_3,nearest_modal,6,720,8.126009364708707,7.72050572162753,-0.08619832187095527,0.04861111111111111,0.08333333333333333
kpx_group_3,nearest_modal,7,744,8.126009364708707,7.395500757257304,-0.15528495772846557,0.03225806451612903,0.06182795698924731
kpx_group_3,nearest_modal,8,744,8.126009364708707,7.647891686218558,-0.10163396123777232,0.05510752688172043,0.10483870967741936
kpx_group_3,nearest_modal,9,720,8.126009364708707,6.155206043097508,-0.4189356666928438,0.03194444444444444,0.11944444444444445
kpx_group_3,nearest_modal,10,744,8.126009364708707,5.512907968045066,-0.5554696218252322,0.012096774193548387,0.13440860215053763
kpx_group_3,nearest_modal,11,720,8.126009364708707,9.892211126370396,0.3754433049823059,0.14583333333333334,0.041666666666666664
kpx_group_3,nearest_modal,12,744,8.126009364708707,10.92261660158594,0.5944776449338299,0.1760752688172043,0.041666666666666664
kpx_group_3,soft_upstream,1,744,7.425503004833586,9.399755738134933,0.4653685976553325,0.1868279569892473,0.04704301075268817
kpx_group_3,soft_upstream,2,672,7.425503004833586,10.405115207167908,0.7023507825354944,0.1949404761904762,0.022321428571428572
kpx_group_3,soft_upstream,3,744,7.425503004833586,8.27590326524591,0.20045537734778263,0.11155913978494623,0.06182795698924731
kpx_group_3,soft_upstream,4,720,7.425503004833586,8.941703649234594,0.35739708282896304,0.1625,0.075
kpx_group_3,soft_upstream,5,744,7.425503004833586,8.1102354868435,0.16140435798670874,0.14919354838709678,0.09946236559139784
kpx_group_3,soft_upstream,6,720,7.425503004833586,7.056856836257125,-0.08689685348165245,0.059722222222222225,0.09166666666666666
kpx_group_3,soft_upstream,7,744,7.425503004833586,6.822394429699599,-0.14216406395683515,0.033602150537634407,0.056451612903225805
kpx_group_3,soft_upstream,8,744,7.425503004833586,6.941545627715592,-0.11407787975440357,0.04973118279569892,0.10752688172043011
kpx_group_3,soft_upstream,9,720,7.425503004833586,5.917433634726709,-0.3554803881466753,0.03611111111111111,0.12222222222222222
kpx_group_3,soft_upstream,10,744,7.425503004833586,5.409203044675273,-0.4752799219086366,0.013440860215053764,0.1303763440860215
kpx_group_3,soft_upstream,11,720,7.425503004833586,8.716726702482676,0.3043657740969531,0.14027777777777778,0.044444444444444446
kpx_group_3,soft_upstream,12,744,7.425503004833586,9.763614789281375,0.5511370372882197,0.1693548387096774,0.04032258064516129
kpx_group_3,static_corr_top,1,744,8.242593195870098,11.109331263210425,0.5629941384087229,0.21370967741935484,0.04435483870967742
kpx_group_3,static_corr_top,2,672,8.242593195870098,12.409792363739392,0.818389629600436,0.2261904761904762,0.023809523809523808
kpx_group_3,static_corr_top,3,744,8.242593195870098,9.002758010140145,0.14928756119516975,0.11290322580645161,0.06854838709677419
kpx_group_3,static_corr_top,4,720,8.242593195870098,9.79204305466387,0.30429399818464725,0.14305555555555555,0.04861111111111111
kpx_group_3,static_corr_top,5,744,8.242593195870098,8.69880207853839,0.0895941382850274,0.13440860215053763,0.11290322580645161
kpx_group_3,static_corr_top,6,720,8.242593195870098,7.752386027746248,-0.09627100759704782,0.05416666666666667,0.0763888888888889
kpx_group_3,static_corr_top,7,744,8.242593195870098,7.377703828223262,-0.1698542499939496,0.024193548387096774,0.06586021505376344
kpx_group_3,static_corr_top,8,744,8.242593195870098,7.674726621578136,-0.11152241509850579,0.04435483870967742,0.09543010752688172
kpx_group_3,static_corr_top,9,720,8.242593195870098,5.8602049824394085,-0.46787343945235227,0.015277777777777777,0.1375
kpx_group_3,static_corr_top,10,744,8.242593195870098,5.297915020155698,-0.5783006725708252,0.006720430107526882,0.13844086021505375
kpx_group_3,static_corr_top,11,720,8.242593195870098,10.269292963982192,0.39802035029312277,0.1486111111111111,0.03611111111111111
kpx_group_3,static_corr_top,12,744,8.242593195870098,11.335015587118793,0.6073159245316623,0.20026881720430106,0.041666666666666664
