target,taxonomy,start,end,duration_hours,mean_abs_residual_ratio,max_abs_residual_ratio,mean_label_ratio,mean_scada_ratio,mean_online_rate,mean_scada_ws
kpx_group_1,scada_zero_label_positive,2023-11-05 13:00:00,2023-11-05 23:00:00,11,0.29163715488215486,0.6883391666666667,0.29163715488215486,0.0,0.7828282828282828,7.452166666666668
kpx_group_2,scada_zero_label_positive,2022-02-11 20:00:00,2022-02-12 06:00:00,11,0.2538357281144781,0.45599125,0.2538357281144781,0.0,0.7853535353535354,6.857070707070707
kpx_group_1,scada_under_label,2022-04-05 00:00:00,2022-04-05 10:00:00,11,0.2315712836700336,0.5425633333333333,0.7933431691919192,0.5617718855218855,0.8333333333333335,13.381565656565657
kpx_group_1,scada_under_label,2022-07-19 19:00:00,2022-07-20 05:00:00,11,0.2105093897306397,0.3180750462962963,0.36261376683501684,0.15210437710437705,0.8333333333333335,7.849747474747475
kpx_group_1,moderate_residual,2022-04-06 22:00:00,2022-04-07 08:00:00,11,0.08961550505050501,0.1152422222222222,0.5821786363636364,0.49256313131313134,0.8333333333333335,9.41969696969697
kpx_group_1,moderate_residual,2022-07-25 02:00:00,2022-07-25 12:00:00,11,0.05851656986531981,0.0947207407407407,0.09246438131313127,0.033947811447811414,0.7752525252525253,5.168434343434344
kpx_group_2,moderate_residual,2024-10-13 19:00:00,2024-10-14 05:00:00,11,0.05516431818181813,0.0729853703703703,0.059410951178451125,0.004246632996632981,0.5000000000000001,4.89845707070707
kpx_group_2,scada_zero_label_positive,2022-02-23 02:00:00,2022-02-23 11:00:00,10,0.4298102268518519,0.5825438425925926,0.4298102268518519,0.0,0.8138888888888889,8.521944444444443
kpx_group_1,scada_under_label,2023-10-20 05:00:00,2023-10-20 14:00:00,10,0.3418555555555555,0.4856588888888888,0.5674111111111112,0.2255555555555555,0.8916666666666666,10.279377777777778
kpx_group_2,scada_under_label,2024-01-02 00:00:00,2024-01-02 09:00:00,10,0.3281405046296296,0.4376193981481481,0.7745155046296296,0.446375,0.8388888888888889,15.01048888888889
kpx_group_1,scada_under_label,2023-08-03 02:00:00,2023-08-03 11:00:00,10,0.3163299212962962,0.4691919907407407,0.5674780694444443,0.2511481481481481,0.9,9.631702777777779
kpx_group_2,scada_under_label,2023-08-03 23:00:00,2023-08-04 08:00:00,10,0.3023617962962962,0.4774644444444444,0.6231210555555555,0.32075925925925924,0.8333333333333334,10.767552777777777
kpx_group_1,scada_under_label,2022-01-18 22:00:00,2022-01-19 07:00:00,10,0.2410807407407407,0.3894030092592592,0.4190298148148148,0.17794907407407404,0.8333333333333334,7.872222222222223
kpx_group_1,scada_under_label,2022-08-05 03:00:00,2022-08-05 12:00:00,10,0.23666988425925922,0.3153620833333333,0.34041988425925923,0.10374999999999994,0.8277777777777778,7.458888888888889
kpx_group_2,scada_zero_label_positive,2022-01-26 04:00:00,2022-01-26 13:00:00,10,0.23603070833333334,0.3796579166666667,0.23603070833333334,0.0,0.6444444444444443,8.113611111111114
kpx_group_1,scada_under_label,2022-07-17 20:00:00,2022-07-18 05:00:00,10,0.20879887962962956,0.2680638425925926,0.388831287037037,0.18003240740740736,0.8333333333333334,8.253333333333334
kpx_group_2,scada_zero_label_positive,2022-07-30 21:00:00,2022-07-31 06:00:00,10,0.18279824999999997,0.2664970833333333,0.18279824999999997,0.0,0.6444444444444445,5.813888888888888
kpx_group_2,scada_under_label,2022-12-12 17:00:00,2022-12-13 02:00:00,10,0.12373269907407405,0.1286500925925926,0.9046169583333334,0.7808842592592593,0.9694444444444448,16.0225
kpx_group_1,scada_under_label,2024-12-05 19:00:00,2024-12-06 03:00:00,9,0.47754716563786004,0.6402538888888889,0.7215955195473251,0.244048353909465,0.8209876543209876,14.96669135802469
kpx_group_2,scada_under_label,2022-12-23 04:00:00,2022-12-23 12:00:00,9,0.4277200565843622,0.540454212962963,0.8132550360082305,0.3855349794238683,0.8487654320987654,17.00471604938272
kpx_group_1,scada_under_label,2022-12-15 18:00:00,2022-12-16 02:00:00,9,0.410043158436214,0.5018840277777777,0.5868590020576132,0.17681584362139915,0.6666666666666666,13.320358024691359
kpx_group_1,scada_under_label,2024-10-29 22:00:00,2024-10-30 06:00:00,9,0.3465971913580247,0.5717631481481482,0.45033690329218107,0.10373971193415632,0.8333333333333334,8.420080246913578
kpx_group_2,scada_under_label,2023-01-05 04:00:00,2023-01-05 12:00:00,9,0.24308311213991762,0.3478927777777778,0.7444359927983538,0.5013528806584362,0.8333333333333334,13.075206790123458
kpx_group_1,scada_under_label,2024-05-20 01:00:00,2024-05-20 09:00:00,9,0.23840984567901233,0.5160350925925925,0.6727154012345679,0.4343055555555555,0.9012345679012346,10.057922839506173
kpx_group_2,scada_zero_label_positive,2022-02-08 03:00:00,2022-02-08 11:00:00,9,0.22222968621399175,0.3876929629629629,0.22222968621399175,0.0,0.6666666666666666,6.651851851851852
kpx_group_2,scada_zero_label_positive,2022-06-05 17:00:00,2022-06-06 01:00:00,9,0.21144184156378598,0.4466169444444444,0.21144184156378598,0.0,0.6327160493827161,6.391049382716049
kpx_group_1,scada_under_label,2022-04-08 21:00:00,2022-04-09 05:00:00,9,0.12517219135802465,0.1275097685185185,0.8098326851851851,0.6846604938271604,0.8333333333333334,13.89753086419753
kpx_group_1,moderate_residual,2022-04-05 11:00:00,2022-04-05 19:00:00,9,0.10048310699588467,0.1172914351851851,0.6675818724279835,0.5670987654320988,0.8333333333333334,10.622222222222222
kpx_group_1,moderate_residual,2022-04-16 23:00:00,2022-04-17 07:00:00,9,0.09084399691358018,0.1021149999999999,0.5935549022633745,0.5027109053497942,0.8333333333333334,9.654938271604939
kpx_group_1,moderate_residual,2022-07-21 19:00:00,2022-07-22 03:00:00,9,0.0721072685185185,0.1067090740740741,0.11479759773662547,0.04269032921810694,0.7962962962962963,5.566975308641975
kpx_group_1,moderate_residual,2022-04-04 04:00:00,2022-04-04 12:00:00,9,0.07062936213991766,0.0975682407407407,0.36581969135802467,0.29519032921810695,0.7962962962962964,7.6913580246913575
kpx_group_2,moderate_residual,2022-02-11 07:00:00,2022-02-11 15:00:00,9,0.0568360956790123,0.0883859722222222,0.06070955246913575,0.003873456790123445,0.6111111111111112,4.839197530864198
kpx_group_1,moderate_residual,2022-03-18 06:00:00,2022-03-18 14:00:00,9,0.05408803497942382,0.0709766203703703,0.05408803497942382,0.0,0.23456790123456786,7.446604938271605
kpx_group_3,moderate_residual,2023-11-28 08:00:00,2023-11-28 16:00:00,9,0.05210654497354495,0.1191864761904761,0.6633156243386243,0.6448095238095237,0.9518518518518518,9.933620348148148
kpx_group_2,scada_zero_label_positive,2022-06-29 05:00:00,2022-06-29 12:00:00,8,0.7196425462962963,0.7338713425925926,0.7196425462962963,0.0,0.8298611111111112,16.311805555555555
kpx_group_1,scada_under_label,2022-08-08 12:00:00,2022-08-08 19:00:00,8,0.589809212962963,0.6627173611111111,0.7132814351851852,0.12347222222222218,0.8263888888888888,12.971527777777776
kpx_group_1,scada_under_label,2022-08-09 00:00:00,2022-08-09 07:00:00,8,0.4897814930555555,0.5721456944444444,0.6048914467592592,0.11510995370370368,0.8333333333333334,11.058333333333334
kpx_group_1,scada_under_label,2023-07-05 05:00:00,2023-07-05 12:00:00,8,0.4260955208333333,0.5497349074074074,0.719475150462963,0.2933796296296296,0.875,13.880940972222223
kpx_group_1,scada_under_label,2022-12-03 23:00:00,2022-12-04 06:00:00,8,0.42363231481481484,0.531638888888889,0.6823128703703704,0.2586805555555556,0.8333333333333334,12.487152777777778
kpx_group_1,scada_under_label,2022-08-02 19:00:00,2022-08-03 02:00:00,8,0.3582390393518518,0.4976135648148148,0.46185015046296296,0.10361111111111107,0.8333333333333334,9.126388888888888
kpx_group_2,scada_under_label,2023-01-30 03:00:00,2023-01-30 10:00:00,8,0.3472049768518518,0.4647280555555556,0.4463658564814815,0.09916087962962959,0.8020833333333334,9.154968750000002
kpx_group_1,scada_under_label,2022-05-20 01:00:00,2022-05-20 08:00:00,8,0.30261422453703696,0.4257261111111111,0.4913121412037037,0.18869791666666666,0.6770833333333333,8.872569444444444
kpx_group_1,scada_under_label,2022-12-20 08:00:00,2022-12-20 15:00:00,8,0.24214497685185182,0.4232305092592593,0.4949111805555556,0.2527662037037037,0.8194444444444444,8.995517361111112
kpx_group_2,scada_under_label,2023-05-14 23:00:00,2023-05-15 06:00:00,8,0.22878185763888886,0.3662909259259259,0.32826681134259256,0.09948495370370367,0.8333333333333334,7.756274305555555
kpx_group_1,scada_under_label,2022-12-05 03:00:00,2022-12-05 10:00:00,8,0.22657742476851847,0.2634068981481481,0.6938633043981481,0.4672858796296296,0.8333333333333334,10.33576388888889
kpx_group_1,scada_under_label,2022-12-09 12:00:00,2022-12-09 19:00:00,8,0.1960164409722222,0.3325418981481481,0.47448866319444444,0.27847222222222223,0.7395833333333333,9.491319444444445
kpx_group_1,scada_under_label,2022-07-16 02:00:00,2022-07-16 09:00:00,8,0.19533918402777775,0.2567928703703704,0.4132211284722222,0.21788194444444442,0.8333333333333334,8.479166666666668
kpx_group_2,scada_under_label,2022-05-05 01:00:00,2022-05-05 08:00:00,8,0.19083997685185183,0.2652597685185185,0.882269375,0.6914293981481481,0.9548611111111112,13.679861111111112
kpx_group_2,scada_zero_label_positive,2022-04-13 20:00:00,2022-04-14 03:00:00,8,0.18815496527777772,0.3200643055555555,0.18815496527777772,0.0,0.65625,8.288194444444445
kpx_group_1,scada_under_label,2022-01-26 16:00:00,2022-01-26 23:00:00,8,0.17691849537037035,0.2130896759259259,0.324835162037037,0.1479166666666666,0.8125,7.600694444444445
kpx_group_1,scada_under_label,2022-08-19 19:00:00,2022-08-20 02:00:00,8,0.17317598379629623,0.1875428703703703,0.507047511574074,0.3338715277777778,0.6666666666666666,9.546527777777778
kpx_group_1,scada_zero_label_positive,2022-01-26 00:00:00,2022-01-26 07:00:00,8,0.16965753472222217,0.2444006018518518,0.16965753472222217,0.0,0.2881944444444444,8.820138888888888
kpx_group_2,scada_zero_label_positive,2024-01-24 06:00:00,2024-01-24 13:00:00,8,0.14814693287037034,0.1613713425925926,0.14814693287037034,0.0,0.1666666666666666,12.788211805555555
kpx_group_1,moderate_residual,2022-04-10 21:00:00,2022-04-11 04:00:00,8,0.0906109259259259,0.1136184259259258,0.5541699537037037,0.46355902777777774,0.8333333333333334,9.426736111111111
kpx_group_1,moderate_residual,2022-04-04 16:00:00,2022-04-04 23:00:00,8,0.06989467592592588,0.116151574074074,0.4230138888888888,0.35311921296296295,0.8298611111111112,8.064583333333333
kpx_group_1,moderate_residual,2022-03-25 18:00:00,2022-03-26 01:00:00,8,0.06877126157407401,0.1057534259259258,0.40058260416666663,0.3318113425925926,0.8333333333333334,8.648263888888888
kpx_group_1,moderate_residual,2022-03-29 20:00:00,2022-03-30 03:00:00,8,0.06258193287037034,0.0907680092592592,0.40970577546296294,0.3471238425925926,0.8333333333333334,7.89375
kpx_group_2,moderate_residual,2024-10-29 01:00:00,2024-10-29 08:00:00,8,0.05812159143518515,0.0834044907407407,0.14446418402777772,0.08634259259259253,0.8576388888888888,5.928034722222222
kpx_group_2,moderate_residual,2022-06-11 16:00:00,2022-06-11 23:00:00,8,0.05748555555555551,0.0930731018518518,0.05791958333333329,0.000434027777777775,0.7847222222222222,4.823263888888889
kpx_group_1,moderate_residual,2022-10-04 13:00:00,2022-10-04 20:00:00,8,0.05739272569444441,0.0934790277777777,0.14320869791666663,0.08581597222222218,0.8333333333333334,5.998611111111112
kpx_group_1,moderate_residual,2022-11-07 14:00:00,2022-11-07 21:00:00,8,0.049464606481481425,0.0695784722222222,0.27151900462962963,0.22205439814814815,0.8159722222222223,7.147916666666667
kpx_group_3,moderate_residual,2024-07-04 15:00:00,2024-07-04 22:00:00,8,0.048410392857142825,0.0633704285714286,0.3888695476190476,0.3994047619047619,0.9458333333333333,7.0984166208333335
kpx_group_3,moderate_residual,2024-01-03 20:00:00,2024-01-04 03:00:00,8,0.04507726785714284,0.0696481428571429,0.3760421011904762,0.37276785714285715,0.9625,6.478958316666667
kpx_group_3,low_online_label_positive,2023-10-22 18:00:00,2023-10-23 01:00:00,8,0.02832104761904755,0.0505072857142857,0.2873691666666667,0.2770357142857143,0.4,10.862916633333333
kpx_group_1,scada_zero_label_positive,2022-12-07 14:00:00,2022-12-07 20:00:00,7,0.687765257936508,0.7760555555555555,0.687765257936508,0.0,0.8214285714285714,14.061904761904762
kpx_group_1,scada_zero_label_positive,2024-04-24 16:00:00,2024-04-24 22:00:00,7,0.5730739351851852,0.6709298148148148,0.5730739351851852,0.0,0.8333333333333333,9.620325396825397
kpx_group_1,scada_zero_label_positive,2022-12-06 03:00:00,2022-12-06 09:00:00,7,0.5356725066137565,0.6381198611111111,0.5356725066137565,0.0,0.6666666666666666,11.102380952380953
kpx_group_1,scada_under_label,2022-01-22 07:00:00,2022-01-22 13:00:00,7,0.4965486640211641,0.6615453240740742,0.6318066005291005,0.13525793650793647,0.8333333333333333,9.723015873015873
kpx_group_1,scada_under_label,2022-08-15 11:00:00,2022-08-15 17:00:00,7,0.49101671296296295,0.5856730092592592,0.6472071891534392,0.15619047619047619,0.8333333333333333,12.86547619047619
kpx_group_2,scada_zero_label_positive,2022-08-22 16:00:00,2022-08-22 22:00:00,7,0.4590358664021164,0.7532894907407407,0.462878458994709,0.003842592592592586,0.8333333333333333,9.386111111111111
kpx_group_2,scada_under_label,2022-08-09 07:00:00,2022-08-09 13:00:00,7,0.44290838624338624,0.5061008796296296,0.6666253174603174,0.22371693121693118,0.8333333333333333,11.607539682539683
kpx_group_2,scada_under_label,2022-12-04 03:00:00,2022-12-04 09:00:00,7,0.4252229166666666,0.6199551851851851,0.5369160383597883,0.11169312169312165,0.8174603174603174,9.542857142857144
kpx_group_1,scada_under_label,2022-04-20 02:00:00,2022-04-20 08:00:00,7,0.4086606150793651,0.4816691203703703,0.7464979166666666,0.3378373015873016,0.896825396825397,10.091666666666667
kpx_group_1,scada_under_label,2022-05-18 08:00:00,2022-05-18 14:00:00,7,0.36960644841269835,0.5406676388888889,0.633528406084656,0.26392195767195764,0.892857142857143,10.74047619047619
kpx_group_1,scada_under_label,2022-01-21 23:00:00,2022-01-22 05:00:00,7,0.32600007275132276,0.6169922222222222,0.4758876388888889,0.14988756613756607,0.8333333333333333,8.292857142857143
kpx_group_1,scada_under_label,2022-12-05 20:00:00,2022-12-06 02:00:00,7,0.2743210052910053,0.4296744444444444,0.5560471957671957,0.2817261904761904,0.8095238095238095,10.407539682539682
kpx_group_1,scada_zero_label_positive,2022-01-26 09:00:00,2022-01-26 15:00:00,7,0.2300522156084656,0.3622485185185185,0.2300522156084656,0.0,0.4444444444444445,7.719444444444444
kpx_group_2,scada_under_label,2024-03-02 12:00:00,2024-03-02 18:00:00,7,0.2276434854497354,0.4046710648148148,0.5226633267195767,0.29501984126984127,0.8253968253968254,9.908436507936505
kpx_group_1,scada_zero_label_positive,2022-04-13 21:00:00,2022-04-14 03:00:00,7,0.20728613095238094,0.2859151851851851,0.20728613095238094,0.0,0.6746031746031745,8.087698412698412
kpx_group_1,scada_under_label,2022-08-07 17:00:00,2022-08-07 23:00:00,7,0.18370537037037032,0.2926817592592592,0.2875413492063492,0.10383597883597877,0.8333333333333333,7.628174603174604
kpx_group_1,scada_under_label,2022-07-31 00:00:00,2022-07-31 06:00:00,7,0.17322291666666662,0.2256715277777778,0.26793191137566136,0.09470899470899465,0.7896825396825398,7.247619047619048
kpx_group_1,moderate_residual,2022-04-09 16:00:00,2022-04-09 22:00:00,7,0.10927701719576714,0.1183113888888888,0.6992439484126984,0.5899669312169313,0.8333333333333333,10.851587301587301
kpx_group_1,moderate_residual,2024-07-06 04:00:00,2024-07-06 10:00:00,7,0.09191854497354493,0.1166456944444445,0.568386798941799,0.476468253968254,0.8650793650793652,9.514047619047618
kpx_group_1,moderate_residual,2024-11-27 05:00:00,2024-11-27 11:00:00,7,0.09104211640211635,0.1026666666666666,0.6333370899470899,0.5422949735449736,0.8333333333333333,11.48268253968254
kpx_group_1,moderate_residual,2022-03-25 00:00:00,2022-03-25 06:00:00,7,0.08153940476190476,0.1110297222222223,0.5445685052910053,0.46302910052910057,0.8333333333333333,8.760317460317461
kpx_group_2,moderate_residual,2023-01-30 12:00:00,2023-01-30 18:00:00,7,0.08053335317460315,0.1056320833333333,0.22421721560846558,0.14368386243386239,0.75,6.811654761904762
kpx_group_1,moderate_residual,2023-12-09 19:00:00,2023-12-10 01:00:00,7,0.07706022486772482,0.1039644444444444,0.2570271560846561,0.17996693121693116,0.8333333333333333,7.209297619047619
kpx_group_2,moderate_residual,2022-11-16 10:00:00,2022-11-16 16:00:00,7,0.07533702380952378,0.0962061574074074,0.3700923148148148,0.2947552910052909,0.8333333333333333,7.739285714285716
kpx_group_2,moderate_residual,2023-08-28 17:00:00,2023-08-28 23:00:00,7,0.07280994708994706,0.0930731018518518,0.0873337566137566,0.0145238095238095,0.7261904761904762,5.070884920634922
kpx_group_2,moderate_residual,2022-07-04 00:00:00,2022-07-04 06:00:00,7,0.06653097883597878,0.1092743518518518,0.11947410052910047,0.05294312169312164,0.8134920634920635,5.776190476190476
