source,feature,month,lead_hour,train2024_mean,test2025_mean,z_delta_vs_2024,test_above_train_p90_rate,abs_z_delta
ldaps,wind_primary_speed,2,23,7.015962119447336,10.898978003021202,0.9376442829179291,0.3950892857142857,0.9376442829179291
ldaps,wind_primary_speed,2,24,7.41097361083245,11.454872062027315,0.9779183640888075,0.3794642857142857,0.9779183640888075
ldaps,wind_primary_speed,2,25,7.540136304472543,11.586108437691093,1.0047437072842114,0.40401785714285715,1.0047437072842114
ldaps,wind_primary_speed,2,26,7.646691070850165,11.632252823245958,1.0012630788948271,0.3794642857142857,1.0012630788948271
ldaps,wind_primary_speed,2,27,7.414921161521829,11.803455732576763,1.0655164888753907,0.421875,1.0655164888753907
ldaps,wind_primary_speed,2,28,7.2207877336907265,11.739830979030895,1.134144432567754,0.46875,1.134144432567754
ldaps,wind_primary_speed,2,29,7.150241212087363,11.481294152355323,1.0840177106390025,0.375,1.0840177106390025
ldaps,wind_primary_speed,2,30,7.132651275128849,11.160375179816763,0.9975114258230677,0.35714285714285715,0.9975114258230677
ldaps,wind_primary_speed,2,31,6.993879253819182,10.802825066405802,0.9938401910686341,0.29910714285714285,0.9938401910686341
ldaps,wind_primary_speed,2,32,6.871088868624996,10.599020587262105,1.0463289942691225,0.30357142857142855,1.0463289942691225
ldaps,wind_primary_speed,2,33,6.83039379381535,10.463246615689,1.0456685529548428,0.32142857142857145,1.0456685529548428
ldaps,wind_primary_speed,2,34,6.7325008655148135,10.313663159603976,1.0286953159299683,0.33705357142857145,1.0286953159299683
ldaps,wind_primary_speed,2,35,6.596429182786317,10.051383876055336,0.9308840042274614,0.3705357142857143,0.9308840042274614
ldaps,wind_primary_speed,3,12,8.384715776741961,8.427312474545959,0.009697541540064903,0.0846774193548387,0.009697541540064903
ldaps,wind_primary_speed,3,13,8.641795853020678,8.258490396408838,-0.08503074294992168,0.07459677419354839,0.08503074294992168
ldaps,wind_primary_speed,3,14,8.85248621743533,8.135429079949738,-0.15376699051428025,0.0625,0.15376699051428025
ldaps,wind_primary_speed,3,15,8.978386836060954,7.7098697295377985,-0.27386783248951063,0.038306451612903226,0.27386783248951063
ldaps,wind_primary_speed,3,16,8.806865696848494,7.4219597355477145,-0.2988817897237484,0.038306451612903226,0.2988817897237484
ldaps,wind_primary_speed,3,17,8.818191995727041,7.47264878051035,-0.29911286800355164,0.036290322580645164,0.29911286800355164
ldaps,wind_primary_speed,3,18,8.591640389001952,7.3449343996846155,-0.27205217567298107,0.05241935483870968,0.27205217567298107
ldaps,wind_primary_speed,3,19,8.309264060735977,7.236666359959528,-0.2368935576177661,0.07258064516129033,0.2368935576177661
ldaps,wind_primary_speed,3,20,8.331576043685612,7.268966126389351,-0.25393695959798174,0.12096774193548387,0.25393695959798174
ldaps,wind_primary_speed,3,21,8.414931554946259,7.489094522893123,-0.23566884482312955,0.10887096774193548,0.23566884482312955
ldaps,wind_primary_speed,3,22,8.963949983211753,7.817028816116425,-0.26359916351090834,0.08870967741935484,0.26359916351090834
ldaps,wind_primary_speed,3,23,9.308174874711959,8.197877380291615,-0.24977610741126305,0.0967741935483871,0.24977610741126305
ldaps,wind_primary_speed,3,24,9.491061303159729,8.741988149573654,-0.1689156413897028,0.05241935483870968,0.1689156413897028
ldaps,wind_primary_speed,3,25,9.754017425850444,8.962942332738582,-0.1788241772717623,0.028225806451612902,0.1788241772717623
ldaps,wind_primary_speed,3,26,10.105663611767524,9.166210066235232,-0.20136463587720743,0.07661290322580645,0.20136463587720743
ldaps,wind_primary_speed,3,27,10.242509625654836,9.471726537143642,-0.15597417489950444,0.05040322580645161,0.15597417489950444
ldaps,wind_primary_speed,3,28,10.047513190820002,9.37568676046668,-0.138225468023561,0.07258064516129033,0.138225468023561
ldaps,wind_primary_speed,3,29,9.583827836936804,8.904659343035823,-0.13987073676651357,0.06653225806451613,0.13987073676651357
ldaps,wind_primary_speed,3,30,8.69633115377293,8.81222908358088,0.02467888962376005,0.08669354838709678,0.02467888962376005
ldaps,wind_primary_speed,3,31,8.648083701414462,9.05918356070359,0.08789899597187915,0.08870967741935484,0.08789899597187915
ldaps,wind_primary_speed,3,32,8.729403975003699,8.95936833953736,0.04938789262764168,0.04233870967741935,0.04938789262764168
ldaps,wind_primary_speed,3,33,8.799567633405431,8.787099565343285,-0.0026857982311339896,0.04233870967741935,0.0026857982311339896
ldaps,wind_primary_speed,3,34,8.831232620504071,8.7492765157956,-0.016910540948355198,0.036290322580645164,0.016910540948355198
ldaps,wind_primary_speed,3,35,8.911539580085716,8.690072957399332,-0.046217352327863524,0.036290322580645164,0.046217352327863524
ldaps,wind_primary_speed,4,12,5.624701802202427,8.30583911297454,0.979265750578106,0.44166666666666665,0.979265750578106
ldaps,wind_primary_speed,4,13,5.709803482828705,8.410460684110856,0.9372918194999913,0.4583333333333333,0.9372918194999913
ldaps,wind_primary_speed,4,14,5.597930853946114,8.461888915607199,0.9901465400554227,0.4479166666666667,0.9901465400554227
ldaps,wind_primary_speed,4,15,5.5889457407172625,8.216668480419486,0.9824477779776901,0.4125,0.9824477779776901
ldaps,wind_primary_speed,4,16,5.566187656165215,7.984905716767965,0.9044305728374668,0.35833333333333334,0.9044305728374668
ldaps,wind_primary_speed,4,17,5.554066807119,7.771961357201263,0.8141247387249326,0.36041666666666666,0.8141247387249326
ldaps,wind_primary_speed,4,18,5.418021480044746,7.796782273307977,0.8218733625202943,0.35208333333333336,0.8218733625202943
ldaps,wind_primary_speed,4,19,5.433560693251892,7.882423512117239,0.7738325280680207,0.3104166666666667,0.7738325280680207
ldaps,wind_primary_speed,4,20,5.648376062597705,8.085501541298294,0.7316963547687099,0.29375,0.7316963547687099
ldaps,wind_primary_speed,4,21,5.857707961661733,8.598965822623404,0.8045136870750059,0.325,0.8045136870750059
ldaps,wind_primary_speed,4,22,5.891281282335018,9.17385895178769,0.9620939950797425,0.41875,0.9620939950797425
ldaps,wind_primary_speed,4,23,6.24388933836272,9.824798245786182,1.0595177585692006,0.4395833333333333,1.0595177585692006
ldaps,wind_primary_speed,4,24,6.395212725474264,10.227656084586867,1.1433226850563616,0.4708333333333333,1.1433226850563616
ldaps,wind_primary_speed,4,25,6.52738159828608,10.558670602399271,1.1662939195779072,0.48541666666666666,1.1662939195779072
ldaps,wind_primary_speed,4,26,6.857297356602904,10.649909273493625,1.1198171145604554,0.48333333333333334,1.1198171145604554
ldaps,wind_primary_speed,4,27,6.836908586733225,10.592101243107425,1.22508775253897,0.39166666666666666,1.22508775253897
ldaps,wind_primary_speed,4,28,6.820736820589856,10.156514437454732,1.0443778390430003,0.41810344827586204,1.0443778390430003
ldaps,wind_primary_speed,4,29,6.751503100624964,9.71739383575191,0.9359694987041974,0.4270833333333333,0.9359694987041974
ldaps,wind_primary_speed,4,30,6.546213295235129,9.011226253534563,0.9284489108719385,0.4270833333333333,0.9284489108719385
ldaps,wind_primary_speed,4,31,6.300157069417181,9.053867211122384,0.9682041792135012,0.4270833333333333,0.9682041792135012
ldaps,wind_primary_speed,4,32,5.980794852839558,8.875385432530727,1.0140756092709964,0.4354166666666667,1.0140756092709964
ldaps,wind_primary_speed,4,33,5.84835327351564,8.826325844253606,1.0714533179589116,0.42916666666666664,1.0714533179589116
ldaps,wind_primary_speed,4,34,5.792972784723374,8.710697526124148,1.1165734133689382,0.4270833333333333,1.1165734133689382
ldaps,wind_primary_speed,4,35,5.747399952484288,8.621285177600047,1.1433026119091063,0.45,1.1433026119091063
ldaps,wind_primary_speed,5,12,7.876231608447151,8.115385718209652,0.05685783724902774,0.11088709677419355,0.05685783724902774
ldaps,wind_primary_speed,5,13,7.828209360766376,7.843469166005489,0.0038666044657456678,0.12096774193548387,0.0038666044657456678
ldaps,wind_primary_speed,5,14,7.8208137731834935,7.69198294765317,-0.03230304079923467,0.17540322580645162,0.03230304079923467
ldaps,wind_primary_speed,5,15,7.746426105875753,7.654017732438526,-0.023243220802585,0.1532258064516129,0.023243220802585
ldaps,wind_primary_speed,5,16,7.578380380346617,7.758931071817992,0.044482259324701554,0.14717741935483872,0.044482259324701554
ldaps,wind_primary_speed,5,17,7.4750806908448,7.6628748521185575,0.04513637257566869,0.16532258064516128,0.04513637257566869
ldaps,wind_primary_speed,5,18,7.405306381763652,7.3882146593473825,-0.003905429108440706,0.15120967741935484,0.003905429108440706
ldaps,wind_primary_speed,5,19,7.292680614664071,7.099180028107714,-0.04243165432439376,0.14112903225806453,0.04243165432439376
ldaps,wind_primary_speed,5,20,7.933612192436756,7.598693782987711,-0.0710103283611837,0.12701612903225806,0.0710103283611837
ldaps,wind_primary_speed,5,21,8.271809290797153,8.039641027096415,-0.0502574154870342,0.12298387096774194,0.0502574154870342
ldaps,wind_primary_speed,5,22,8.5364436996728,8.254235635971277,-0.06034450373004786,0.14717741935483872,0.06034450373004786
ldaps,wind_primary_speed,5,23,8.681566357460804,8.558357322307812,-0.027523070293685645,0.1592741935483871,0.027523070293685645
ldaps,wind_primary_speed,5,24,8.813928773363868,8.82586869028227,0.0029038843161392296,0.17540322580645162,0.0029038843161392296
ldaps,wind_primary_speed,5,25,8.964923893309207,9.19252272034982,0.058605311719407215,0.2217741935483871,0.058605311719407215
ldaps,wind_primary_speed,5,26,9.001068132563699,9.268880706475324,0.07032519674560499,0.21169354838709678,0.07032519674560499
ldaps,wind_primary_speed,5,27,9.00902495645195,9.06333558823097,0.013801965240131176,0.1774193548387097,0.013801965240131176
ldaps,wind_primary_speed,5,28,8.947073754203823,8.702270204853365,-0.06205622688795347,0.1350806451612903,0.06205622688795347
ldaps,wind_primary_speed,5,29,8.713617842068546,8.415247071577632,-0.07450214011944335,0.1350806451612903,0.07450214011944335
ldaps,wind_primary_speed,5,30,8.302199511924865,8.443005968032594,0.03646131078319815,0.12096774193548387,0.03646131078319815
ldaps,wind_primary_speed,5,31,8.021985528292182,8.395160796920527,0.09599069625713694,0.11290322580645161,0.09599069625713694
ldaps,wind_primary_speed,5,32,7.8952887516001695,8.370643458111747,0.1203730820458686,0.10080645161290322,0.1203730820458686
ldaps,wind_primary_speed,5,33,7.741493993863552,8.204669563904208,0.11480582767226201,0.09475806451612903,0.11480582767226201
ldaps,wind_primary_speed,5,34,7.82171261774829,7.8423409595733515,0.004930370620147328,0.08870967741935484,0.004930370620147328
ldaps,wind_primary_speed,5,35,7.787410429528911,7.912932659470848,0.029354421793530632,0.10483870967741936,0.029354421793530632
ldaps,wind_primary_speed,6,12,5.530966152759285,7.210051144212503,0.6422346873455818,0.21458333333333332,0.6422346873455818
ldaps,wind_primary_speed,6,13,5.553202755792395,7.40185051031332,0.6861583672280133,0.2833333333333333,0.6861583672280133
ldaps,wind_primary_speed,6,14,5.714939008935028,7.408770315973308,0.6137005280355057,0.30416666666666664,0.6137005280355057
ldaps,wind_primary_speed,6,15,5.693517075365739,7.269684561512741,0.5304483931102016,0.26458333333333334,0.5304483931102016
ldaps,wind_primary_speed,6,16,5.402149330036093,7.012946780163,0.5627351755836061,0.28541666666666665,0.5627351755836061
ldaps,wind_primary_speed,6,17,5.28661583571387,6.859925274867324,0.5291135055666184,0.27291666666666664,0.5291135055666184
ldaps,wind_primary_speed,6,18,5.089286835553184,6.543978662335323,0.427227755611978,0.24166666666666667,0.427227755611978
ldaps,wind_primary_speed,6,19,4.893763946147932,6.194942315775416,0.34546704534815176,0.20625,0.34546704534815176
ldaps,wind_primary_speed,6,20,4.8469872947749755,6.238414910779108,0.3606810626276483,0.17291666666666666,0.3606810626276483
ldaps,wind_primary_speed,6,21,5.12777286210752,6.3850832042032035,0.3459162859638262,0.17291666666666666,0.3459162859638262
ldaps,wind_primary_speed,6,22,5.139938261608138,6.534808302810739,0.378371904377761,0.1875,0.378371904377761
ldaps,wind_primary_speed,6,23,5.355500652336551,6.557212409007118,0.32494589538439245,0.22083333333333333,0.32494589538439245
ldaps,wind_primary_speed,6,24,5.635921823073792,6.81151352892348,0.31404715739355565,0.17916666666666667,0.31404715739355565
ldaps,wind_primary_speed,6,25,6.09284501137519,7.496316164205226,0.3457157573085506,0.22708333333333333,0.3457157573085506
ldaps,wind_primary_speed,6,26,6.178221126139428,7.640593485122603,0.35721236711641835,0.21666666666666667,0.35721236711641835
ldaps,wind_primary_speed,6,27,6.31352469602707,7.666819721878265,0.324311913515851,0.275,0.324311913515851
ldaps,wind_primary_speed,6,28,6.059652485646131,7.8094024702829605,0.42009337338937,0.325,0.42009337338937
ldaps,wind_primary_speed,6,29,5.790744449120656,7.803782891985902,0.5097014528791102,0.30603448275862066,0.5097014528791102
ldaps,wind_primary_speed,6,30,5.773687838347085,7.5496016955836955,0.5111344852914673,0.30625,0.5111344852914673
ldaps,wind_primary_speed,6,31,5.55728518647883,7.048302204286318,0.47487535262509667,0.25,0.47487535262509667
ldaps,wind_primary_speed,6,32,5.573522296869497,7.131210515813223,0.476090586269897,0.22083333333333333,0.476090586269897
ldaps,wind_primary_speed,6,33,5.870521793271383,7.327469437837821,0.4498843065936204,0.225,0.4498843065936204
ldaps,wind_primary_speed,6,34,6.260337843680344,7.349600680982792,0.3428007427601182,0.20416666666666666,0.3428007427601182
ldaps,wind_primary_speed,6,35,6.367846371234939,7.089006446050401,0.21677534643647003,0.2375,0.21677534643647003
ldaps,wind_primary_speed,7,12,9.585776090631905,7.242556091704339,-0.46733551209903124,0.014112903225806451,0.46733551209903124
ldaps,wind_primary_speed,7,13,9.734452180139673,7.504783895083449,-0.4340132538889254,0.014112903225806451,0.4340132538889254
ldaps,wind_primary_speed,7,14,9.940194524022443,7.581017457420271,-0.4419319721034743,0.0,0.4419319721034743
ldaps,wind_primary_speed,7,15,9.684626926056593,7.46378388789269,-0.42119293226541005,0.0,0.42119293226541005
ldaps,wind_primary_speed,7,16,9.939554701260114,7.12080333664951,-0.529074019086019,0.0,0.529074019086019
ldaps,wind_primary_speed,7,17,10.02240252673614,6.762560988807604,-0.5945460561360421,0.0,0.5945460561360421
ldaps,wind_primary_speed,7,18,10.006454797988729,6.757171373870286,-0.5634555194260243,0.0,0.5634555194260243
ldaps,wind_primary_speed,7,19,9.807803400647789,6.664938516562571,-0.5415610094121556,0.0020161290322580645,0.5415610094121556
ldaps,wind_primary_speed,7,20,9.995377599204296,6.656334019532615,-0.6210361942512189,0.008064516129032258,0.6210361942512189
ldaps,wind_primary_speed,7,21,10.270904373133133,6.931909642960217,-0.5952677078352944,0.008064516129032258,0.5952677078352944
ldaps,wind_primary_speed,7,22,10.328649696692988,6.966148567673783,-0.588090753361263,0.0020161290322580645,0.588090753361263
ldaps,wind_primary_speed,7,23,10.439746960016004,6.935448490568636,-0.628887860100374,0.004032258064516129,0.628887860100374
ldaps,wind_primary_speed,7,24,10.618469576889732,6.918064021059141,-0.6533163701297515,0.0,0.6533163701297515
ldaps,wind_primary_speed,7,25,10.625025461433149,6.921825923479619,-0.6802237644107126,0.0,0.6802237644107126
ldaps,wind_primary_speed,7,26,10.503360009035903,6.807867089273455,-0.7327937279356209,0.0,0.7327937279356209
ldaps,wind_primary_speed,7,27,10.738685157663987,6.921735989506784,-0.7373604523250188,0.0,0.7373604523250188
ldaps,wind_primary_speed,7,28,10.839202988492964,6.652561581332715,-0.8065569942877107,0.0,0.8065569942877107
ldaps,wind_primary_speed,7,29,10.36316422150733,6.578161793781326,-0.7758450505682793,0.004032258064516129,0.7758450505682793
ldaps,wind_primary_speed,7,30,10.183925845527899,6.389427955850391,-0.7506484009214789,0.004032258064516129,0.7506484009214789
ldaps,wind_primary_speed,7,31,10.105667209857147,6.174280488819784,-0.781065826276291,0.004032258064516129,0.781065826276291
ldaps,wind_primary_speed,7,32,10.250774332257105,6.485648140844576,-0.7810620802916887,0.004032258064516129,0.7810620802916887
ldaps,wind_primary_speed,7,33,10.066658731671467,6.612051239265413,-0.7375894970576599,0.004032258064516129,0.7375894970576599
ldaps,wind_primary_speed,7,34,10.179883967235297,6.809229568007829,-0.6792681780956411,0.004032258064516129,0.6792681780956411
ldaps,wind_primary_speed,7,35,10.343850692775973,7.347620033855059,-0.596713474933419,0.0020161290322580645,0.596713474933419
ldaps,wind_primary_speed,8,12,5.027744858061877,7.00426965541916,0.5579978379224642,0.24193548387096775,0.5579978379224642
ldaps,wind_primary_speed,8,13,4.949459041943148,7.049714960814304,0.5967100495808718,0.26411290322580644,0.5967100495808718
ldaps,wind_primary_speed,8,14,4.852550538228625,6.934492012839285,0.5971516918261655,0.2399193548387097,0.5971516918261655
ldaps,wind_primary_speed,8,15,4.845950893909681,6.888966481421848,0.5908805360124169,0.24596774193548387,0.5908805360124169
ldaps,wind_primary_speed,8,16,4.750459521651334,6.7731910436544736,0.5690099040737167,0.28024193548387094,0.5690099040737167
ldaps,wind_primary_speed,8,17,4.675797039552585,6.69587550007009,0.5533418214110225,0.2560483870967742,0.5533418214110225
ldaps,wind_primary_speed,8,18,4.426624064654638,6.6158515979289145,0.6182037022618871,0.2701612903225806,0.6182037022618871
ldaps,wind_primary_speed,8,19,4.293524531666667,6.5208908202681926,0.6766525311361777,0.24596774193548387,0.6766525311361777
ldaps,wind_primary_speed,8,20,4.5020980286058325,6.5398810459986585,0.6092485589939337,0.24193548387096775,0.6092485589939337
ldaps,wind_primary_speed,8,21,4.958494616096704,6.563484751498424,0.482692039263916,0.2318548387096774,0.482692039263916
ldaps,wind_primary_speed,8,22,5.317306784828366,6.636769499235753,0.4163562719280136,0.22782258064516128,0.4163562719280136
ldaps,wind_primary_speed,8,23,5.735822937957275,6.781156499993346,0.34624613491837,0.22379032258064516,0.34624613491837
ldaps,wind_primary_speed,8,24,5.993084546165426,6.7975241439836775,0.2801364723797786,0.23790322580645162,0.2801364723797786
ldaps,wind_primary_speed,8,25,6.015430623194474,7.078005831887896,0.37379747504809185,0.2923387096774194,0.37379747504809185
ldaps,wind_primary_speed,8,26,5.6929556895459195,7.402424289889769,0.6411607469894064,0.34274193548387094,0.6411607469894064
ldaps,wind_primary_speed,8,27,5.622867973105659,7.3716404331157905,0.6239975245386966,0.3165322580645161,0.6239975245386966
ldaps,wind_primary_speed,8,28,5.4284686795956345,7.527442937709206,0.7794702397426753,0.33064516129032256,0.7794702397426753
ldaps,wind_primary_speed,8,29,5.161581678524484,7.387921893744709,0.8815192365360919,0.3346774193548387,0.8815192365360919
ldaps,wind_primary_speed,8,30,4.583611515808736,6.930545360352438,0.9327540045777503,0.3185483870967742,0.9327540045777503
ldaps,wind_primary_speed,8,31,4.566399889540443,6.900149071698367,0.9143463677235943,0.3245967741935484,0.9143463677235943
ldaps,wind_primary_speed,8,32,4.431878755419487,7.077868732694126,0.9472777719888835,0.3528225806451613,0.9472777719888835
ldaps,wind_primary_speed,8,33,4.462420671167261,7.199365032328523,0.8607229062248313,0.34475806451612906,0.8607229062248313
ldaps,wind_primary_speed,8,34,4.778675044830092,7.1885578114191695,0.7143220996408407,0.28830645161290325,0.7143220996408407
ldaps,wind_primary_speed,8,35,5.1642995981856075,7.148980967599419,0.5604908442993591,0.23387096774193547,0.5604908442993591
ldaps,wind_primary_speed,9,12,5.212596223599608,6.169689150646122,0.42216352449046923,0.17916666666666667,0.42216352449046923
ldaps,wind_primary_speed,9,13,5.033849479462842,6.105589861854966,0.4716978866511434,0.17916666666666667,0.4716978866511434
ldaps,wind_primary_speed,9,14,4.637152034762845,6.097371503673816,0.7060455141851224,0.22708333333333333,0.7060455141851224
ldaps,wind_primary_speed,9,15,4.586388767315982,6.2916686428015565,0.850922638845874,0.2520833333333333,0.850922638845874
ldaps,wind_primary_speed,9,16,4.460686568786639,6.4175048606201965,0.9530290805824592,0.29583333333333334,0.9530290805824592
ldaps,wind_primary_speed,9,17,4.244563443644292,6.202623981832368,0.9518842683860275,0.3104166666666667,0.9518842683860275
ldaps,wind_primary_speed,9,18,4.096108319992367,6.18861215689484,0.925182059266946,0.30416666666666664,0.925182059266946
ldaps,wind_primary_speed,9,19,4.022182825021472,6.374038932502458,0.9888260557261347,0.30625,0.9888260557261347
ldaps,wind_primary_speed,9,20,4.138418139128203,6.051578135069323,0.7433680387670345,0.2625,0.7433680387670345
ldaps,wind_primary_speed,9,21,4.517525326214028,6.2562002934905285,0.73391143356736,0.22708333333333333,0.73391143356736
ldaps,wind_primary_speed,9,22,4.941792349146313,6.2635772297773595,0.62921354003601,0.24166666666666667,0.62921354003601
ldaps,wind_primary_speed,9,23,5.074927520719327,5.958248061565337,0.4208377048559957,0.24583333333333332,0.4208377048559957
ldaps,wind_primary_speed,9,24,5.326808161563553,6.012349546836465,0.31184089480237503,0.19375,0.31184089480237503
ldaps,wind_primary_speed,9,25,5.285656760940269,6.010795532023309,0.3116322600468643,0.24166666666666667,0.3116322600468643
ldaps,wind_primary_speed,9,26,5.280603864743567,6.299690925912358,0.41656762390885765,0.19166666666666668,0.41656762390885765
ldaps,wind_primary_speed,9,27,5.022457054652197,6.437269413125333,0.6094003492680017,0.18333333333333332,0.6094003492680017
ldaps,wind_primary_speed,9,28,5.077874755542715,6.302048399395278,0.5077347381122438,0.16041666666666668,0.5077347381122438
ldaps,wind_primary_speed,9,29,4.838595131439528,5.78770071666798,0.410052613142221,0.15,0.410052613142221
ldaps,wind_primary_speed,9,30,4.836091933357869,5.654740477502724,0.3675600775047849,0.16041666666666668,0.3675600775047849
ldaps,wind_primary_speed,9,31,4.907669143247015,5.6997232308738734,0.3122455532214092,0.14791666666666667,0.3122455532214092
ldaps,wind_primary_speed,9,32,4.629587658899662,5.697506232751424,0.4860348272917831,0.19791666666666666,0.4860348272917831
ldaps,wind_primary_speed,9,33,4.744176477292788,5.566401208860496,0.36628706455623833,0.15208333333333332,0.36628706455623833
ldaps,wind_primary_speed,9,34,4.899461247236114,5.453400630514382,0.2513855050906471,0.15208333333333332,0.2513855050906471
ldaps,wind_primary_speed,9,35,4.900217464248743,5.8624666690446245,0.4416374634063315,0.19166666666666668,0.4416374634063315
ldaps,wind_primary_speed,10,12,5.015320406987749,5.288160369625156,0.09680319338357359,0.11088709677419355,0.09680319338357359
ldaps,wind_primary_speed,10,13,5.071016758086852,5.2530778438312264,0.06899002709929869,0.09274193548387097,0.06899002709929869
ldaps,wind_primary_speed,10,14,5.32254255085888,5.1600980344079534,-0.05106542654127391,0.1028225806451613,0.05106542654127391
ldaps,wind_primary_speed,10,15,5.414469597642773,5.32024592014926,-0.02777756054863347,0.0907258064516129,0.02777756054863347
ldaps,wind_primary_speed,10,16,5.677633543766976,5.156611835973039,-0.14362446782218716,0.07258064516129033,0.14362446782218716
ldaps,wind_primary_speed,10,17,5.650919982329523,5.040411456180955,-0.1643095551966931,0.05241935483870968,0.1643095551966931
ldaps,wind_primary_speed,10,18,5.486855000115959,4.880780312959525,-0.16814078160495205,0.04435483870967742,0.16814078160495205
ldaps,wind_primary_speed,10,19,5.515907523276903,4.973615538998819,-0.15221521967715976,0.08064516129032258,0.15221521967715976
ldaps,wind_primary_speed,10,20,5.5935067811821195,4.980459710857053,-0.17580165333696154,0.0846774193548387,0.17580165333696154
ldaps,wind_primary_speed,10,21,6.321742129629458,5.1974134663978475,-0.28646512908248584,0.018145161290322582,0.28646512908248584
ldaps,wind_primary_speed,10,22,6.52740144933072,5.320373183772347,-0.3074480791880486,0.034274193548387094,0.3074480791880486
ldaps,wind_primary_speed,10,23,6.5519192235384365,5.503507589851223,-0.2555081736913698,0.038306451612903226,0.2555081736913698
ldaps,wind_primary_speed,10,24,6.416193902406498,5.741177347738682,-0.16046794853320034,0.03225806451612903,0.16046794853320034
