source,feature,month,train2024_mean,test2025_mean,mean_delta,pooled_std,z_delta_vs_2024,test_above_train_p90_rate,spearman_corr,weighted_abs_shift
ldaps,wind50max_speed,1,9.116902335441877,9.454716537246563,0.3378142018046901,4.320842648717165,0.0781824817959531,0.1229838709677419,0.8263124368994054,0.0646031570556574
ldaps,wind50max_speed,2,6.915823420004453,10.4581817823612,3.5423583623567483,3.9567248595495808,0.8952753823435482,0.3256138392857143,0.8263124368994054,0.7397771828803442
ldaps,wind50max_speed,3,9.010113789187647,8.35253004222453,-0.6575837469631196,4.616078302147866,-0.1424550676522731,0.0665322580645161,0.8263124368994054,0.11771239410041943
ldaps,wind50max_speed,4,6.022475190739957,8.978158708819732,2.955683518079775,3.054599025889684,0.9676175144628956,0.4145514603616133,0.8263124368994054,0.7995543863623809
ldaps,wind50max_speed,5,8.144428693382437,8.179244263826847,0.0348155704444099,4.195829306464582,0.0082976612948652,0.1410450268817204,0.8263124368994054,0.0068564607251259384
ldaps,wind50max_speed,6,5.629531288849794,7.096571413289551,1.467040124439757,3.5062352346729955,0.4184089274769295,0.2383518776077886,0.8263124368994054,0.3457365004839282
ldaps,wind50max_speed,7,10.190608832119906,6.883743300025649,-3.3068655320942577,5.285491212380972,-0.6256496129862931,0.0025235531628532,0.8263124368994054,0.5169820563518737
ldaps,wind50max_speed,8,5.009896146759998,6.958957098981897,1.949060952221899,3.198069559513302,0.6094492053228096,0.2702452956989247,0.8263124368994054,0.5035954580166968
ldaps,wind50max_speed,9,4.779807943789915,6.048366491426547,1.2685585476366326,2.2902815084484898,0.5538876083150613,0.2140625,0.8263124368994054,0.4576842193952017
ldaps,wind50max_speed,10,5.785733713999041,5.567355064070167,-0.2183786499288738,3.4779424671522303,-0.062789609640925,0.0650201612903225,0.8263124368994054,0.05188383535435514
ldaps,wind50max_speed,11,7.205693235442724,8.75369265679792,1.547999421355196,4.923549442549625,0.3144072054325036,0.08671875,0.8263124368994054,0.259798584099664
ldaps,wind50max_speed,12,10.374153602464965,9.802701210751424,-0.5714523917135388,4.06425388816627,-0.1406045014158219,0.0792170698924731,0.8263124368994054,0.11618324820393368
ldaps,blwind_speed,1,0.2274048411106587,0.2132172463019208,-0.0141875948087378,0.2069121518173896,-0.0685682045039623,0.0877016129032258,0.6098001513516784,0.041812901484429045
ldaps,blwind_speed,2,0.2029528879501666,0.2281630656250541,0.0252101776748874,0.2273073693297284,0.1109078761428542,0.0826822916666666,0.6098001513516784,0.0676316396580057
ldaps,blwind_speed,3,0.2539298882417197,0.2698963965837677,0.0159665083420479,0.2864240351808745,0.0557443032887268,0.1173555107526881,0.6098001513516784,0.03399288458245947
ldaps,blwind_speed,4,0.1487180360652553,0.2867183903428131,0.1380003542775577,0.1937669305013691,0.7121976552360414,0.2723090277777777,0.6098001513516784,0.4342982379552485
ldaps,blwind_speed,5,0.2974769794455172,0.2260470189353284,-0.0714299605101888,0.4216465728762174,-0.1694071882371289,0.0540154569892473,0.6098001513516784,0.10330452902706347
ldaps,blwind_speed,6,0.108682218453362,0.1413676188466418,0.0326854003932797,0.1526832566256365,0.214073244844048,0.1517361111111111,0.6098001513516784,0.1305418971062454
ldaps,blwind_speed,7,0.3284762817180782,0.1612032929329132,-0.1672729887851649,0.3706798217354709,-0.4512600323124044,0.0125336473755047,0.6098001513516784,0.2751784360030675
ldaps,blwind_speed,8,0.1163990768981205,0.1136777950188146,-0.0027212818793059,0.1751047394001836,-0.0155408806928167,0.104502688172043,0.6098001513516784,0.009476831398618001
ldaps,blwind_speed,9,0.13489492988026,0.1556035681571398,0.0207086382768798,0.1651674418582935,0.125379662713837,0.1030381944444444,0.6098001513516784,0.07645653729932018
ldaps,blwind_speed,10,0.1487227356454868,0.1661681710394808,0.017445435393994,0.1824811973116303,0.095601275941874,0.1512096774193548,0.6098001513516784,0.05829767253876834
ldaps,blwind_speed,11,0.2216124514941105,0.1903537335182066,-0.0312587179759038,0.2888271981178345,-0.1082263653540157,0.0487847222222222,0.6098001513516784,0.06599645397312082
ldaps,blwind_speed,12,0.1945857955982297,0.2228866562148923,0.0283008606166625,0.1538112065898682,0.1839973891377653,0.1832157258064516,0.6098001513516784,0.11220163574452295
gfs,wind10_speed,1,2.7742203808775576,3.462840707981444,0.6886203271038864,1.5514142395338235,0.4438661893853314,0.2163978494623656,0.7221186121947312,0.32052403667909923
gfs,wind10_speed,2,2.408129156618876,3.6024980613484274,1.1943689047295516,1.631121352179042,0.7322379186574539,0.2628968253968254,0.7221186121947312,0.528762629617279
gfs,wind10_speed,3,3.167740657200262,3.1774590697074983,0.0097184125072362,2.09488889473278,0.0046391064113387,0.1155913978494623,0.7221186121947312,0.0033499850835795814
gfs,wind10_speed,4,2.3999376047139545,3.2747310158828293,0.8747934111688749,1.4915057348151153,0.5865169607884853,0.2666666666666666,0.7221186121947312,0.4235348137532525
gfs,wind10_speed,5,2.9369731116573483,2.6998322184869354,-0.2371408931704128,1.861169832759432,-0.1274149671185057,0.0945340501792114,0.7221186121947312,0.09200871922845263
gfs,wind10_speed,6,2.291947193927274,2.5681223870936645,0.2761751931663903,1.3907830241353638,0.1985753263989617,0.1436728395061728,0.7221186121947312,0.143394939115334
gfs,wind10_speed,7,2.904479823019747,2.2643247470252192,-0.6401550759945276,1.7291187571573812,-0.3702204218041696,0.019115890083632,0.7221186121947312,0.26734305719937496
gfs,wind10_speed,8,1.898736668329725,2.0506421514379536,0.1519054831082282,1.152675794988893,0.1317850896469174,0.1167861409796893,0.7221186121947312,0.09516446604379022
gfs,wind10_speed,9,1.944838030784907,1.9784152456306796,0.0335772148457724,1.4402622607857969,0.0233132643523824,0.0933641975308642,0.7221186121947312,0.016834942099871276
gfs,wind10_speed,10,2.0651539353513857,1.9228518634291705,-0.1423020719222154,1.6547701518478215,-0.0859950680626652,0.0803464755077658,0.7221186121947312,0.06209863920500324
gfs,wind10_speed,11,2.659182562293035,2.8691339656373915,0.2099514033443563,2.041141916425452,0.102859777437315,0.0787037037037037,0.7221186121947312,0.07427695973369283
gfs,wind10_speed,12,3.448683150370819,3.044363930927306,-0.4043192194435128,1.751980303591581,-0.2307784045196598,0.0631720430107526,0.7221186121947312,0.16664938119625103
gfs,wind80_speed,1,3.899868566484525,5.128912192613009,1.2290436261284836,2.236166651085442,0.5496207650634095,0.2364097968936678,0.7453325915104193,0.40965026917265035
gfs,wind80_speed,2,3.371977671973999,5.307024434906866,1.9350467629328676,2.33262744578366,0.8295567153687587,0.2723214285714285,0.7453325915104193,0.6182956564706682
gfs,wind80_speed,3,4.748446351200088,4.730184206249063,-0.0182621449510254,3.308938041894019,-0.0055190350240142,0.1135005973715651,0.7453325915104193,0.004113516677085273
gfs,wind80_speed,4,3.204039573893906,4.945401943625862,1.7413623697319562,1.9845820541220305,0.8774453871724046,0.3347222222222222,0.7453325915104193,0.6539886443300715
gfs,wind80_speed,5,4.143578713255554,3.89286546733714,-0.2507132459184142,2.748527059871166,-0.091217310350566,0.0990143369175627,0.7453325915104193,0.06798723431419755
gfs,wind80_speed,6,3.094034269425768,3.740047111313974,0.6460128418882061,2.1721095353429494,0.2974126447489656,0.1695987654320987,0.7453325915104193,0.22167133725871424
gfs,wind80_speed,7,4.548168581776052,3.079726666746479,-1.4684419150295729,3.109032888420859,-0.4723146931080261,0.0068697729988052,0.7453325915104193,0.3520315342226535
gfs,wind80_speed,8,2.434528860651824,2.8029066450299878,0.3683777843781635,1.6624364743031437,0.2215890891776723,0.1490442054958184,0.7453325915104193,0.16515757008722792
gfs,wind80_speed,9,2.5158926130157457,2.6751285027939957,0.1592358897782495,1.8404896819567893,0.0865182191743848,0.1060185185185185,0.7453325915104193,0.06448484851011067
gfs,wind80_speed,10,2.7555908246746865,2.592461950436003,-0.1631288742386836,2.487243896697004,-0.065586199403174,0.070489844683393,0.7453325915104193,0.0488835319684868
gfs,wind80_speed,11,3.823104298935035,4.140517382373118,0.3174130834380833,3.313028631742229,0.0958075279824421,0.0851851851851851,0.7453325915104193,0.0714084731173606
gfs,wind80_speed,12,5.139310666035985,4.452399816156781,-0.6869108498792036,2.7911333071332067,-0.2461046370940376,0.0600358422939068,0.7453325915104193,0.18342980694803032
gfs,wind100_speed,1,4.060143870858958,5.363223860102678,1.3030799892437193,2.3612347276018903,0.5518638081421432,0.2352150537634408,0.7490288085246858,0.4133618906806053
gfs,wind100_speed,2,3.506655985110808,5.549310498695316,2.042654513584508,2.4542227314872624,0.8323020101416606,0.273478835978836,0.7490288085246858,0.623418182989109
gfs,wind100_speed,3,4.980126171966393,4.958779115381149,-0.0213470565852444,3.486985067373171,-0.0061219237153785,0.1152927120669056,0.7490288085246858,0.004585497226408976
gfs,wind100_speed,4,3.3009298115739423,5.183557634680838,1.882627823106896,2.0494437596418367,0.9186042863246472,0.345216049382716,0.7490288085246858,0.6880610740914198
gfs,wind100_speed,5,4.302065874636374,4.059277622218751,-0.2427882524176228,2.8767741594029657,-0.0843960070830218,0.1002090800477897,0.7490288085246858,0.06321504062963676
gfs,wind100_speed,6,3.192005223533537,3.8922321043299326,0.7002268807963952,2.2807510539478613,0.3070159188471372,0.1705246913580247,0.7490288085246858,0.22996376789218279
gfs,wind100_speed,7,4.793371445744736,3.1826282383909814,-1.6107432073537544,3.313524173852703,-0.4861118019232068,0.0058243727598566,0.7490288085246858,0.36411174380432765
gfs,wind100_speed,8,2.4966000790803915,2.897067162263918,0.4004670831835266,1.7371189551172033,0.2305352099079317,0.1521804062126642,0.7490288085246858,0.1726775136003264
gfs,wind100_speed,9,2.5867859923350403,2.767431572016514,0.1806455796814736,1.900837868934416,0.095034712080787,0.107716049382716,0.7490288085246858,0.07118373715835845
gfs,wind100_speed,10,2.848940084420021,2.6811404176642726,-0.1677996667557484,2.6220392782133723,-0.0639958631001475,0.0683990442054958,0.7490288085246858,0.04793474508841239
gfs,wind100_speed,11,3.984965675889834,4.321461096534506,0.3364954206446717,3.50749776752134,0.0959360327081629,0.0848765432098765,0.7490288085246858,0.07185885227398053
gfs,wind100_speed,12,5.389725892494207,4.669386021649236,-0.7203398708449704,2.960908525838033,-0.2432833923492477,0.0595878136200716,0.7490288085246858,0.18222626950520066
gfs,pblwind_speed,1,4.577274016752335,6.828189081416572,2.250915064664237,3.81238768067961,0.59042134552081,0.2346176821983273,0.7180703883363746,0.42396408486021286
gfs,pblwind_speed,2,3.7660576032125017,6.818828781548572,3.05277117833607,3.523281452011481,0.8664568014362722,0.3093584656084656,0.7180703883363746,0.622176971884037
gfs,pblwind_speed,3,6.236872101008364,5.872153045793392,-0.3647190552149721,5.717552979581571,-0.0637893617170949,0.1021505376344086,0.7180703883363746,0.0458052517399238
gfs,pblwind_speed,4,3.336813484306968,6.313041542194191,2.9762280578872238,2.772664944786524,1.0734178546924842,0.3516975308641975,0.7180703883363746,0.7707895757662302
gfs,pblwind_speed,5,4.923710012691408,4.784067449319084,-0.1396425633723241,4.517917179665393,-0.0309086151401646,0.1051373954599761,0.7180703883363746,0.02219456127663754
gfs,pblwind_speed,6,3.1564883402388704,4.341381157731431,1.1848928174925604,3.2474182793626603,0.3648722508762362,0.1876543209876543,0.7180703883363746,0.26200395887986605
gfs,pblwind_speed,7,6.511570631187433,3.148522398798227,-3.3630482323892057,6.00702723201907,-0.5598523365939482,0.0,0.7180703883363746,0.4020133847490431
gfs,pblwind_speed,8,2.4833855436064067,2.9754589683329584,0.4920734247265517,2.3075026607936824,0.2132493421888623,0.1459080047789725,0.7180703883363746,0.1531280379580328
gfs,pblwind_speed,9,2.6574841754666445,2.8900607129639067,0.2325765374972621,2.4505739561889786,0.094906965290714,0.1026234567901234,0.7180703883363746,0.06814988142212983
gfs,pblwind_speed,10,3.074018862527409,2.726563440955628,-0.3474554215717811,3.8011247152278336,-0.0914085823304923,0.0682497013142174,0.7180703883363746,0.06563779621133407
gfs,pblwind_speed,11,4.911276881716123,5.129391183208262,0.2181143014921387,5.724838655947516,0.0380996416776638,0.0746913580246913,0.7180703883363746,0.027358224494956764
gfs,pblwind_speed,12,6.915279622604281,5.7622421138071855,-1.1530375087970954,5.289517413173338,-0.2179853885550154,0.0586917562724014,0.7180703883363746,0.1565288526113554
gfs,wind850_speed,1,9.618635180858956,11.112766659423324,1.494131478564368,5.520007174312678,0.2706756406489152,0.1833930704898446,0.8123829516584613,0.21989227589241073
gfs,wind850_speed,2,6.982974718938828,11.212618762059517,4.229644043120689,5.365881147551855,0.7882478060965226,0.2711640211640211,0.8123829516584613,0.6403590793549995
gfs,wind850_speed,3,10.705698344751577,9.897040739125236,-0.8086576056263404,6.230915179165012,-0.1297815139902008,0.0997610513739545,0.8123829516584613,0.10543228940606321
gfs,wind850_speed,4,5.716443881329725,10.727529556281604,5.011085674951878,4.075546254256258,1.2295494545029513,0.4175925925925925,0.8123829516584613,0.9988650150591586
gfs,wind850_speed,5,8.247631223676384,8.62274955991314,0.3751183362367563,5.729461733248135,0.0654718285305002,0.1294802867383512,0.8123829516584613,0.053188197312084406
gfs,wind850_speed,6,5.657444845586052,8.10678779888677,2.449342953300719,4.397885872040388,0.5569364517427589,0.2262345679012345,0.8123829516584613,0.45244567855297263
gfs,wind850_speed,7,11.724161151873224,6.525402010415484,-5.19875914145774,7.16818219228614,-0.7252548834943118,0.0,0.8123829516584613,0.5891847029578224
gfs,wind850_speed,8,4.314432922180859,6.0645364452163,1.750103523035441,3.937320192036238,0.4444910338079109,0.1686081242532855,0.8123829516584613,0.36109693803059156
gfs,wind850_speed,9,4.543865556552122,6.070527313346459,1.5266617567943372,3.1883914178198207,0.4788188011619443,0.2050925925925926,0.8123829516584613,0.3889842309975062
gfs,wind850_speed,10,5.69415221881181,5.14022566533957,-0.5539265534722402,5.087563387116421,-0.1088785556492735,0.0551075268817204,0.8123829516584613,0.08845108241066685
gfs,wind850_speed,11,7.766408325057834,9.891561523704434,2.1251531986466,6.745100003537615,0.3150662254402381,0.0989197530864197,0.8123829516584613,0.2559544301910308
gfs,wind850_speed,12,12.168869222498166,11.881757974014455,-0.2871112484837095,5.94953578489788,-0.0482577563722275,0.0849761051373954,0.8123829516584613,0.039203778562085095
gfs,wind700_speed,1,15.523103254284564,15.622620738276837,0.0995174839922725,6.972261899226837,0.0142733427711651,0.1284348864994026,0.5233521658816831,0.0074699848536609196
gfs,wind700_speed,2,11.990428102788488,17.043872020335424,5.053443917546938,5.229511925788033,0.9663318466988876,0.3602843915343915,0.5233521658816831,0.5057318649303094
gfs,wind700_speed,3,16.890380754440056,12.89052086482651,-3.999859889613546,7.817389970117749,-0.5116618084029952,0.0355436081242532,0.5233521658816831,0.2677793156266463
gfs,wind700_speed,4,8.984487152609223,14.870279887811469,5.885792735202244,6.182695336530075,0.9519784517723884,0.3966049382716049,0.5233521658816831,0.49821998460777084
gfs,wind700_speed,5,10.781290038746276,11.597609111538697,0.8163190727924192,6.5275802792226925,0.1250569181455658,0.1412783751493428,0.5233521658816831,0.06544880896997021
gfs,wind700_speed,6,7.649089134721984,9.362769676309084,1.7136805415871017,5.542852412238288,0.3091694336825977,0.170679012345679,0.5233521658816831,0.16180449274220088
gfs,wind700_speed,7,13.50584808803492,6.285364625592601,-7.220483462442319,8.630660991972121,-0.8366083974705879,0.0,0.5233521658816831,0.4378408168110362
gfs,wind700_speed,8,5.913223269749264,7.535695229000512,1.6224719592512482,3.681729074966279,0.4406820615461571,0.1807048984468339,0.5233521658816831,0.23063191137538647
gfs,wind700_speed,9,6.631847142618903,9.282776982236738,2.650929839617836,3.664990440786851,0.7233115288359075,0.3415123456790123,0.5233521658816831,0.3785466552234637
gfs,wind700_speed,10,8.309381119477505,10.703102932959755,2.3937218134822498,6.154251445621408,0.388954178139141,0.2007168458781362,0.5233521658816831,0.20356001155784945
gfs,wind700_speed,11,12.717760765175722,14.285986936002647,1.568226170826927,6.951897681476773,0.2255824585537068,0.1128086419753086,0.5233521658816831,0.11805906826899745
gfs,wind700_speed,12,17.151794219837775,19.122819617273297,1.9710253974355216,6.341089426870804,0.3108338748184707,0.1814516129032258,0.5233521658816831,0.16267558161564258
gfs,wind500_speed,1,26.15546167375817,25.520123146999616,-0.6353385267585558,8.943435328312152,-0.071039651248579,0.1112604540023894,0.3233129884623984,0.02296804194450463
gfs,wind500_speed,2,22.621966405014703,30.021353606865464,7.399387201850761,7.649646242172471,0.9672848869913332,0.3199404761904761,0.3233129884623984,0.3127357675076813
gfs,wind500_speed,3,28.381222376038554,22.630920577679568,-5.750301798358986,8.112524482289176,-0.7088178051362329,0.0676523297491039,0.3233129884623984,0.22917000285395345
gfs,wind500_speed,4,17.786269120673893,21.025224854737377,3.2389557340634845,7.98367654790666,0.4056972641892725,0.2867283950617283,0.3233129884623984,0.13116719489605286
gfs,wind500_speed,5,14.779975826724646,18.33693441155804,3.5569585848333904,8.083585365333578,0.4400223939797024,0.25,0.3233129884623984,0.14226495518795645
gfs,wind500_speed,6,11.373360926129989,15.573120165728085,4.199759239598098,6.70148658795001,0.6266906877830695,0.194753086419753,0.3233129884623984,0.20261723910870008
gfs,wind500_speed,7,13.109597150670814,8.379381701706752,-4.730215448964062,6.797657312427994,-0.6958596514743488,0.0014934289127837,0.3233129884623984,0.22498046346857473
gfs,wind500_speed,8,7.925862044727438,11.412482395840202,3.486620351112764,4.764606168720436,0.7317751408858503,0.2243130227001194,0.3233129884623984,0.2365924076822969
gfs,wind500_speed,9,11.036696302758768,17.676202319543254,6.639506016784488,5.499213811038513,1.207355495480049,0.5518518518518518,0.3233129884623984,0.3903537133801544
gfs,wind500_speed,10,17.095222772900133,21.39399303336834,4.298770260468206,9.22777719817662,0.4658511110185644,0.1557646356033452,0.3233129884623984,0.1506157148819406
gfs,wind500_speed,11,22.235206250126197,22.74674938934316,0.5115431392169683,8.837412597682953,0.0578838131076061,0.1458333333333333,0.3233129884623984,0.018714588599419078
gfs,wind500_speed,12,27.646770056733168,30.145244854689835,2.498474797956668,8.59318678849425,0.2907506678443463,0.2153524492234169,0.3233129884623984,0.09400346731819377
