target,taxonomy,nwp_wind_bin,wind_center,rows,mean_label_ratio,mean_scada_ratio,mean_residual_ratio,capacity
kpx_group_1,tight_reconstruction,"(10.01, 11.64]",10.76947905862856,1803,0.5690287501540642,0.576180542716871,0.00715179256280681,21600.0
kpx_group_1,tight_reconstruction,"(11.64, 14.166]",12.803983906850572,1691,0.6544688242492938,0.6632930328317672,0.008824208582473627,21600.0
kpx_group_1,tight_reconstruction,"(14.166, 26.768]",16.5380194472139,1563,0.7517930691215848,0.7624902845904126,0.010697215468827709,21600.0
kpx_group_2,low_online_label_positive,"(0.155, 2.464]",2.1926732777358815,1,0.1138304166666666,0.0643055555555555,-0.0495248611111111,21600.0
kpx_group_2,low_online_label_positive,"(3.432, 4.249]",4.2441179719733055,1,0.1278918055555555,0.034537037037037,-0.0933547685185185,21600.0
kpx_group_2,low_online_label_positive,"(5.031, 5.847]",5.843198118958814,1,0.111152037037037,0.0385648148148148,-0.0725872222222222,21600.0
kpx_group_2,low_online_label_positive,"(6.742, 7.656]",7.2668879696640385,2,0.18145907407407408,0.0652546296296296,-0.1162044444444444,21600.0
kpx_group_2,low_online_label_positive,"(7.656, 8.79]",7.963978539245118,1,0.3093508796296296,0.0521759259259259,-0.2571749537037037,21600.0
kpx_group_2,low_online_label_positive,"(8.79, 10.01]",9.856295568336616,1,0.308011712962963,0.144074074074074,-0.1639376388888889,21600.0
kpx_group_2,low_online_label_positive,"(11.64, 14.166]",12.063539479509288,2,0.26884062499999994,0.12034722222222215,-0.1484934027777777,21600.0
kpx_group_2,low_online_label_positive,"(14.166, 26.768]",18.800845872050708,3,0.14039083333333327,0.0542438271604938,-0.08614700617283944,21600.0
kpx_group_2,moderate_residual,"(0.155, 2.464]",1.815638604769804,110,0.08443537920875414,0.032211700336700316,-0.05222367887205383,21600.0
kpx_group_2,moderate_residual,"(2.464, 3.432]",2.9553485076156063,138,0.08646938170960812,0.03548577563070315,-0.050983606078904946,21600.0
kpx_group_2,moderate_residual,"(3.432, 4.249]",3.882594575992791,192,0.10195912615740736,0.04728756751543208,-0.05467155864197527,21600.0
kpx_group_2,moderate_residual,"(4.249, 5.031]",4.6467692216927,204,0.10319245211510525,0.050552605301379776,-0.05263984681372544,21600.0
kpx_group_2,moderate_residual,"(5.031, 5.847]",5.443804507105933,267,0.13441217072409484,0.07604626161742264,-0.058365909106672165,21600.0
kpx_group_2,moderate_residual,"(5.847, 6.742]",6.25848677634982,262,0.17386099908114216,0.11525568985015548,-0.058605309230986675,21600.0
kpx_group_2,moderate_residual,"(6.742, 7.656]",7.150113733032359,229,0.2038245629144428,0.14641941614103185,-0.05740514677341092,21600.0
kpx_group_2,moderate_residual,"(7.656, 8.79]",8.17822384907009,195,0.27498199121557454,0.2122637701804368,-0.06271822103513766,21600.0
kpx_group_2,moderate_residual,"(8.79, 10.01]",9.360883891467658,206,0.34821313893383665,0.2831966918374685,-0.06501644709636818,21600.0
kpx_group_2,moderate_residual,"(10.01, 11.64]",10.795311460621834,176,0.43750520149410776,0.36509785353535357,-0.07240734795875417,21600.0
kpx_group_2,moderate_residual,"(11.64, 14.166]",12.639907535584564,145,0.5067184910600254,0.43063729246487864,-0.07608119859514684,21600.0
kpx_group_2,moderate_residual,"(14.166, 26.768]",16.925279873030224,137,0.5740835583941606,0.4878997702081644,-0.08618378818599619,21600.0
kpx_group_2,scada_under_label,"(0.155, 2.464]",1.7827758924431891,5,0.1901637407407407,0.05690740740740734,-0.1332563333333333,21600.0
kpx_group_2,scada_under_label,"(2.464, 3.432]",3.0816914092532532,11,0.33035167508417507,0.14511363636363633,-0.1852380387205387,21600.0
kpx_group_2,scada_under_label,"(3.432, 4.249]",3.9035649283592417,11,0.3719271632996632,0.1772306397306397,-0.19469652356902356,21600.0
kpx_group_2,scada_under_label,"(4.249, 5.031]",4.651893034699261,25,0.3536242111111111,0.11731296296296291,-0.2363112481481481,21600.0
kpx_group_2,scada_under_label,"(5.031, 5.847]",5.443471610893136,39,0.32627950023741686,0.1433048433048433,-0.1829746569325736,21600.0
kpx_group_2,scada_under_label,"(5.847, 6.742]",6.292425318564593,53,0.40515287473794553,0.21467767295597479,-0.19047520178197064,21600.0
kpx_group_2,scada_under_label,"(6.742, 7.656]",7.231660629610306,74,0.42620349286786785,0.203389014014014,-0.22281447885385383,21600.0
kpx_group_2,scada_under_label,"(7.656, 8.79]",8.249906072175255,111,0.49496019519519524,0.2762791958625292,-0.21868099933266597,21600.0
kpx_group_2,scada_under_label,"(8.79, 10.01]",9.3693736876753,137,0.5821870704920249,0.3409424844552582,-0.24124458603676666,21600.0
kpx_group_2,scada_under_label,"(10.01, 11.64]",10.770114868497426,185,0.6532707297297298,0.39295595595595595,-0.26031477377377377,21600.0
kpx_group_2,scada_under_label,"(11.64, 14.166]",12.929197722894918,194,0.6412711010882016,0.33537466590301646,-0.30589643518518517,21600.0
kpx_group_2,scada_under_label,"(14.166, 26.768]",17.039056244618077,253,0.7236872169155322,0.4180140169814083,-0.30567319993412384,21600.0
kpx_group_2,scada_zero_label_positive,"(0.155, 2.464]",1.6969803463316864,16,0.16099470196759255,0.0033535879629629562,-0.1576411140046296,21600.0
kpx_group_2,scada_zero_label_positive,"(2.464, 3.432]",2.9498427323701093,22,0.19412041666666663,0.004741161616161614,-0.189379255050505,21600.0
kpx_group_2,scada_zero_label_positive,"(3.432, 4.249]",3.901359178589608,31,0.1600105630227001,0.0033378136200716774,-0.15667274940262838,21600.0
kpx_group_2,scada_zero_label_positive,"(4.249, 5.031]",4.605497061303983,45,0.21242390740740735,0.00379218106995884,-0.20863172633744848,21600.0
kpx_group_2,scada_zero_label_positive,"(5.031, 5.847]",5.45842931477402,63,0.19049322310405642,0.0031246325690770078,-0.1873685905349794,21600.0
kpx_group_2,scada_zero_label_positive,"(5.847, 6.742]",6.291635104114213,73,0.25366478500761036,0.0032388381532217065,-0.2504259468543886,21600.0
kpx_group_2,scada_zero_label_positive,"(6.742, 7.656]",7.144017233713276,61,0.29265501973284763,0.002476472374013353,-0.29017854735883425,21600.0
kpx_group_2,scada_zero_label_positive,"(7.656, 8.79]",8.260354143764774,75,0.32549247592592595,0.002513580246913576,-0.32297889567901233,21600.0
kpx_group_2,scada_zero_label_positive,"(8.79, 10.01]",9.390983178607879,84,0.4899012103174604,0.0011133156966490272,-0.48878789462081135,21600.0
kpx_group_2,scada_zero_label_positive,"(10.01, 11.64]",10.712836627894282,102,0.4675712082425563,0.0009658678286129245,-0.4666053404139434,21600.0
kpx_group_2,scada_zero_label_positive,"(11.64, 14.166]",12.824005869564099,129,0.5439567531581969,0.00042743324720068837,-0.5435293199109962,21600.0
kpx_group_2,scada_zero_label_positive,"(14.166, 26.768]",16.77391710929799,167,0.6182727342537148,0.00015136393878908803,-0.6181213703149256,21600.0
kpx_group_2,tight_reconstruction,"(0.155, 2.464]",1.7244621678927545,2040,0.029656628154502516,0.027262913035584587,-0.002393715118917926,21600.0
kpx_group_2,tight_reconstruction,"(2.464, 3.432]",2.9650377254639486,2003,0.03889241780847245,0.03645256652058947,-0.0024398512878829777,21600.0
kpx_group_2,tight_reconstruction,"(3.432, 4.249]",3.853228907040008,1948,0.05354903248345879,0.05059774032245796,-0.002951292161000823,21600.0
kpx_group_2,tight_reconstruction,"(4.249, 5.031]",4.634910024686692,1905,0.09528362627588215,0.09297433654126565,-0.002309289734616498,21600.0
kpx_group_2,tight_reconstruction,"(5.031, 5.847]",5.437405696672412,1809,0.16450794563704113,0.16305727023319613,-0.0014506754038449722,21600.0
kpx_group_2,tight_reconstruction,"(5.847, 6.742]",6.29648796829706,1785,0.23302016970121378,0.23258320365183108,-0.0004369660493827212,21600.0
kpx_group_2,tight_reconstruction,"(6.742, 7.656]",7.186540500350004,1822,0.3221315326818311,0.3232136286945562,0.0010820960127251157,21600.0
kpx_group_2,tight_reconstruction,"(7.656, 8.79]",8.204470129544243,1810,0.44168751391446687,0.4448128453038674,0.003125331389400433,21600.0
kpx_group_2,tight_reconstruction,"(8.79, 10.01]",9.374071257484337,1764,0.534008407633115,0.5380932697152935,0.004084862082178529,21600.0
kpx_group_2,tight_reconstruction,"(10.01, 11.64]",10.788247610282461,1724,0.6138588744951448,0.6194592409985391,0.005600366503394315,21600.0
kpx_group_2,tight_reconstruction,"(11.64, 14.166]",12.81046025767302,1722,0.7078401339688993,0.7143444853099323,0.006504351341033215,21600.0
kpx_group_2,tight_reconstruction,"(14.166, 26.768]",16.598995023310884,1630,0.7923261972563055,0.7997806748466257,0.007454477590320337,21600.0
kpx_group_3,low_online_label_positive,"(0.155, 2.422]",1.9230568239506676,1,0.1184601428571428,0.0761904761904762,-0.0422696666666666,21000.0
kpx_group_3,low_online_label_positive,"(2.422, 3.352]",3.17343311447226,5,0.1062008952380952,0.08521904761904761,-0.020981847619047582,21000.0
kpx_group_3,low_online_label_positive,"(3.352, 4.167]",3.8181877399186956,7,0.12003436734693872,0.09936734693877546,-0.020667020408163213,21000.0
kpx_group_3,low_online_label_positive,"(4.167, 4.912]",4.458276250876665,11,0.11896103896103892,0.10179220779220777,-0.017168831168831142,21000.0
kpx_group_3,low_online_label_positive,"(4.912, 5.725]",5.310178136800173,15,0.1433000539682539,0.12366349206349204,-0.019636561904761873,21000.0
kpx_group_3,low_online_label_positive,"(5.725, 6.618]",6.157815716902061,22,0.13812002813852808,0.12566883116883118,-0.012451196969696939,21000.0
kpx_group_3,low_online_label_positive,"(6.618, 7.516]",7.07961895360639,13,0.13689670329670328,0.12459340659340654,-0.012303296703296662,21000.0
kpx_group_3,low_online_label_positive,"(7.516, 8.653]",8.072254201552639,18,0.19536741798941795,0.18401322751322746,-0.011354190476190478,21000.0
kpx_group_3,low_online_label_positive,"(8.653, 9.814]",9.222099990916693,22,0.3378180432900433,0.32929004329004335,-0.008527999999999968,21000.0
kpx_group_3,low_online_label_positive,"(9.814, 11.409]",10.622688903217995,34,0.3130443151260504,0.28515826330532207,-0.027886051820728276,21000.0
kpx_group_3,low_online_label_positive,"(11.409, 14.007]",12.752488770003424,41,0.2893471475029036,0.2755993031358885,-0.013747844367015077,21000.0
kpx_group_3,low_online_label_positive,"(14.007, 26.768]",17.63063455875494,71,0.2811536995305164,0.26448490945674036,-0.016668790073775985,21000.0
kpx_group_3,moderate_residual,"(0.155, 2.422]",1.8351165619725298,21,0.13836748526077094,0.1600680272108843,0.021700541950113353,21000.0
kpx_group_3,moderate_residual,"(2.422, 3.352]",2.891081895632709,30,0.2363693238095238,0.2462174603174603,0.009848136507936488,21000.0
kpx_group_3,moderate_residual,"(3.352, 4.167]",3.8332946627359847,28,0.24675918197278907,0.26307653061224484,0.016317348639455775,21000.0
kpx_group_3,moderate_residual,"(4.167, 4.912]",4.595042890118074,39,0.3080352393162392,0.31107448107448094,0.0030392417582417596,21000.0
kpx_group_3,moderate_residual,"(4.912, 5.725]",5.334661968341491,76,0.3190322543859649,0.3177763157894737,-0.0012559385964912263,21000.0
kpx_group_3,moderate_residual,"(5.725, 6.618]",6.17945359445062,180,0.36472028571428566,0.36396058201058196,-0.0007597037037036982,21000.0
kpx_group_3,moderate_residual,"(6.618, 7.516]",7.085138771683349,228,0.39838931495405183,0.39746762740183794,-0.0009216875522138635,21000.0
kpx_group_3,moderate_residual,"(7.516, 8.653]",8.107818961528391,296,0.44372531258043757,0.4431441441441441,-0.000581168436293437,21000.0
kpx_group_3,moderate_residual,"(8.653, 9.814]",9.235423474474054,352,0.48228527029220786,0.47902326839826836,-0.003262001893939394,21000.0
kpx_group_3,moderate_residual,"(9.814, 11.409]",10.565307871738874,389,0.5171982066348391,0.5149570326845391,-0.002241173950299913,21000.0
kpx_group_3,moderate_residual,"(11.409, 14.007]",12.553153227448263,352,0.5658593116883117,0.5586007846320346,-0.007258527056277053,21000.0
kpx_group_3,moderate_residual,"(14.007, 26.768]",16.643817338360808,354,0.6412836579230562,0.6300960451977401,-0.011187612725316114,21000.0
kpx_group_3,scada_over_label,"(7.516, 8.653]",7.585946527971281,1,0.1776902380952381,0.3015238095238095,0.1238335714285714,21000.0
kpx_group_3,scada_over_label,"(14.007, 26.768]",15.73705234817194,4,0.4549007619047619,0.5885714285714286,0.1336706666666666,21000.0
kpx_group_3,scada_under_label,"(2.422, 3.352]",2.5705796222656474,1,0.6859669047619048,0.5571428571428572,-0.1288240476190476,21000.0
kpx_group_3,scada_under_label,"(4.912, 5.725]",5.725236914625979,1,0.8361082857142857,0.6952380952380952,-0.1408701904761905,21000.0
kpx_group_3,scada_under_label,"(5.725, 6.618]",6.522102535477249,2,0.6814902142857143,0.5333333333333333,-0.1481568809523809,21000.0
kpx_group_3,scada_under_label,"(6.618, 7.516]",7.168506930703851,4,0.7913413452380952,0.5431428571428571,-0.24819848809523812,21000.0
kpx_group_3,scada_under_label,"(7.516, 8.653]",8.164563306381801,15,0.7901475714285714,0.5789333333333333,-0.2112142380952381,21000.0
kpx_group_3,scada_under_label,"(8.653, 9.814]",9.216299735480819,31,0.8364415238095241,0.656514592933948,-0.17992693087557599,21000.0
kpx_group_3,scada_under_label,"(9.814, 11.409]",10.654563360789842,63,0.8437607354497354,0.6562252456538171,-0.18753548979591833,21000.0
kpx_group_3,scada_under_label,"(11.409, 14.007]",12.536676170058572,88,0.8695582364718617,0.6834361471861472,-0.18612208928571425,21000.0
kpx_group_3,scada_under_label,"(14.007, 26.768]",17.299088385254816,136,0.893920387955182,0.7049933473389355,-0.18892704061624646,21000.0
kpx_group_3,scada_zero_label_positive,"(5.725, 6.618]",6.0586489208051955,4,0.19318646428571423,0.0,-0.19318646428571423,21000.0
kpx_group_3,scada_zero_label_positive,"(7.516, 8.653]",8.427049472388646,1,0.2493172857142856,0.0,-0.2493172857142856,21000.0
kpx_group_3,scada_zero_label_positive,"(8.653, 9.814]",9.23303860565231,12,0.4108225634920634,0.0,-0.4108225634920634,21000.0
kpx_group_3,scada_zero_label_positive,"(9.814, 11.409]",10.856812203221054,8,0.590148494047619,0.0,-0.590148494047619,21000.0
kpx_group_3,scada_zero_label_positive,"(11.409, 14.007]",12.915872722011644,30,0.7678559412698412,0.0,-0.7678559412698412,21000.0
kpx_group_3,scada_zero_label_positive,"(14.007, 26.768]",15.904201872823522,39,0.8624562942612943,0.0,-0.8624562942612943,21000.0
kpx_group_3,tight_reconstruction,"(0.155, 2.422]",1.7004088459860607,1439,0.014442098216353927,0.01427356960852442,-0.00016852860782950663,21000.0
kpx_group_3,tight_reconstruction,"(2.422, 3.352]",2.896636684252887,1424,0.021749871990369152,0.021944522471910092,0.0001946504815409346,21000.0
kpx_group_3,tight_reconstruction,"(3.352, 4.167]",3.768238883109213,1427,0.03105281009110018,0.030765642206427045,-0.0002871678846731356,21000.0
kpx_group_3,tight_reconstruction,"(4.167, 4.912]",4.542518153990826,1412,0.051405375421556695,0.05155513961958718,0.00014976419803049018,21000.0
kpx_group_3,tight_reconstruction,"(4.912, 5.725]",5.319897344645682,1370,0.09608222029892245,0.09593621828293358,-0.0001460020159888747,21000.0
kpx_group_3,tight_reconstruction,"(5.725, 6.618]",6.152013704038342,1254,0.1352706737677527,0.13537624363940148,0.00010556987164881841,21000.0
kpx_group_3,tight_reconstruction,"(6.618, 7.516]",7.06734698177638,1217,0.1921250879602457,0.19222432210353324,9.923414328755004e-05,21000.0
kpx_group_3,tight_reconstruction,"(7.516, 8.653]",8.058959451487523,1131,0.27853164161508986,0.2782445791756136,-0.00028706243947623306,21000.0
kpx_group_3,tight_reconstruction,"(8.653, 9.814]",9.211211695890368,1045,0.40007948452950554,0.3995915242652084,-0.00048796026429710553,21000.0
kpx_group_3,tight_reconstruction,"(9.814, 11.409]",10.545492394168708,965,0.4936265435973353,0.4933428571428571,-0.0002836864544781624,21000.0
kpx_group_3,tight_reconstruction,"(11.409, 14.007]",12.59860764206178,951,0.5954640924841019,0.5956817385208553,0.00021764603675329108,21000.0
kpx_group_3,tight_reconstruction,"(14.007, 26.768]",16.59678694704498,858,0.7008924333444334,0.7002516927516927,-0.0006407405927405896,21000.0
