target,taxonomy,start,end,duration_hours,mean_abs_residual_ratio,event_ldaps_wind50_mean,before_ldaps_wind50_mean,after_ldaps_wind50_mean,event_gfs_wind850_mean,before_gfs_wind850_mean,after_gfs_wind850_mean,ldaps_event_minus_context,gfs_event_minus_context
kpx_group_1,scada_under_label,2024-08-22 23:00:00,2024-08-23 10:00:00,12,0.3102418788580246,15.233517412759069,10.889882857957005,10.438737559878742,15.318269520264124,13.471117512191391,6.886553824797303,4.569207203841195,5.139433851769777
kpx_group_2,scada_under_label,2024-03-02 20:00:00,2024-03-03 07:00:00,12,0.2666840933641974,19.697405054990625,12.998062501902373,11.681983198456052,20.27099161084708,14.79479640437638,15.676455061856004,7.357382204811412,5.035365877730889
kpx_group_1,scada_under_label,2022-03-26 02:00:00,2022-03-26 13:00:00,12,0.2435618094135802,18.98314653784983,10.697288373730819,10.449291634641158,16.892869421886918,12.021838849709868,10.486002818769954,8.409856533663842,5.638948587647008
kpx_group_1,scada_under_label,2022-08-06 23:00:00,2022-08-07 10:00:00,12,0.2292061381172838,7.241445073815708,8.551295240831653,11.318603690243535,4.69051563113024,4.51008718937156,11.845941724791013,-2.693504391721886,-3.4874988259510458
kpx_group_1,scada_under_label,2022-07-15 00:00:00,2022-07-15 11:00:00,12,0.1884191049382715,5.465740894211005,6.656976243269997,4.688458950955553,6.633024517107001,7.856641676730374,5.297266750817567,-0.20697670290177062,0.05607030333303076
kpx_group_3,low_online_label_positive,2023-12-06 21:00:00,2023-12-07 08:00:00,12,0.0206736388888888,17.079634824473,9.584765167682791,12.806628930401018,23.150815410604746,12.350773547353176,16.705622469197206,5.883937775431097,8.622617402329556
kpx_group_1,scada_zero_label_positive,2022-04-10 00:00:00,2022-04-10 10:00:00,11,0.6463375925925926,10.882603009764468,13.266681942729202,10.987467678423053,15.493916789598426,18.30174825354416,9.015117310558994,-1.2444718008116595,1.8354840075468495
kpx_group_1,scada_zero_label_positive,2022-09-06 23:00:00,2022-09-07 09:00:00,11,0.6384242424242426,14.237464367915925,15.182234729122229,4.8053135419318265,13.176849323279614,20.154650683928566,3.099499303364125,4.2436902323888965,1.5497743296332676
kpx_group_1,scada_under_label,2023-11-23 02:00:00,2023-11-23 12:00:00,11,0.4170574663299664,15.58257168707181,9.378530850750375,15.040626900435221,21.720788036856487,12.834872524942632,20.289970311448236,3.3729928114790138,5.158366618661052
kpx_group_1,scada_under_label,2023-08-04 00:00:00,2023-08-04 10:00:00,11,0.3704959722222222,8.655191574724952,7.842294746135168,6.975339842930648,10.626594866184279,9.562997928849914,4.299444219943575,1.246374280192045,3.695373791787535
kpx_group_1,scada_under_label,2023-04-06 02:00:00,2023-04-06 12:00:00,11,0.3698215446127946,14.548598183734065,12.924045124340202,11.724880974874374,10.40226265170637,15.87482095955908,12.167532639905687,2.224135134126776,-3.6189141480260147
kpx_group_1,scada_under_label,2022-08-05 20:00:00,2022-08-06 06:00:00,11,0.3568715235690236,9.919007889773143,7.935300975718209,7.296797347026133,5.9048725453873425,5.292080419689127,4.112215898556951,2.302958728400972,1.2027243862643031
kpx_group_1,scada_zero_label_positive,2023-11-05 13:00:00,2023-11-05 23:00:00,11,0.2916371548821548,7.742383258445957,4.2589526680400285,20.85788058402578,13.616320391016938,5.179422198450077,28.651863280323926,-4.816033367586946,-3.2993223483700653
kpx_group_2,scada_zero_label_positive,2022-02-11 20:00:00,2022-02-12 06:00:00,11,0.2538357281144781,5.782956892548718,3.6815801177120355,3.5829906270173573,4.315444636252835,3.742102867893191,2.35358736660112,2.1506715201840216,1.267599519005679
kpx_group_1,scada_under_label,2022-04-05 00:00:00,2022-04-05 10:00:00,11,0.2315712836700336,10.50114099240463,6.293622066906611,10.905289135941523,11.25742352663061,4.024657809271907,10.191469122302287,1.901685390980564,4.149360060843513
kpx_group_1,scada_under_label,2022-07-19 19:00:00,2022-07-20 05:00:00,11,0.2105093897306397,7.130918986899657,5.235783720995388,6.0820517848484075,6.332142417475271,3.7380223777221517,4.134539098713636,1.4720012339777595,2.3958616792573775
kpx_group_1,moderate_residual,2022-04-06 22:00:00,2022-04-07 08:00:00,11,0.089615505050505,8.646982568806475,7.677526806005477,10.381649068285645,10.69666982602074,8.635718919771572,10.417276754850505,-0.3826053683390853,1.1701719887097024
kpx_group_1,moderate_residual,2022-07-25 02:00:00,2022-07-25 12:00:00,11,0.0585165698653198,3.5341433490240437,4.685968205938859,2.606673378809392,1.7825215850521678,5.396208977903238,1.5812134685525718,-0.11217744335008195,-1.706189638175737
kpx_group_2,moderate_residual,2024-10-13 19:00:00,2024-10-14 05:00:00,11,0.0551643181818181,6.205888996067347,4.100226558978549,5.092213386126441,5.505413466331254,3.3425270351493364,7.17579165247874,1.6096690235148516,0.24625412251721635
kpx_group_2,scada_zero_label_positive,2022-02-23 02:00:00,2022-02-23 11:00:00,10,0.4298102268518519,7.820079509466576,13.28538160338252,7.39668579348443,9.365131383220888,17.540276866767588,8.333507931891939,-2.520954188966898,-3.5717610161088764
kpx_group_1,scada_under_label,2023-10-20 05:00:00,2023-10-20 14:00:00,10,0.3418555555555555,13.308561000860669,11.41100162699746,10.973641785277382,16.935626996571234,11.531042547636957,14.99902159346646,2.1162392947232487,3.6705949260195254
kpx_group_2,scada_under_label,2024-01-02 00:00:00,2024-01-02 09:00:00,10,0.3281405046296296,15.377655435762017,6.1990572236388175,9.862138918335104,14.907986946484618,5.310981371558147,6.559134571360016,7.347057364775056,8.972928975025535
kpx_group_1,scada_under_label,2023-08-03 02:00:00,2023-08-03 11:00:00,10,0.3163299212962962,9.275578488160455,6.32395327753446,7.66036322884968,11.240001874389666,4.965337157907454,9.284724961676053,2.2834202349683856,4.114970814597912
kpx_group_2,scada_under_label,2023-08-03 23:00:00,2023-08-04 08:00:00,10,0.3023617962962962,8.267294885597785,7.875431834087546,7.307405872472327,11.090339214413088,9.352165853731135,4.825270973084393,0.6758760323178485,4.001620801005324
kpx_group_1,scada_under_label,2022-01-18 22:00:00,2022-01-19 07:00:00,10,0.2410807407407407,6.657250696742928,7.957841024588061,6.852132023135348,6.3660014939965475,7.2283007295908455,7.339135412034557,-0.7477358271187766,-0.9177165768161544
kpx_group_1,scada_under_label,2022-08-05 03:00:00,2022-08-05 12:00:00,10,0.2366698842592592,8.305306365135712,8.583945572750817,8.75413901101617,5.220503509095006,6.808419595790355,5.070485701479817,-0.3637359267477809,-0.7189491395400802
kpx_group_2,scada_zero_label_positive,2022-01-26 04:00:00,2022-01-26 13:00:00,10,0.2360307083333333,9.367434152325115,5.950456180368003,7.126844504903327,11.663588926668755,8.664893648434203,4.323126547049667,2.82878380968945,5.16957882892682
kpx_group_1,scada_under_label,2022-07-17 20:00:00,2022-07-18 05:00:00,10,0.2087988796296295,6.294375098085655,4.153410911729144,6.075305670604643,8.206621419900303,3.348457157957167,3.10470269329547,1.1800168069187613,4.980041494273984
kpx_group_2,scada_zero_label_positive,2022-07-30 21:00:00,2022-07-31 06:00:00,10,0.1827982499999999,6.804755279198538,4.71555492870677,10.208905219171626,8.605135685125044,5.55095105420654,13.025571006043423,-0.6574747947406596,-0.6831253449999384
kpx_group_2,scada_under_label,2022-12-12 17:00:00,2022-12-13 02:00:00,10,0.123732699074074,13.534943115629835,5.897235787422623,17.836379527111134,17.713561435530153,6.723531761214609,20.42827337415091,1.668135458362956,4.137658867847394
kpx_group_1,scada_under_label,2024-12-05 19:00:00,2024-12-06 03:00:00,9,0.47754716563786,17.571296895057053,14.063162187875625,14.014874661280496,20.658208783387945,18.468041228167255,18.951160425643305,3.5322784704789925,1.9486079564826646
kpx_group_2,scada_under_label,2022-12-23 04:00:00,2022-12-23 12:00:00,9,0.4277200565843622,14.286259883420318,15.968512622123997,8.578735937116074,20.08961107654184,20.1763948488925,7.75858329603881,2.012635603800282,6.122122004076184
kpx_group_1,scada_under_label,2022-12-15 18:00:00,2022-12-16 02:00:00,9,0.410043158436214,15.507296674973468,11.422668395350827,6.683700772381768,18.051515114463868,16.69278650709695,7.172169645447805,6.45411209110717,6.11903703819149
kpx_group_1,scada_under_label,2024-10-29 22:00:00,2024-10-30 06:00:00,9,0.3465971913580247,5.01494167858159,5.406574358925944,3.71114649017915,7.546911393468333,3.0494010708471406,3.7159908238548653,0.4560812540290433,4.16421544611733
kpx_group_2,scada_under_label,2023-01-05 04:00:00,2023-01-05 12:00:00,9,0.2430831121399176,10.040316064180567,9.004586642542959,7.912005713778263,14.747026396804598,12.506539301700458,9.866767680216554,1.5820198860199568,3.5603729058460925
kpx_group_1,scada_under_label,2024-05-20 01:00:00,2024-05-20 09:00:00,9,0.2384098456790123,7.171455731722434,4.792215334258954,4.073665970547636,9.03409243997089,4.377661131026218,5.432299882982785,2.7385150793191384,4.129111932966388
kpx_group_2,scada_zero_label_positive,2022-02-08 03:00:00,2022-02-08 11:00:00,9,0.2222296862139917,4.75968311485323,8.026088319649846,3.8397556563419806,4.4405498164371995,6.998332214252382,2.850195227970643,-1.173238873142683,-0.4837139046743131
kpx_group_2,scada_zero_label_positive,2022-06-05 17:00:00,2022-06-06 01:00:00,9,0.2114418415637859,5.367406377370587,5.805877791661989,3.7358581704328,5.971150522176354,5.168652503574637,9.707673078793508,0.5965383963231927,-1.4670122690077187
kpx_group_1,scada_under_label,2022-04-08 21:00:00,2022-04-09 05:00:00,9,0.1251721913580246,11.916063433068262,8.695222793383701,12.899202821099317,15.899572957678508,8.374042374513513,18.02946892180338,1.1188506258267523,2.6978173095200617
kpx_group_1,moderate_residual,2022-04-05 11:00:00,2022-04-05 19:00:00,9,0.1004831069958846,13.000289663412913,8.527571994714956,8.234680504379178,10.301110828928579,7.673741042284057,9.211494681480088,4.619163413865847,1.8584929670465051
kpx_group_1,moderate_residual,2022-04-16 23:00:00,2022-04-17 07:00:00,9,0.0908439969135801,7.629184805376373,5.234989222812736,6.726522175289124,9.064032841452676,6.410278853898788,8.810353546981219,1.6484291063254437,1.4537166410126723
kpx_group_1,moderate_residual,2022-07-21 19:00:00,2022-07-22 03:00:00,9,0.0721072685185185,2.6680968589644536,4.605921967475149,3.661318431700824,4.066375408152433,3.3695468383572997,3.6707399133321723,-1.465523340623533,0.5462320323076968
kpx_group_1,moderate_residual,2022-04-04 04:00:00,2022-04-04 12:00:00,9,0.0706293621399176,5.800638580973236,3.4268448867222365,9.1217572462405,3.1766632977125266,1.9713191094490066,8.300606934633974,-0.4736624855081324,-1.959299724328964
kpx_group_2,moderate_residual,2022-02-11 07:00:00,2022-02-11 15:00:00,9,0.0568360956790123,4.31594066447855,2.33470046793831,4.931801678478442,3.8857969976271693,3.3974619248414704,3.3324706585886417,0.6826895912701736,0.5208307059121133
kpx_group_1,moderate_residual,2022-03-18 06:00:00,2022-03-18 14:00:00,9,0.0540880349794238,9.333595338653378,6.995714163579369,7.145473569258801,10.995622445742562,5.996864984504538,7.684708070083489,2.2630014722342935,4.154835918448549
kpx_group_3,moderate_residual,2023-11-28 08:00:00,2023-11-28 16:00:00,9,0.0521065449735449,19.08698252164641,14.176058690907036,14.803437344675212,18.17222918549436,17.86088027401125,17.403170564823988,4.597234503855285,0.5402037660767398
kpx_group_2,scada_zero_label_positive,2022-06-29 05:00:00,2022-06-29 12:00:00,8,0.7196425462962963,16.944827473150895,16.025544650047127,12.30889508415067,23.59058680359314,21.09638570850004,16.294931513124194,2.777607606051996,4.894928192781023
kpx_group_1,scada_under_label,2022-08-08 12:00:00,2022-08-08 19:00:00,8,0.589809212962963,14.80604777867196,11.633180512351531,14.75941704775586,18.139962963869856,12.315214135478813,17.141513737090268,1.6097489986182651,3.4115990275853143
kpx_group_1,scada_under_label,2022-08-09 00:00:00,2022-08-09 07:00:00,8,0.4897814930555555,14.33869140313309,14.606850407664487,13.687884905767731,18.61264021624644,16.683409194520447,15.892151445220092,0.19132374641698036,2.3248598963761715
kpx_group_1,scada_under_label,2023-07-05 05:00:00,2023-07-05 12:00:00,8,0.4260955208333333,16.349704637504765,6.715469152241145,11.990683233546525,16.41152819683251,6.972058970668527,15.931392289509896,6.996628444610931,4.959802566743299
kpx_group_1,scada_under_label,2022-12-03 23:00:00,2022-12-04 06:00:00,8,0.4236323148148148,14.1009128373721,12.81574541079165,7.697588030761683,18.384540697927875,15.029886287241416,9.502233997405279,3.844246116595434,6.118480555604528
kpx_group_1,scada_under_label,2022-08-02 19:00:00,2022-08-03 02:00:00,8,0.3582390393518518,11.937254451653502,11.381357514856708,11.188064363575975,14.379157720415844,13.098391963500921,12.36438217079882,0.652543512437159,1.6477706532659724
kpx_group_2,scada_under_label,2023-01-30 03:00:00,2023-01-30 10:00:00,8,0.3472049768518518,9.250366236231132,12.691098042481594,7.08570802836746,14.204522827169228,15.61905622609587,8.845603498905994,-0.6380367991933955,1.9721929646682952
kpx_group_1,scada_under_label,2022-05-20 01:00:00,2022-05-20 08:00:00,8,0.3026142245370369,12.462065008498769,13.679679312720365,6.473806650329517,13.707169692771252,15.65832004556807,8.2204390554082,2.385322026973828,1.7677901422831184
kpx_group_1,scada_under_label,2022-12-20 08:00:00,2022-12-20 15:00:00,8,0.2421449768518518,9.075124180894841,11.743739303297986,8.41335027434437,6.038811337172676,14.888572023323851,11.353609292648258,-1.003420607926337,-7.082279320813379
kpx_group_2,scada_under_label,2023-05-14 23:00:00,2023-05-15 06:00:00,8,0.2287818576388888,5.582897956597159,5.643150433389579,7.649465378928358,6.639817282592822,5.109909212100689,7.420488318144014,-1.0634099495618097,0.3746185174704708
kpx_group_1,scada_under_label,2022-12-05 03:00:00,2022-12-05 10:00:00,8,0.2265774247685184,7.478761268887687,8.584845705633118,9.799875212926342,7.457178595008081,11.154390732195061,11.70040502678774,-1.713599190392043,-3.9702192844833206
kpx_group_1,scada_under_label,2022-12-09 12:00:00,2022-12-09 19:00:00,8,0.1960164409722222,11.171973441012248,6.569314673090627,5.803142058571178,8.822324111316451,8.833803379801944,5.168340748437076,4.985745075181345,1.821252047196941
kpx_group_1,scada_under_label,2022-07-16 02:00:00,2022-07-16 09:00:00,8,0.1953391840277777,2.792316643221705,5.862927836574861,3.898652518285514,4.89427348948001,6.125707023673203,2.250994218127127,-2.0884735342084824,0.7059228685798455
kpx_group_2,scada_under_label,2022-05-05 01:00:00,2022-05-05 08:00:00,8,0.1908399768518518,9.208359509210283,11.511828929350257,7.745038286724235,6.102914808219977,11.451622687410776,5.897401668284296,-0.42007409882696223,-2.5715973696275585
kpx_group_2,scada_zero_label_positive,2022-04-13 20:00:00,2022-04-14 03:00:00,8,0.1881549652777777,9.294581877867106,7.210470892280405,7.870138490150936,8.061844276893495,6.87819269529581,6.347338161683716,1.7542771866514357,1.4490788484037331
kpx_group_1,scada_under_label,2022-01-26 16:00:00,2022-01-26 23:00:00,8,0.1769184953703703,9.046671099637422,9.379653056865592,6.063198050402402,4.874319924664113,10.341461531076803,3.985223000097816,1.3252455460034245,-2.2890223409231965
kpx_group_1,scada_under_label,2022-08-19 19:00:00,2022-08-20 02:00:00,8,0.1731759837962962,16.062536045304107,9.8162932522799,5.705645053791824,19.4102438964458,9.004172199982786,5.054507635105595,8.301566892268244,12.380903978901609
kpx_group_1,scada_zero_label_positive,2022-01-26 00:00:00,2022-01-26 07:00:00,8,0.1696575347222221,10.866233073265416,4.498668861324306,8.131734740376224,11.912706581535316,7.61267334869335,6.256756365721704,4.551031272415151,4.977991724327789
kpx_group_2,scada_zero_label_positive,2024-01-24 06:00:00,2024-01-24 13:00:00,8,0.1481469328703703,9.006432567828512,12.146016030586296,6.948296663610965,8.999113902677783,11.761042455784604,5.000919842860679,-0.5407237792701185,0.6181327533551411
kpx_group_1,moderate_residual,2022-04-10 21:00:00,2022-04-11 04:00:00,8,0.0906109259259259,10.211909408969657,11.05860163184772,11.316824388399587,7.982642854525688,13.226189674286692,9.172230584118545,-0.9758036011539968,-3.2165672746769314
kpx_group_1,moderate_residual,2022-04-04 16:00:00,2022-04-04 23:00:00,8,0.0698946759259258,7.437517221623249,5.259075652138045,11.834498428559007,5.1729307612822835,3.129006471941455,11.480559172386558,-1.1092698187252772,-2.131852060881723
kpx_group_1,moderate_residual,2022-03-25 18:00:00,2022-03-26 01:00:00,8,0.068771261574074,12.892592385876256,9.533773164095308,14.633726499043016,15.49023764586085,9.599604457760782,11.5198614085245,0.8088425543070947,4.930504712718209
kpx_group_1,moderate_residual,2022-03-29 20:00:00,2022-03-30 03:00:00,8,0.0625819328703703,9.376072215130927,6.24041436112032,6.983755414805382,10.400942016871,4.165250064641431,7.88090527788954,2.763987327168076,4.377864345605514
kpx_group_2,moderate_residual,2024-10-29 01:00:00,2024-10-29 08:00:00,8,0.0581215914351851,6.002177484414447,6.2637244373246626,4.696316512635973,3.217200908905953,5.201580978694576,5.12205183708842,0.522157009434129,-1.9446154989855455
kpx_group_2,moderate_residual,2022-06-11 16:00:00,2022-06-11 23:00:00,8,0.0574855555555555,3.108050908770548,2.9262552669580053,2.9962552426393287,2.415825105756972,2.767966784395352,1.744107114639484,0.1467956539718811,0.159788156239554
kpx_group_1,moderate_residual,2022-10-04 13:00:00,2022-10-04 20:00:00,8,0.0573927256944444,6.68438436893295,12.825175920237726,5.3524293833152,3.736980437412951,16.068086003891565,3.3310663384192964,-2.4044182828435137,-5.96259573374248
