kst_dtm,target,year,month,hour,actual,capacity,actual_ratio,excess_kwh,same_year_month_hour_count,same_year_month_hour_p95_ratio,same_year_month_hour_max_ratio
2024-02-13 10:00:00,kpx_group_3,2024,2,10,21043.895,21000.0,1.0020902380952381,43.89500000000044,29,0.9405185047619045,1.0020902380952381
2024-02-13 22:00:00,kpx_group_3,2024,2,22,21087.284,21000.0,1.004156380952381,87.28399999999965,29,0.9770207523809522,1.004156380952381
2024-02-13 23:00:00,kpx_group_3,2024,2,23,21130.674,21000.0,1.0062225714285713,130.67399999999907,29,0.9709599999999999,1.0062225714285713
2024-03-11 01:00:00,kpx_group_3,2024,3,1,21000.505,21000.0,1.0000240476190476,0.5050000000010186,31,0.9927924761904762,1.0000240476190476
2024-03-14 00:00:00,kpx_group_3,2024,3,0,21116.211,21000.0,1.0055338571428571,116.21099999999933,31,0.973852619047619,1.0055338571428571
2024-03-15 03:00:00,kpx_group_3,2024,3,3,21058.358,21000.0,1.0027789523809525,58.358000000000175,31,0.9797067857142856,1.0027789523809525
2024-03-15 04:00:00,kpx_group_3,2024,3,4,21058.358,21000.0,1.0027789523809525,58.358000000000175,31,0.970753380952381,1.0027789523809525
2024-03-15 05:00:00,kpx_group_3,2024,3,5,21087.284,21000.0,1.004156380952381,87.28399999999965,31,0.9872826904761904,1.004156380952381
2024-05-05 19:00:00,kpx_group_3,2024,5,19,21043.895,21000.0,1.0020902380952381,43.89500000000044,31,0.8433398333333334,1.0020902380952381
2024-05-10 01:00:00,kpx_group_3,2024,5,1,21014.968,21000.0,1.000712761904762,14.968000000000757,31,0.934251119047619,1.000712761904762
2024-10-23 17:00:00,kpx_group_3,2024,10,17,21014.968,21000.0,1.000712761904762,14.968000000000757,31,0.6236375952380953,1.000712761904762
2024-11-04 02:00:00,kpx_group_3,2024,11,2,21043.895,21000.0,1.0020902380952381,43.89500000000044,30,0.9785703857142857,1.0020902380952381
2024-11-28 06:00:00,kpx_group_3,2024,11,6,21043.895,21000.0,1.0020902380952381,43.89500000000044,30,0.9807054,1.0020902380952381
