feature,source,stat,train_missing_rate,valid_missing_rate,test_missing_rate,train_unique,valid_unique,test_unique,near_constant,train_mean,valid_mean,test_mean,train_std,valid_std,test_std
ldaps_heightAboveGround_5_YBLWS_std,ldaps,std,0.0,0.0,0.00011416828405069072,17519,8784,8758,False,0.06797192973301833,0.06390572623455909,0.06963562789203123,0.05350315141756777,0.05414884855101066,0.05183243848121954
ldaps_heightAboveGround_2_t_mean,ldaps,mean,0.0,0.0,0.00011416828405069072,17504,8781,8755,False,280.93941717834923,281.62952516571323,281.1615993032085,10.632091194146662,10.589073509510778,11.105004501402721
ldaps_heightAboveGround_2_t_min,ldaps,min,0.0,0.0,0.00011416828405069072,17177,8652,8626,False,280.15226947086023,280.85566358948086,280.4090304635762,10.73761331238277,10.679318192500919,11.159232956503002
ldaps_heightAboveGround_2_t_max,ldaps,max,0.0,0.0,0.00011416828405069072,17115,8650,8603,False,281.9073690690108,282.5570535974499,282.094083270153,10.554636815961317,10.53897443335413,11.062217417007028
ldaps_heightAboveGround_2_t_std,ldaps,std,0.0,0.0,0.00011416828405069072,17518,8784,8756,False,0.5446539165295077,0.5234549223317633,0.5254492029687782,0.2751517131508621,0.27855133984131214,0.24723777278442677
ldaps_heightAboveGround_2_dpt_mean,ldaps,mean,0.0,0.0,0.00011416828405069072,17502,8780,8757,False,275.66753291840286,277.7641213649818,276.39862788036646,12.281559428241943,11.25904959337642,12.507468187709666
ldaps_heightAboveGround_2_dpt_min,ldaps,min,0.0,0.0,0.00011416828405069072,17394,8757,8726,False,275.1200259335579,277.22392467896174,275.89086428408314,12.436579435068834,11.44524553397916,12.623890535999854
ldaps_heightAboveGround_2_dpt_max,ldaps,max,0.0,0.0,0.00011416828405069072,17383,8748,8731,False,276.41635814030485,278.43087855760473,277.07132492349854,12.084940257980676,11.11304777383415,12.378942170361848
ldaps_heightAboveGround_2_dpt_std,ldaps,std,0.0,0.0,0.00011416828405069072,17519,8784,8758,False,0.392754266379235,0.3650003173728973,0.3568245947777475,0.3602088782149699,0.30214664741035613,0.30996814066614176
ldaps_heightAboveGround_2_r_mean,ldaps,mean,0.0,0.0,0.00011416828405069072,17519,8783,8758,False,73.30474473178228,79.78807838114754,75.49361551905402,21.066472958962827,17.92499015412891,20.019520466295393
ldaps_heightAboveGround_2_r_min,ldaps,min,0.0,0.0,0.00011416828405069072,17499,8776,8756,False,67.82143811481819,74.41549555783243,70.17362065254625,21.473340980578666,18.77397442812959,20.535793422176727
ldaps_heightAboveGround_2_r_max,ldaps,max,0.0,0.0,0.00011416828405069072,17227,8592,8624,False,78.4640791660483,84.37128834642532,80.25934304921215,20.22913263853908,16.816804892644495,19.226739024557812
ldaps_heightAboveGround_2_r_std,ldaps,std,0.0,0.0,0.00011416828405069072,17515,8775,8758,False,3.297303085568509,3.057859642836034,3.129155402099444,2.4362390514266967,2.177824724430675,2.2500693641856224
ldaps_heightAboveGround_2_q_mean,ldaps,mean,0.0,0.0,0.00011416828405069072,15836,8231,7916,False,0.00678497099614258,0.007484964472104253,0.007159813636558362,0.004960374443453715,0.005066040300019816,0.005123634118828924
ldaps_heightAboveGround_2_q_min,ldaps,min,0.0,0.0,0.00011416828405069072,9891,5590,5331,False,0.006587177170871055,0.00727604758831398,0.006959278802338433,0.004895502766500381,0.005005858119273002,0.005042245264407081
ldaps_heightAboveGround_2_q_max,ldaps,max,0.0,0.0,0.00011416828405069072,10358,5748,5523,False,0.007032076301536618,0.007734009630543033,0.0074030852684642615,0.005043881784488645,0.005150476498582177,0.005225775223950333
ldaps_heightAboveGround_2_q_std,ldaps,std,0.0,0.0,0.00011416828405069072,15174,7949,7592,False,0.00013933570402398509,0.00014341077268099214,0.00013944623941420717,0.00013432603703954788,0.00013336348520687756,0.00014239917122191797
ldaps_surface_0_sp_mean,ldaps,mean,0.0,0.0,0.00034250485215207214,17427,8754,8735,False,90662.0315191649,90696.36141771972,90614.37019183989,522.12755569878,525.8172475699698,570.7990551079557
ldaps_surface_0_sp_min,ldaps,min,0.0,0.0,0.00034250485215207214,16856,8628,8616,False,90026.71376950739,90062.88163558743,89979.73240417999,515.2182770529029,520.5503699074493,567.253571421352
ldaps_surface_0_sp_max,ldaps,max,0.0,0.0,0.00034250485215207214,16890,8644,8588,False,91478.19444762828,91512.74576354735,91429.15314424394,535.4507551886845,540.0279268283889,581.4540204618509
ldaps_surface_0_sp_std,ldaps,std,0.0,0.0,0.00034250485215207214,17519,8784,8756,False,489.67266655668016,489.2489084511648,488.94397028568545,18.97359934165813,19.567593240988316,19.953831553444076
ldaps_meanSea_0_prmsl_mean,ldaps,mean,0.0,0.0,0.00034250485215207214,17514,8782,8756,False,101454.55830382013,101453.64968209244,101398.77988886193,767.115906974824,747.7591296202174,783.1119992264058
ldaps_meanSea_0_prmsl_min,ldaps,min,0.0,0.0,0.00034250485215207214,17057,8670,8651,False,101432.2710820823,101431.32340972223,101376.05447875743,767.9423479776221,747.6770897407653,783.158131483712
ldaps_meanSea_0_prmsl_max,ldaps,max,0.0,0.0,0.00034250485215207214,17110,8659,8646,False,101474.47280432674,101473.37514275957,101419.09183154408,766.4427877040062,747.8944983888302,782.7851993859388
ldaps_meanSea_0_prmsl_std,ldaps,std,0.0,0.0,0.00034250485215207214,17519,8784,8756,False,13.242887017103072,13.212171126226528,13.515416737084418,9.714767406570807,9.73053379376519,9.801262279445229
ldaps_etc_0_blh_mean,ldaps,mean,0.0,0.0,0.00034250485215207214,17394,8763,8733,False,341.8121154168296,337.09401682518643,357.76165116575777,291.3784816967141,251.01745062385203,284.82390205169924
ldaps_etc_0_blh_min,ldaps,min,0.0,0.0,0.00034250485215207214,16661,8580,8532,False,254.86993506227523,242.06638164685788,263.0401067503426,244.65703749903244,199.10545805263857,237.8234612663167
ldaps_etc_0_blh_max,ldaps,max,0.0,0.0,0.00034250485215207214,16007,8330,8269,False,451.73847097128834,455.42606743806925,478.05068599680214,375.2281303844244,346.4626233978209,371.4573530805413
ldaps_etc_0_blh_std,ldaps,std,0.0,0.0,0.00034250485215207214,16785,8567,8563,False,59.7406312553675,64.880930133958,65.44764122431604,69.10821761855182,73.19068407007617,72.54385226787363
ldaps_surface_0_NDNSW_mean,ldaps,mean,0.0,0.0,0.0,9449,4735,4726,False,156.938694800983,141.55928755328299,156.68265480545145,234.8757303990752,219.72645542847133,234.02847730010197
ldaps_surface_0_NDNSW_min,ldaps,min,0.0,0.0,0.0,9348,4701,4689,False,139.08662859344196,123.93389838925927,138.4742717263215,218.10412387070548,203.28467382962458,216.57063905373934
ldaps_surface_0_NDNSW_max,ldaps,max,0.0,0.0,0.0,9375,4710,4704,False,175.40646997487062,160.83313588073446,174.85879025512037,252.13306756547547,237.650134340092,250.9889313631279
ldaps_surface_0_NDNSW_std,ldaps,std,0.0,0.0,0.0,9448,4734,4724,False,11.488521593475156,11.602192154248835,11.470690099544418,20.14740922079759,20.194776814035688,20.16632502594432
ldaps_surface_0_NDNLW_mean,ldaps,mean,0.0,0.0,0.0,17518,8784,8759,False,-68.22475723809701,-59.7052752064185,-66.33286816350068,40.23429843056644,39.192900831909604,39.478177986822836
ldaps_surface_0_NDNLW_min,ldaps,min,0.0,0.0,0.0,17507,8779,8757,False,-76.39577284432578,-68.85227698330677,-74.89025800176505,38.735598242519885,37.981749699723274,37.95735811079059
ldaps_surface_0_NDNLW_max,ldaps,max,0.0,0.0,0.0,17508,8777,8757,False,-60.33986399841566,-51.426037489339876,-58.124710583995416,41.42611295069401,39.883242450196526,40.770614826741934
ldaps_surface_0_NDNLW_std,ldaps,std,0.0,0.0,0.0,17519,8784,8759,False,5.136706729110584,5.579260706456143,5.385864000989207,5.447835836167372,5.686228994126288,5.781902351100511
ldaps_heightAboveGround_2_SWDIR_mean,ldaps,mean,0.0,0.0,0.0,8754,4348,4411,False,124.38775587063697,111.74192937584036,126.0827977159718,217.10024032487647,208.03145259472421,219.7600172273066
ldaps_heightAboveGround_2_SWDIR_min,ldaps,min,0.0,0.0,0.0,7002,3460,3661,False,104.65368299212874,93.15232038050857,105.33322444626174,198.70995671170155,190.79911772559348,200.25622023326153
ldaps_heightAboveGround_2_SWDIR_max,ldaps,max,0.0,0.0,0.0,8171,4139,4226,False,145.16509540573557,133.00421094390117,147.41990137984664,237.3089488220596,227.45524117420243,240.8265091706263
ldaps_heightAboveGround_2_SWDIR_std,ldaps,std,0.0,0.0,0.0,8905,4415,4452,False,12.82329023352049,12.599801426719447,13.375711661797618,25.935334670346872,25.187592367376766,27.302173515308322
ldaps_heightAboveGround_2_SWDIF_mean,ldaps,mean,0.0,0.0,0.0,9448,4738,4727,False,59.19266101182536,62.245522976520064,60.06516795998772,81.13644965108126,87.05314576861414,82.58856722701672
ldaps_heightAboveGround_2_SWDIF_min,ldaps,min,0.0,0.0,0.0,9357,4705,4701,False,51.84015215029745,53.90901051190107,52.332749922100014,70.3797002043108,74.94511538425398,71.9117558372224
ldaps_heightAboveGround_2_SWDIF_max,ldaps,max,0.0,0.0,0.0,9377,4719,4703,False,67.26545315585089,71.33383889066249,68.64345207495627,93.6752198539235,100.7124272495892,95.37509808752333
ldaps_heightAboveGround_2_SWDIF_std,ldaps,std,0.0,0.0,0.0,9448,4736,4726,False,4.911382348671481,5.5096741610656546,5.210855616697798,11.366207481573616,11.902294938339878,11.905565965416692
ldaps_etc_0_hcc_mean,ldaps,mean,0.0,0.0,0.00034250485215207214,7534,3544,3641,False,0.2777885376212094,0.2689401266380464,0.2573965071637513,0.36513812876811447,0.3688103217450667,0.35811463300496044
ldaps_etc_0_hcc_min,ldaps,min,0.0,0.0,0.00034250485215207214,3593,1994,2145,False,0.26007285031649635,0.25235854674502506,0.23851635866673135,0.3536279069725775,0.35778666633590106,0.34478459287178376
ldaps_etc_0_hcc_max,ldaps,max,0.0,0.0,0.00034250485215207214,3365,1866,2008,False,0.29607984509642676,0.28595917936641624,0.2766477832581544,0.3788702045732017,0.3822655230365461,0.373461489455975
ldaps_etc_0_hcc_std,ldaps,std,0.0,0.0,0.00034250485215207214,7222,3414,3537,False,0.011517465305094442,0.010843916107201658,0.0121926234916923,0.031235932000405548,0.03151875777032127,0.03219583099687961
ldaps_etc_0_mcc_mean,ldaps,mean,0.0,0.0,0.00034250485215207214,6364,3024,2836,False,0.18448387756995158,0.17576994513912797,0.1720007192744525,0.32023627846748526,0.3159516589515741,0.3196459310840581
ldaps_etc_0_mcc_min,ldaps,min,0.0,0.0,0.00034250485215207214,4063,2106,1892,False,0.15165368808265883,0.14290699028056691,0.14283191590992464,0.29171695775498213,0.28669566063957197,0.2946353075127644
ldaps_etc_0_mcc_max,ldaps,max,0.0,0.0,0.00034250485215207214,4271,2279,2048,False,0.22238675980269992,0.2147999214327755,0.2078797607852444,0.3561042904117619,0.3550837703184871,0.35510512697090757
ldaps_etc_0_mcc_std,ldaps,std,0.0,0.0,0.00034250485215207214,6351,3018,2828,False,0.022218225713905155,0.02265555754226317,0.020599165719184534,0.05010488826907181,0.052336505659842755,0.05026080508684506
ldaps_etc_0_lcc_mean,ldaps,mean,0.0,0.0,0.00034250485215207214,9286,5187,4942,False,0.27238853543495173,0.34353638123302166,0.294879774349818,0.35742214806720013,0.3865918928698355,0.36721362261109747
ldaps_etc_0_lcc_min,ldaps,min,0.0,0.0,0.00034250485215207214,5624,3424,3078,False,0.1731347720494834,0.23014113333493855,0.18973823560851985,0.29796032274790274,0.34125314570879706,0.3160993085035067
ldaps_etc_0_lcc_max,ldaps,max,0.0,0.0,0.00034250485215207214,6372,3647,3610,False,0.36209300155395857,0.44000345333362934,0.39231925866946094,0.4134843658200024,0.42774691351962324,0.417642166667612
ldaps_etc_0_lcc_std,ldaps,std,0.0,0.0,0.00034250485215207214,9296,5186,4945,False,0.061278033843445594,0.06792624614816546,0.06567609121393911,0.08472171453267244,0.08740745689072517,0.0865105603931065
ldaps_etc_0_VLCDC_mean,ldaps,mean,0.0,0.0,0.00034250485215207214,6135,3647,3283,False,0.14930185001353494,0.20400628680577895,0.16547985630551124,0.2829049295475711,0.3310702441122018,0.30094479811955244
ldaps_etc_0_VLCDC_min,ldaps,min,0.0,0.0,0.00034250485215207214,2680,1778,1553,False,0.06677191571890519,0.10798136391237478,0.08405800436435587,0.19428005094640227,0.2554072823997258,0.22367946115853024
ldaps_etc_0_VLCDC_max,ldaps,max,0.0,0.0,0.00034250485215207214,4438,2567,2425,False,0.21840378207880587,0.28079956337612705,0.23477312611338516,0.35902544738885495,0.39473417309054504,0.3687770528939233
ldaps_etc_0_VLCDC_std,ldaps,std,0.0,0.0,0.00034250485215207214,6139,3649,3289,False,0.0486828011429226,0.05532280275891638,0.04831332577203913,0.0853966458559108,0.08805674394347955,0.08267938392549735
ldaps_surface_0_avg_lsprate_mean,ldaps,mean,0.0,0.0,0.0,2390,1287,1132,False,4.539771763384568e-05,4.0339371574597705e-05,2.9545132703153116e-05,0.0003510165247285221,0.00028786317445457233,0.0001792527162383481
ldaps_surface_0_avg_lsprate_min,ldaps,min,0.0,0.0,0.0,946,566,564,False,2.9195348042530388e-05,2.4877724364071037e-05,1.8323537854320127e-05,0.00024301383302931392,0.00021110396297571198,0.00013012348125725543
ldaps_surface_0_avg_lsprate_max,ldaps,max,0.0,0.0,0.0,1511,897,823,False,6.841262279303272e-05,6.733136273280509e-05,4.7913062271980826e-05,0.0005098674871560174,0.0004685465735529887,0.00029746697601772197
ldaps_surface_0_avg_lsprate_std,ldaps,std,0.0,0.0,0.0,2418,1296,1142,False,1.2300109481880988e-05,1.2949593946519431e-05,9.076375065220925e-06,0.00011371659022875803,0.00010787201162003135,7.124151407533573e-05
ldaps_surface_0_lssrate_mean,ldaps,mean,0.0,0.0,0.0,815,765,567,False,4.106252236553278e-06,1.1302697224282076e-05,8.10872177553916e-06,3.6053861887936735e-05,6.620562038232687e-05,6.54181397660374e-05
ldaps_surface_0_lssrate_min,ldaps,min,0.0,0.0,0.0,495,535,389,False,1.8320945347434214e-06,5.89757497398224e-06,5.068194706719945e-06,1.9357198860637197e-05,3.9254268823390415e-05,4.758914017603803e-05
ldaps_surface_0_lssrate_max,ldaps,max,0.0,0.0,0.0,653,681,474,False,6.773829486145328e-06,1.7581346594706284e-05,1.1442787790227195e-05,5.510799736383248e-05,9.644450075986233e-05,8.46113500580581e-05
ldaps_surface_0_lssrate_std,ldaps,std,0.0,0.0,0.0,815,765,568,False,1.491340070362482e-06,3.5525972190274628e-06,1.942049543389915e-06,1.2194133812126597e-05,1.944550348566934e-05,1.3296769131637693e-05
ldaps_surface_0_ncpcp_mean,ldaps,mean,0.0,0.0,0.0,2086,1147,1034,False,0.16299232249043538,0.1449654035928179,0.10610176248728093,1.2630383344937315,1.0361518627603812,0.6448577977256075
ldaps_surface_0_ncpcp_min,ldaps,min,0.0,0.0,0.0,932,529,520,False,0.10484965392770706,0.08933162348377732,0.06572433417576208,0.8748607793011725,0.7600546871365454,0.4684230762185706
ldaps_surface_0_ncpcp_max,ldaps,max,0.0,0.0,0.0,1487,898,837,False,0.24568062885686973,0.24222778150369992,0.17225669228153898,1.8349220978192684,1.6867925448748278,1.0708882922851717
ldaps_surface_0_ncpcp_std,ldaps,std,0.0,0.0,0.0,2194,1183,1051,False,0.04430251842203314,0.04670373444410471,0.03275976972043912,0.4106409976290751,0.38877352952734057,0.257634003818549
ldaps_surface_0_snol_mean,ldaps,mean,0.0,0.0,0.0,769,736,549,False,0.014597611615535275,0.040486282790869764,0.029028860705424424,0.12897605137277723,0.23756870407752562,0.23531570189451612
ldaps_surface_0_snol_min,ldaps,min,0.0,0.0,0.0,477,529,372,False,0.005990007081853987,0.020757430271857925,0.01806814489673479,0.06818077813189119,0.14087603790356676,0.17127270008068504
ldaps_surface_0_snol_max,ldaps,max,0.0,0.0,0.0,705,704,511,False,0.024339623258662024,0.063212082625,0.04115637197282795,0.19837574574312947,0.34720250151623794,0.3046235581348507
ldaps_surface_0_snol_std,ldaps,std,0.0,0.0,0.0,771,737,550,False,0.0055465745424979245,0.012972566158437204,0.007085802270823474,0.04583137309405368,0.07205999859044158,0.04858618169345541
ldaps_surface_0_SNOM_mean,ldaps,mean,0.0,0.0,0.00034250485215207214,2150,1369,1322,False,0.0070564517723209555,0.02611629240478368,0.016845716639872135,0.0764780764081538,0.17959727473794823,0.14976867034105454
ldaps_surface_0_SNOM_min,ldaps,min,0.0,0.0,0.00034250485215207214,1314,836,877,False,0.0018817114065794568,0.009197257794026708,0.007416211922953575,0.03136199313354039,0.08345823525283483,0.08519265671059764
ldaps_surface_0_SNOM_max,ldaps,max,0.0,0.0,0.00034250485215207214,1908,1306,1199,False,0.014408060246045773,0.048789300649988966,0.028962030053168816,0.1305794510591484,0.30791134558456573,0.22460131695153412
ldaps_surface_0_SNOM_std,ldaps,std,0.0,0.0,0.00034250485215207214,1397,1069,860,False,0.003933100184177266,0.011626341984327396,0.006780575876542841,0.03805248859715239,0.07418311420131884,0.05643550638430116
ldaps_surface_0_lsm_mean,ldaps,mean,0.0,0.0,0.00034250485215207214,1,1,1,True,1.0,1.0,1.0,0.0,0.0,0.0
ldaps_surface_0_lsm_min,ldaps,min,0.0,0.0,0.00034250485215207214,1,1,1,True,1.0,1.0,1.0,0.0,0.0,0.0
ldaps_surface_0_lsm_max,ldaps,max,0.0,0.0,0.00034250485215207214,1,1,1,True,1.0,1.0,1.0,0.0,0.0,0.0
ldaps_surface_0_lsm_std,ldaps,std,0.0,0.0,0.00034250485215207214,1,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0
ldaps_surface_0_h_mean,ldaps,mean,0.0,0.0,0.00034250485215207214,1,1,1,True,943.52734375,943.52734375,943.52734375,0.0,0.0,0.0
ldaps_surface_0_h_min,ldaps,min,0.0,0.0,0.00034250485215207214,1,1,1,True,868.8125,868.8125,868.8125,0.0,0.0,0.0
ldaps_surface_0_h_max,ldaps,max,0.0,0.0,0.00034250485215207214,1,1,1,True,1001.25,1001.25,1001.25,0.0,0.0,0.0
ldaps_surface_0_h_std,ldaps,std,0.0,0.0,0.00034250485215207214,1,1,1,True,44.79089128447089,44.79089128447089,44.79089128447089,7.105630158319083e-15,7.105831844969764e-15,7.105833138553196e-15
gfs_latitude_mean,gfs,mean,0.0,0.0,0.0,1,1,1,True,37.25,37.25,37.25,0.0,0.0,0.0
gfs_latitude_min,gfs,min,0.0,0.0,0.0,1,1,1,True,37.0,37.0,37.0,0.0,0.0,0.0
gfs_latitude_max,gfs,max,0.0,0.0,0.0,1,1,1,True,37.5,37.5,37.5,0.0,0.0,0.0
gfs_latitude_std,gfs,std,0.0,0.0,0.0,1,1,1,True,0.21650635094610915,0.21650635094610918,0.21650635094610915,0.0,2.775715564441314e-17,0.0
gfs_longitude_mean,gfs,mean,0.0,0.0,0.0,1,1,1,True,129.0,129.0,129.0,0.0,0.0,0.0
gfs_longitude_min,gfs,min,0.0,0.0,0.0,1,1,1,True,128.75,128.75,128.75,0.0,0.0,0.0
gfs_longitude_max,gfs,max,0.0,0.0,0.0,1,1,1,True,129.25,129.25,129.25,0.0,0.0,0.0
gfs_longitude_std,gfs,std,0.0,0.0,0.0,1,1,1,True,0.21650635094611118,0.21650635094611115,0.21650635094611118,2.775636780593392e-17,5.551431128882628e-17,2.7757160154528705e-17
gfs_heightAboveGround_10_10u_mean,gfs,mean,0.0,0.0,0.0,17519,8784,8759,False,1.3170525292442916,1.0792894353055345,1.528940109832773,1.969791890345965,1.9615123659371483,2.049812136546298
