target,year,month,hour,count,mean_actual,mean_actual_ratio,p50_actual_ratio,p90_actual_ratio,eligible_rate
kpx_group_1,2022,2,23,28,10326.178178571428,0.47806380456349207,0.606983912037037,0.7386254444444444,0.8214285714285714
kpx_group_1,2022,3,0,31,7462.522967741936,0.34548717443249705,0.3368040740740741,0.7084268981481482,0.7741935483870968
kpx_group_1,2022,3,1,31,7380.409516129032,0.34168562574671446,0.3347953240740741,0.7030701851851853,0.7096774193548387
kpx_group_1,2022,3,2,31,7812.438,0.36168694444444444,0.3535438425925926,0.7265058333333333,0.6774193548387096
kpx_group_1,2022,3,3,31,7383.675419354839,0.34183682497013146,0.3120292592592593,0.6769561574074074,0.7096774193548387
kpx_group_1,2022,3,4,31,7570.763387096775,0.35049830495818396,0.31671638888888887,0.6749473611111111,0.7096774193548387
kpx_group_1,2022,3,5,31,7654.7429999999995,0.35438624999999996,0.29328069444444443,0.7231579166666666,0.7096774193548387
kpx_group_1,2022,3,6,31,7220.848225806452,0.33429852897252094,0.33010819444444445,0.72583625,0.7096774193548387
kpx_group_1,2022,3,7,31,7160.662709677419,0.3315121624850657,0.340152037037037,0.7211491203703704,0.6129032258064516
kpx_group_1,2022,3,8,31,7036.559548387097,0.3257666457586619,0.3495262962962963,0.7003918055555556,0.6451612903225806
kpx_group_1,2022,3,9,31,6225.222935483871,0.2882047655316607,0.2986374074074074,0.6374502777777777,0.6451612903225806
kpx_group_1,2022,3,10,31,5493.200645161291,0.25431484468339305,0.1861462037037037,0.5550906481481481,0.5806451612903226
kpx_group_1,2022,3,11,31,4864.286548387096,0.22519845131421745,0.17275439814814814,0.5999531944444444,0.5483870967741935
kpx_group_1,2022,3,12,31,4847.490612903226,0.2244208617084827,0.18949416666666666,0.5631257407407407,0.5483870967741935
kpx_group_1,2022,3,13,31,4872.6844838709685,0.2255872446236559,0.12923097222222224,0.6582075925925925,0.5161290322580645
kpx_group_1,2022,3,14,30,5143.0989,0.23810643055555555,0.13559210648148148,0.5830795277777779,0.5483870967741935
kpx_group_1,2022,3,15,30,4997.985233333334,0.2313882052469136,0.14563597222222224,0.5541531990740742,0.5161290322580645
kpx_group_1,2022,3,16,31,4589.019967741936,0.21245462813620072,0.11516958333333334,0.5591081944444444,0.5161290322580645
kpx_group_1,2022,3,17,31,4917.007129032258,0.22763921893667863,0.10713449074074075,0.5463859722222222,0.5806451612903226
kpx_group_1,2022,3,18,31,5091.031483870967,0.2356959020310633,0.15400583333333331,0.6347719444444445,0.5483870967741935
kpx_group_1,2022,3,19,31,5375.629193548387,0.24887172192353643,0.19953800925925924,0.6756169444444444,0.5806451612903226
kpx_group_1,2022,3,20,31,6087.12329032258,0.2818112634408602,0.17275439814814814,0.7432456018518518,0.6451612903225806
kpx_group_1,2022,3,21,31,6800.950096774194,0.31485880077658307,0.27118421296296297,0.753959074074074,0.6774193548387096
kpx_group_1,2022,3,22,31,7374.810935483871,0.34142643219832736,0.3247514814814815,0.7425760185185185,0.6774193548387096
kpx_group_1,2022,3,23,31,7901.083161290323,0.36579088709677415,0.3542134722222222,0.7425760185185185,0.7741935483870968
kpx_group_1,2022,4,0,30,9959.812533333334,0.4611024320987654,0.4636915046296296,0.881917837962963,0.7666666666666667
kpx_group_1,2022,4,1,30,9867.2485,0.4568170601851852,0.500184212962963,0.857477763888889,0.7666666666666667
kpx_group_1,2022,4,2,30,9846.517933333333,0.45585731172839505,0.5684824537037036,0.8382605324074075,0.7666666666666667
kpx_group_1,2022,4,3,30,9521.578966666666,0.4408138410493827,0.36626608796296295,0.8284175277777778,0.7333333333333333
kpx_group_1,2022,4,4,30,8988.852733333333,0.41615058950617284,0.4211725231481482,0.8202485277777777,0.7
kpx_group_1,2022,4,5,30,8579.0632,0.3971788518518518,0.3870234027777778,0.8208511574074073,0.6666666666666666
kpx_group_1,2022,4,6,30,9017.778933333333,0.41748976543209876,0.40510233796296297,0.8309620092592593,0.7333333333333333
kpx_group_1,2022,4,7,30,8514.9431,0.3942103287037037,0.2912719444444445,0.8162979351851851,0.7
kpx_group_1,2022,4,8,30,7598.943166666667,0.35180292438271604,0.28691958333333334,0.7642038101851852,0.6666666666666666
kpx_group_1,2022,4,9,30,6130.450500000001,0.2838171527777778,0.20723831018518518,0.7552312777777779,0.6333333333333333
kpx_group_1,2022,4,10,30,4795.5010999999995,0.22201393981481482,0.12220027777777778,0.6326292592592594,0.5666666666666667
kpx_group_1,2022,4,11,30,4321.1095000000005,0.20005136574074073,0.1258830324074074,0.5844187083333335,0.6
kpx_group_1,2022,4,12,30,4327.3768666666665,0.20034152160493826,0.12755701388888888,0.6002879953703706,0.6
kpx_group_1,2022,4,13,30,4643.637833333333,0.21498323302469136,0.1419532175925926,0.587632763888889,0.6
kpx_group_1,2022,4,14,30,5090.067433333334,0.2356512700617284,0.1536710648148148,0.6318257314814816,0.6
kpx_group_1,2022,4,15,30,5988.229433333333,0.2772328441358025,0.25611842592592593,0.6448157916666668,0.7
kpx_group_1,2022,4,16,30,6057.652666666667,0.28044688271604934,0.3086812962962963,0.5725000185185186,0.7
kpx_group_1,2022,4,17,30,6535.9011,0.3025880138888889,0.3297734027777778,0.6544578981481481,0.6666666666666666
kpx_group_1,2022,4,18,30,6927.370466666666,0.3207115956790123,0.27218858796296297,0.6981821666666667,0.7
kpx_group_1,2022,4,19,30,7746.949500000001,0.3586550694444445,0.29696344907407407,0.7486693194444445,0.7666666666666667
kpx_group_1,2022,4,20,30,7982.698966666667,0.3695693966049383,0.2718537962962963,0.7159932824074074,0.8333333333333334
kpx_group_1,2022,4,21,30,8811.437933333333,0.40793694135802466,0.3448391666666667,0.7753859768518518,0.9333333333333333
kpx_group_1,2022,4,22,30,9146.018966666667,0.42342680401234567,0.3736315740740741,0.7980850972222223,0.9
kpx_group_1,2022,4,23,30,10042.252633333332,0.4649191033950617,0.4750745601851852,0.8211190092592593,0.8
kpx_group_1,2022,5,0,31,9262.019677419354,0.42879720728793314,0.43121638888888886,0.8189093518518518,0.8387096774193549
kpx_group_1,2022,5,1,31,9369.793548387095,0.43378673835125453,0.44460819444444444,0.7392280555555555,0.8709677419354839
kpx_group_1,2022,5,2,31,9337.601387096774,0.43229636051373954,0.3522046759259259,0.8155613888888888,0.9032258064516129
kpx_group_1,2022,5,3,31,10179.263806451614,0.47126221326164874,0.35287425925925925,0.9005993981481482,0.9032258064516129
kpx_group_1,2022,5,4,31,10096.21729032258,0.46741746714456395,0.42184208333333334,0.9046169444444444,0.8709677419354839
kpx_group_1,2022,5,5,31,10343.490677419355,0.4788653091397849,0.5356725,0.9072953240740741,0.8064516129032258
kpx_group_1,2022,5,6,31,10566.036741935484,0.48916836768219835,0.5838830555555555,0.910643287037037,0.7096774193548387
kpx_group_1,2022,5,7,31,9993.575548387096,0.4626655346475508,0.521611111111111,0.8905555555555555,0.7741935483870968
kpx_group_1,2022,5,8,31,8489.873709677418,0.39304970878136203,0.36425731481481477,0.7934649074074074,0.7419354838709677
kpx_group_1,2022,5,9,31,7265.170774193548,0.33635049880525686,0.3622485185185185,0.681643287037037,0.6774193548387096
kpx_group_1,2022,5,10,31,6175.768387096775,0.28591520310633217,0.29595907407407407,0.6977134722222222,0.7419354838709677
kpx_group_1,2022,5,11,31,5613.571451612903,0.25988756720430106,0.23837425925925926,0.6026315740740741,0.6451612903225806
kpx_group_1,2022,5,12,31,5386.36,0.24936851851851852,0.18078949074074074,0.6595468055555556,0.5806451612903226
kpx_group_1,2022,5,13,31,5226.798677419354,0.24198142025089608,0.13458773148148148,0.6287456018518519,0.5806451612903226
kpx_group_1,2022,5,14,31,4678.131806451614,0.2165801762246117,0.11383041666666667,0.5242894907407407,0.5806451612903226
kpx_group_1,2022,5,15,31,5014.050225806452,0.23213195489844682,0.12923097222222224,0.5832134722222222,0.5806451612903226
kpx_group_1,2022,5,16,31,5638.298806451613,0.26103235215053766,0.15869296296296295,0.5838830555555555,0.6774193548387096
kpx_group_1,2022,5,17,31,5809.057322580646,0.26893783900836316,0.1968596296296296,0.5591081944444444,0.6451612903225806
kpx_group_1,2022,5,18,31,5814.189419354839,0.26917543608124256,0.17945027777777778,0.5858918055555556,0.7096774193548387
kpx_group_1,2022,5,19,31,6112.317129032258,0.28297764486260457,0.19351171296296296,0.6274064351851851,0.6774193548387096
kpx_group_1,2022,5,20,31,6724.435225806452,0.3113164456391876,0.26314912037037036,0.687,0.7096774193548387
kpx_group_1,2022,5,21,31,7600.156161290323,0.35185908154121864,0.3314473611111111,0.7298537962962963,0.7419354838709677
kpx_group_1,2022,5,22,31,8344.775580645162,0.38633220280764635,0.37831870370370374,0.7660117129629629,0.8064516129032258
kpx_group_1,2022,5,23,31,9147.714129032258,0.42350528375149343,0.4425993981481482,0.7860993981481481,0.8387096774193549
kpx_group_1,2022,6,0,30,7799.981066666666,0.3611102345679012,0.23770467592592592,0.7682883055555555,0.8
kpx_group_1,2022,6,1,30,8278.711633333332,0.38327368672839507,0.2564532175925926,0.8247348055555556,0.7333333333333333
kpx_group_1,2022,6,2,30,8469.6252,0.3921122777777778,0.3123640277777778,0.7514815972222225,0.7
kpx_group_1,2022,6,3,30,8060.3178,0.37316286111111113,0.35488303240740743,0.8132178472222222,0.6666666666666666
kpx_group_1,2022,6,4,30,8238.696866666667,0.3814211512345679,0.3612441435185185,0.7875055416666666,0.7
kpx_group_1,2022,6,5,30,8262.320066666665,0.38251481790123454,0.3890321759259259,0.7510128703703705,0.8
kpx_group_1,2022,6,6,30,7529.037833333334,0.3485665663580247,0.33646928240740737,0.7200777592592593,0.7
kpx_group_1,2022,6,7,30,6622.680033333334,0.30660555709876547,0.25042689814814817,0.7596505694444445,0.6666666666666666
kpx_group_1,2022,6,8,30,5804.0653,0.2687067268518518,0.19552046296296297,0.6703941666666668,0.5666666666666667
kpx_group_1,2022,6,9,30,4996.538966666666,0.2313212484567901,0.09575145833333334,0.7103017453703705,0.5
kpx_group_1,2022,6,10,30,4783.448433333334,0.2214559459876543,0.05992835648148148,0.7168637500000002,0.43333333333333335
kpx_group_1,2022,6,11,30,4642.673666666667,0.21493859567901236,0.05189326388888889,0.6437444444444447,0.4
kpx_group_1,2022,6,12,30,4695.2231,0.21737143981481483,0.06260673611111112,0.6241254351851853,0.4666666666666667
kpx_group_1,2022,6,13,30,4889.993666666666,0.22638859567901234,0.08336402777777778,0.6849912314814817,0.4666666666666667
kpx_group_1,2022,6,14,30,5000.3958,0.23149980555555555,0.12789180555555554,0.6504403703703707,0.5333333333333333
kpx_group_1,2022,6,15,30,4800.3221,0.22223713425925926,0.16103652777777777,0.5460511759259262,0.5333333333333333
kpx_group_1,2022,6,16,30,4845.639966666667,0.22433518364197533,0.11784793981481483,0.5930564444444448,0.5333333333333333
kpx_group_1,2022,6,17,30,4729.452666666666,0.21895614197530866,0.133918125,0.5647997037037041,0.5333333333333333
kpx_group_1,2022,6,18,30,4527.450566666666,0.20960419290123458,0.1302353935185185,0.49556403703703755,0.5333333333333333
kpx_group_1,2022,6,19,30,4600.730466666666,0.21299678086419754,0.12923099537037036,0.6124075879629631,0.5333333333333333
kpx_group_1,2022,6,20,30,4787.305133333333,0.22163449691358025,0.11617398148148149,0.6416017592592593,0.5333333333333333
kpx_group_1,2022,6,21,30,5332.566233333333,0.24687806635802467,0.18949416666666666,0.6957716157407408,0.6
kpx_group_1,2022,6,22,30,6547.471566666666,0.30312368364197534,0.30834650462962965,0.761793263888889,0.6666666666666666
kpx_group_1,2022,6,23,30,7288.467366666667,0.33742904475308644,0.23536111111111108,0.7666812731481482,0.7
kpx_group_1,2022,7,0,31,2604.7680322580645,0.12059111260454003,0.030131574074074075,0.3039941666666667,0.3225806451612903
kpx_group_1,2022,7,1,31,2940.22,0.1361212962962963,0.04821050925925926,0.4077806944444444,0.3548387096774194
kpx_group_1,2022,7,2,31,3043.32835483871,0.14089483124253285,0.05289763888888888,0.4164853703703704,0.3870967741935484
kpx_group_1,2022,7,3,31,3141.771064516129,0.14545236409796894,0.059593564814814814,0.38367541666666666,0.45161290322580644
kpx_group_1,2022,7,4,31,3400.70835483871,0.15744020161290323,0.08436842592592593,0.4392514814814815,0.41935483870967744
kpx_group_1,2022,7,5,31,3020.4672258064516,0.13983644563918757,0.07432458333333333,0.3133684259259259,0.45161290322580644
kpx_group_1,2022,7,6,31,2858.1065806451616,0.13231974910394265,0.061602361111111115,0.39171050925925927,0.41935483870967744
kpx_group_1,2022,7,7,31,2535.251580645161,0.11737275836320192,0.07834208333333334,0.3133684259259259,0.45161290322580644
kpx_group_1,2022,7,8,31,2587.505612903226,0.11979192652329748,0.06428069444444444,0.38166666666666665,0.3870967741935484
kpx_group_1,2022,7,9,30,1984.8273666666669,0.09189015586419753,0.04620175925925926,0.29388334722222226,0.2903225806451613
kpx_group_1,2022,7,10,30,1268.901,0.05874541666666667,0.01841375,0.2294017546296296,0.16129032258064516
kpx_group_1,2022,7,11,30,932.8736333333333,0.04318859413580246,0.008035092592592592,0.15005526851851855,0.16129032258064516
kpx_group_1,2022,7,12,30,789.2063333333334,0.03653733024691359,0.008704675925925926,0.12072717592592593,0.16129032258064516
kpx_group_1,2022,7,13,30,716.4083666666667,0.03316705401234568,0.006026319444444444,0.10063948611111118,0.0967741935483871
kpx_group_1,2022,7,14,30,687.4821333333333,0.03182787654320988,0.00569150462962963,0.11342863888888892,0.16129032258064516
kpx_group_1,2022,7,15,30,848.5052333333334,0.03928264969135802,0.0036827546296296296,0.16445145833333338,0.12903225806451613
kpx_group_1,2022,7,16,30,993.1368,0.04597855555555556,0.013391805555555556,0.126418712962963,0.16129032258064516
kpx_group_1,2022,7,17,30,1171.9978999999998,0.05425916203703703,0.01004386574074074,0.13164152314814814,0.12903225806451613
kpx_group_1,2022,7,18,30,1150.3031,0.05325477314814815,0.016070162037037036,0.11329472685185188,0.16129032258064516
kpx_group_1,2022,7,19,30,1539.8441666666665,0.07128908179012346,0.017074560185185182,0.24359706018518526,0.22580645161290322
kpx_group_1,2022,7,20,31,1699.6543225806452,0.07868770011947432,0.0348187037037037,0.20355555555555557,0.25806451612903225
kpx_group_1,2022,7,21,31,2090.626129032258,0.09678824671445639,0.0368275,0.262479537037037,0.3548387096774194
kpx_group_1,2022,7,22,31,2431.210225806452,0.11255602897252091,0.04486259259259259,0.2765409259259259,0.3225806451612903
kpx_group_1,2022,7,23,31,2330.434709677419,0.10789049581839905,0.037497083333333334,0.30332458333333334,0.3548387096774194
kpx_group_1,2022,8,0,31,6619.927451612903,0.3064781227598566,0.3274298148148148,0.5517426851851852,0.6774193548387096
kpx_group_1,2022,8,1,31,6571.405677419355,0.30423174432497013,0.28993273148148146,0.6193713425925926,0.6774193548387096
kpx_group_1,2022,8,2,31,7323.0234838709675,0.3390288649940263,0.3923801388888889,0.620040925925926,0.7096774193548387
kpx_group_1,2022,8,3,31,7567.497483870968,0.3503471057347671,0.3997456018518518,0.6682514814814815,0.7419354838709677
kpx_group_1,2022,8,4,31,7407.936225806451,0.3429600104540024,0.4399210648148148,0.6280760185185185,0.7096774193548387
kpx_group_1,2022,8,5,31,7146.666225806452,0.33086417712066907,0.348856712962963,0.656868425925926,0.6774193548387096
kpx_group_1,2022,8,6,31,6414.177258064516,0.2969526508363202,0.2812280555555555,0.5952660648148148,0.6774193548387096
kpx_group_1,2022,8,7,31,6405.779258064516,0.2965638545400239,0.24507018518518517,0.6026315740740741,0.6774193548387096
kpx_group_1,2022,8,8,31,5818.388419354838,0.2693698342293907,0.19217250000000002,0.605979537037037,0.6774193548387096
kpx_group_1,2022,8,9,31,5354.167774193548,0.24787813769414577,0.1694064351851852,0.6019619907407407,0.6129032258064516
kpx_group_1,2022,8,10,31,5200.205096774193,0.24075023596176823,0.15467541666666668,0.6213801388888889,0.6129032258064516
kpx_group_1,2022,8,11,31,4671.133419354838,0.21625617682198328,0.13860527777777776,0.5383508796296297,0.5806451612903226
kpx_group_1,2022,8,12,31,4625.411129032258,0.2141394041218638,0.12923097222222224,0.6026315740740741,0.5161290322580645
kpx_group_1,2022,8,13,31,4603.949709677419,0.2131458198924731,0.10579532407407408,0.5731695833333333,0.5161290322580645
kpx_group_1,2022,8,14,31,4524.169161290322,0.2094522759856631,0.10713449074074075,0.539020462962963,0.5161290322580645
kpx_group_1,2022,8,15,31,4351.544387096774,0.20146038829151733,0.10579532407407408,0.5711608333333333,0.5483870967741935
kpx_group_1,2022,8,16,31,4101.938225806452,0.18990454749103944,0.10780407407407408,0.49415791666666664,0.5161290322580645
kpx_group_1,2022,8,17,31,4045.4852580645156,0.1872909841696535,0.07097662037037038,0.5001842129629629,0.45161290322580644
kpx_group_1,2022,8,18,31,4175.187129032258,0.19329570041816008,0.07968129629629629,0.5658040740740741,0.4838709677419355
kpx_group_1,2022,8,19,31,4672.99970967742,0.21634257915173236,0.13391814814814815,0.5196023611111111,0.6129032258064516
kpx_group_1,2022,8,20,31,5198.338935483871,0.2406638396057348,0.20958185185185185,0.5283070370370371,0.6451612903225806
kpx_group_1,2022,8,21,31,5896.769387096774,0.2729985827359618,0.2544444444444444,0.5899093518518518,0.6451612903225806
kpx_group_1,2022,8,22,31,6172.969064516129,0.2857856048387097,0.2738625925925926,0.6247280555555556,0.6129032258064516
kpx_group_1,2022,8,23,31,6316.201064516129,0.2924167159498208,0.2798888888888889,0.6039707407407408,0.6451612903225806
kpx_group_1,2022,9,0,30,4829.248466666667,0.22357631790123458,0.12856141203703703,0.5659380092592594,0.6
kpx_group_1,2022,9,1,30,5347.993700000001,0.24759230092592593,0.11215643518518519,0.643476601851852,0.5333333333333333
kpx_group_1,2022,9,2,30,5266.035666666667,0.2437979475308642,0.08905555555555555,0.746191800925926,0.4666666666666667
kpx_group_1,2022,9,3,30,4861.549433333334,0.22507173302469136,0.11818273148148148,0.694499425925926,0.5666666666666667
kpx_group_1,2022,9,4,30,4777.181,0.22116578703703701,0.13559210648148148,0.714520162037037,0.6
kpx_group_1,2022,9,5,30,4673.528433333334,0.21636705709876541,0.12655263888888887,0.7510128518518518,0.6333333333333333
kpx_group_1,2022,9,6,30,4674.492533333334,0.21641169135802468,0.15701900462962964,0.5214102222222226,0.6333333333333333
kpx_group_1,2022,9,7,30,4798.8758333333335,0.22217017746913578,0.15969738425925928,0.5743748611111112,0.6333333333333333
kpx_group_1,2022,9,8,30,4934.829566666666,0.22846433179012346,0.1359269212962963,0.6205096481481484,0.6
kpx_group_1,2022,9,9,30,3829.8441333333335,0.17730759876543212,0.07231578703703703,0.4892698657407409,0.43333333333333335
kpx_group_1,2022,9,10,30,3203.1073666666666,0.1482920077160494,0.06026314814814815,0.41956548611111133,0.36666666666666664
kpx_group_1,2022,9,11,30,3101.3831666666665,0.14358255401234568,0.048545324074074074,0.45880349074074084,0.36666666666666664
kpx_group_1,2022,9,12,30,2777.8904333333335,0.1286060385802469,0.036492685185185184,0.3501289398148149,0.36666666666666664
kpx_group_1,2022,9,13,30,2781.2651666666666,0.1287622762345679,0.0204225,0.37677864351851875,0.3333333333333333
kpx_group_1,2022,9,14,30,2506.4652333333333,0.11604005709876543,0.023435671296296298,0.3145736944444447,0.36666666666666664
kpx_group_1,2022,9,15,30,2369.5473333333334,0.10970126543209877,0.021761689814814817,0.31544417129629654,0.3333333333333333
kpx_group_1,2022,9,16,30,2771.6232,0.12831588888888887,0.02745321759259259,0.35039680092592634,0.36666666666666664
kpx_group_1,2022,9,17,30,2738.8399333333336,0.1267981450617284,0.026114027777777778,0.35582045370370385,0.36666666666666664
kpx_group_1,2022,9,18,30,3128.3811333333333,0.1448324598765432,0.05959358796296296,0.3460444490740742,0.43333333333333335
kpx_group_1,2022,9,19,30,4175.031533333333,0.19328849691358024,0.13358333333333333,0.49235000925925937,0.5333333333333333
kpx_group_1,2022,9,20,30,5053.427433333333,0.23395497376543212,0.14061402777777776,0.5912485324074076,0.6
kpx_group_1,2022,9,21,30,5273.749533333334,0.24415507098765435,0.12956578703703703,0.5973418101851852,0.5666666666666667
kpx_group_1,2022,9,22,30,5404.399933333333,0.250203700617284,0.13827046296296297,0.6675149074074075,0.6333333333333333
kpx_group_1,2022,9,23,30,5331.120033333334,0.24681111265432099,0.15300145833333334,0.685259050925926,0.6
kpx_group_1,2022,10,0,28,5647.863071428571,0.2614751421957672,0.15534502314814813,0.7589140370370371,0.5483870967741935
kpx_group_1,2022,10,1,28,5904.5843214285715,0.2733603852513228,0.14864912037037037,0.7780643240740742,0.5161290322580645
kpx_group_1,2022,10,2,28,6430.423357142857,0.2977047850529101,0.14864914351851852,0.8464965046296297,0.4838709677419355
kpx_group_1,2022,10,3,28,6306.969821428572,0.29198934358465606,0.14764474537037037,0.818842388888889,0.5161290322580645
kpx_group_1,2022,10,4,28,6314.718,0.2923480555555556,0.09909939814814817,0.805450587962963,0.45161290322580644
kpx_group_1,2022,10,5,28,6088.473035714285,0.28187375165343914,0.11985673611111111,0.7964111296296297,0.45161290322580644
kpx_group_1,2022,10,6,28,5657.160892857143,0.26190559689153436,0.12856141203703703,0.7136497129629632,0.45161290322580644
kpx_group_1,2022,10,7,28,5914.398571428572,0.2738147486772487,0.16471930555555556,0.7433795462962964,0.4838709677419355
kpx_group_1,2022,10,8,28,5282.151928571429,0.24454407076719578,0.10043861111111112,0.75362425,0.45161290322580644
kpx_group_1,2022,10,9,27,4854.799925925926,0.22475925582990397,0.059593564814814814,0.7757877129629633,0.3870967741935484
kpx_group_1,2022,10,10,27,3888.9825185185186,0.18004548696844994,0.05758481481481482,0.6323613981481483,0.3225806451612903
kpx_group_1,2022,10,11,27,3077.9742222222226,0.14249880658436215,0.027453194444444447,0.40349533333333376,0.25806451612903225
kpx_group_1,2022,10,12,27,2679.433962962963,0.12404786865569273,0.020757314814814815,0.31577894444444454,0.25806451612903225
kpx_group_1,2022,10,13,27,2186.6152592592593,0.1012321879286694,0.016070185185185184,0.2548462129629634,0.22580645161290322
kpx_group_1,2022,10,14,27,2318.9263703703705,0.10735770233196158,0.02946199074074074,0.32957252777777835,0.16129032258064516
