file,column,dtype,missing_rate,unique_count,is_numeric,min,max,mean,std,nonfinite_count
test/ldaps_test.csv,etc_0_hcc,float64,0.00034246575342465754,19037,True,0.0,1.0000055,0.2573671139346587,0.35963343159435585,48.0
test/ldaps_test.csv,etc_0_mcc,float64,0.00034246575342465754,19296,True,0.0,1.0,0.17198107776260205,0.3239132537966196,48.0
test/ldaps_test.csv,etc_0_lcc,float64,0.00034246575342465754,26264,True,0.0,1.0,0.2948461007430634,0.38194769243426996,48.0
test/ldaps_test.csv,etc_0_VLCDC,float64,0.00034246575342465754,20670,True,0.0,1.0,0.16546095943942632,0.3148747957064648,48.0
test/ldaps_test.csv,surface_0_avg_lsprate,float64,0.0,5716,True,0.0,0.008272648,2.9541759971109376e-05,0.00019224683100229438,0.0
test/ldaps_test.csv,surface_0_lssrate,float64,0.0,5076,True,0.0,0.001539588,8.107796122368435e-06,6.669217787250473e-05,0.0
test/ldaps_test.csv,surface_0_ncpcp,float64,0.0,5559,True,0.0,29.779297,0.10608965041393766,0.6920765643720334,0.0
test/ldaps_test.csv,surface_0_snol,float64,0.0,5043,True,0.0,5.543701,0.02902554690854024,0.2400437104043316,0.0
test/ldaps_test.csv,surface_0_SNOM,float64,0.00034246575342465754,5854,True,-2.1625944e-18,4.6141357,0.016843792954061937,0.1595433094421423,48.0
test/ldaps_test.csv,surface_0_lsm,float64,0.00034246575342465754,1,True,1.0,1.0,1.0,0.0,48.0
test/ldaps_test.csv,surface_0_h,float64,0.00034246575342465754,16,True,868.8125,1001.25,943.52734375,43.36874876648862,48.0
test/gfs_test.csv,forecast_kst_dtm,str,0.0,8760,False,,,,,
test/gfs_test.csv,data_available_kst_dtm,str,0.0,365,False,,,,,
test/gfs_test.csv,grid_id,int64,0.0,9,True,1.0,9.0,5.0,2.5820052724935545,0.0
test/gfs_test.csv,latitude,float64,0.0,3,True,37.0,37.5,37.25,0.2041254397910834,0.0
test/gfs_test.csv,longitude,float64,0.0,3,True,128.75,129.25,129.0,0.2041254397910834,0.0
test/gfs_test.csv,heightAboveGround_10_10u,float64,0.0,77186,True,-11.45808,20.35683,1.5290772840731524,2.38649530927523,0.0
test/gfs_test.csv,heightAboveGround_10_10v,float64,0.0,76502,True,-14.282737,12.810869,0.2774440350106225,1.6260969959528009,0.0
test/gfs_test.csv,heightAboveGround_80_u,float64,0.0,77187,True,-13.479356,26.485977,2.399276984779608,3.5856521355841426,0.0
test/gfs_test.csv,heightAboveGround_80_v,float64,0.0,76812,True,-17.039068,16.00849,0.34352819008306573,2.2286374907147275,0.0
test/gfs_test.csv,heightAboveGround_100_100u,float64,0.0,77236,True,-13.797676,27.09684,2.523777231090569,3.7620734277998293,0.0
test/gfs_test.csv,heightAboveGround_100_100v,float64,0.0,76820,True,-17.248701,16.416443,0.3514198161714487,2.3102657849948525,0.0
test/gfs_test.csv,heightAboveGround_2_2t,float64,0.0,68826,True,254.37704,309.39804,283.5844825386859,10.8918380884658,0.0
test/gfs_test.csv,heightAboveGround_2_2d,float64,0.0,53800,True,244.29988,298.3039,277.7084845159817,12.054524573635378,0.0
test/gfs_test.csv,heightAboveGround_2_2r,float64,0.0,860,True,12.4,100.0,70.38409817351598,21.166629405904636,0.0
test/gfs_test.csv,heightAboveGround_2_2sh,float64,0.0,77997,True,0.00038154106,0.02098724,0.007275805844356672,0.005092713710504985,0.0
test/gfs_test.csv,planetaryBoundaryLayer_0_u,float64,0.0,69089,True,-18.947662,33.08091,3.1922402729554045,5.2847962381611415,0.0
test/gfs_test.csv,planetaryBoundaryLayer_0_v,float64,0.0,67102,True,-17.536785,23.833246,0.17253232889188094,2.772816576824387,0.0
test/gfs_test.csv,planetaryBoundaryLayer_0_VRATE,float64,0.0,610,True,0.0,92000.0,4002.091683582737,7367.975421352531,0.0
test/gfs_test.csv,surface_0_dswrf,float64,0.0,31425,True,0.0,932.72,180.6896514283384,246.11211412722872,0.0
test/gfs_test.csv,surface_0_dlwrf,float64,0.0,60038,True,143.02937,453.86545,304.02203623820395,74.42355255090173,0.0
test/gfs_test.csv,surface_0_prate,float64,0.0,3134,True,0.0,0.0105468,3.4402454084221206e-05,0.00016339429815933736,0.0
test/gfs_test.csv,surface_0_tp,float64,0.0,937,True,0.0,98.375,1.8469320776255709,6.474035247219814,0.0
test/gfs_test.csv,surface_0_sp,float64,0.0,75097,True,90586.336,103071.56,95381.73453096145,2744.179352047788,0.0
test/gfs_test.csv,meanSea_0_prmsl,float64,0.0,69308,True,99139.05,103296.336,101572.39023975139,793.2516978285746,0.0
test/gfs_test.csv,surface_0_gust,float64,0.0,61000,True,0.20016384,27.201847,4.735787337879503,4.1798518273176475,0.0
test/gfs_test.csv,lowCloudLayer_0_lcc,float64,0.0,1001,True,0.0,100.0,26.47929096905124,37.68529992306911,0.0
test/gfs_test.csv,middleCloudLayer_0_mcc,float64,0.0,1001,True,0.0,100.0,26.271553779807203,39.77068258546414,0.0
test/gfs_test.csv,highCloudLayer_0_hcc,float64,0.0,1001,True,0.0,100.0,37.78945078640284,43.96504723650755,0.0
test/gfs_test.csv,atmosphere_0_tcc,float64,0.0,1001,True,0.0,100.0,56.52326230339929,43.57412988869908,0.0
test/gfs_test.csv,isobaricInhPa_850_t,float64,0.0,74602,True,249.67082,299.31308,279.0057380210553,10.747560641092509,0.0
test/gfs_test.csv,isobaricInhPa_850_u,float64,0.0,77158,True,-22.395147,37.307537,6.099331285123481,7.326401141543229,0.0
test/gfs_test.csv,isobaricInhPa_850_v,float64,0.0,76992,True,-20.690973,29.321352,-0.40199388191831187,4.665089259583788,0.0
test/gfs_test.csv,isobaricInhPa_850_r,float64,0.0,977,True,2.1,100.0,61.471518264840185,27.22564710620575,0.0
test/gfs_test.csv,isobaricInhPa_700_t,float64,0.0,73437,True,242.21121,289.10056,271.85545505530183,10.003106120234364,0.0
test/gfs_test.csv,isobaricInhPa_700_u,float64,0.0,77151,True,-16.867195,41.755642,10.107407519680526,7.892896308274793,0.0
test/gfs_test.csv,isobaricInhPa_700_v,float64,0.0,76688,True,-23.90256,38.12293,-1.3903913684245564,6.426106945447205,0.0
test/gfs_test.csv,isobaricInhPa_500_gh,float64,0.0,75007,True,5126.276,5940.275,5653.418149372146,181.3905310684427,0.0
test/gfs_test.csv,isobaricInhPa_500_t,float64,0.0,71085,True,233.13205,274.05,257.0090600048199,9.94145184722688,0.0
test/gfs_test.csv,isobaricInhPa_500_u,float64,0.0,74010,True,-16.636639,60.581413,18.14101117340522,11.288539337372594,0.0
test/gfs_test.csv,isobaricInhPa_500_v,float64,0.0,72789,True,-36.321423,48.900127,-0.6780420952347774,8.21074115809157,0.0
