feature,source,stat,train_valid_ks,train_test_ks,valid_test_ks,train_valid_psi,train_test_psi,valid_test_psi,valid_mean_delta,test_mean_delta_vs_train
gfs_heightAboveGround_100_100u_max,gfs,max,0.06784810319391976,0.05031290510019293,0.10719254210761309,0.023989403931384063,0.017881284553194085,0.0589783436035039,-0.3715809318247376,0.3860885814754109
gfs_planetaryBoundaryLayer_0_u_min,gfs,min,0.0676311776410124,0.05179348898777858,0.09988057300833009,0.017208341689386685,0.014615958800065006,0.04351655610614951,-0.324937853782372,0.29933766585555344
ldaps_etc_0_VLCDC_std,ldaps,std,0.06729981739315871,0.02618216556945252,0.0427091472430875,0.01241457879633601,0.005390232936658498,0.008388909987682868,0.006640001615993776,-0.0003694753708834708
gfs_isobaricInhPa_700_t_min,gfs,min,0.0666495735933228,0.05150719176448304,0.07177742081992794,0.0510423502357554,0.05464558122312858,0.06179900273681291,1.234042259455805,0.07243266916810853
gfs_heightAboveGround_2_2sh_max,gfs,max,0.06605267416661653,0.05082300318032218,0.06977904693813763,0.08622967405906247,0.03230779596457873,0.09520651935880203,0.0006111773430076267,0.0002921207299433834
gfs_middleCloudLayer_0_mcc_std,gfs,std,0.06545526787414047,0.025092030461393744,0.04229308454213421,0.01670059395143921,0.0035816292268001436,0.0069250479502481555,-1.515755404057586,-0.6227103504163445
gfs_heightAboveGround_2_2d_max,gfs,max,0.06508580171764594,0.048939008179796906,0.06998528809607435,0.08313534705141208,0.05008083355961965,0.08097719060074644,1.4570970490334503,0.42487429035389823
gfs_lowCloudLayer_0_lcc_min,gfs,min,0.06504301054977424,0.01713768322945719,0.05543269207774015,0.015009097823528387,0.0015735811275330912,0.013398205065392643,2.7128663294371727,0.7155175252095773
gfs_isobaricInhPa_700_t_mean,gfs,mean,0.0650415224438603,0.056416454045968845,0.06816432736060601,0.05691071474888661,0.055609833852747356,0.06722320639535903,1.2006528637404017,0.11565436609396329
gfs_planetaryBoundaryLayer_0_u_max,gfs,max,0.06499446190662,0.05299627359386916,0.10394112451808607,0.02818370053854529,0.015490272857450985,0.05858358130831428,-0.3742563601424296,0.594742776698344
ldaps_etc_0_VLCDC_min,ldaps,min,0.06475359669350922,0.02442026591973201,0.04735810614589753,0.0275837273850848,0.004649857786573616,0.008975862909245898,0.0412094481934696,0.017286088645450684
gfs_surface_0_dlwrf_min,gfs,min,0.06473560945696116,0.05727449852840605,0.06639419906581645,0.039720148814198906,0.03716007221634868,0.07150545280233492,8.625986098639771,3.4844643461291867
gfs_middleCloudLayer_0_mcc_min,gfs,min,0.06405558404401102,0.04341967969914884,0.021573529573848726,0.015471882609856925,0.007508960164695563,0.0031936194249706784,-2.153564720676412,-1.5638330894487051
gfs_isobaricInhPa_700_t_max,gfs,max,0.06370136285028455,0.057957950711168604,0.0638373052042645,0.05948560931816382,0.05709772669938691,0.06766054621565792,1.156329020825524,0.1534569527111671
gfs_heightAboveGround_80_u_min,gfs,min,0.06293040051961274,0.043968924356268424,0.10269307177358661,0.015994282394039685,0.01420639343459319,0.04656370801510066,-0.2568404063562058,0.27890943264632956
gfs_heightAboveGround_100_100u_min,gfs,min,0.06261466213471484,0.04516893279425538,0.10351694463212546,0.01746933433511361,0.013024945056499643,0.04653477691439782,-0.2745737241866769,0.2936654387234686
gfs_heightAboveGround_2_2t_std,gfs,std,0.06164897237254041,0.046682400588532014,0.05587330055102316,0.025554724302465203,0.02678004476154748,0.026816123323796594,-0.08769322250090461,0.008841557780004283
ldaps_etc_0_lcc_std,ldaps,std,0.061439396373294874,0.03487895580106454,0.029552673118864725,0.011798841861340118,0.003967430722320531,0.005505620082650985,0.006648212304719868,0.004398057370493515
gfs_isobaricInhPa_700_u_max,gfs,max,0.061335469395652764,0.044375939274281406,0.09502105146702078,0.018634294937355456,0.019699916454221224,0.05778829190882438,-0.7305359167348175,0.8326932891028722
gfs_heightAboveGround_10_10u_min,gfs,min,0.061162569683646084,0.047451040727748084,0.09662439840696768,0.017820588432653366,0.012393990029223173,0.041171410559440486,-0.15017997758527024,0.191512703203237
gfs_planetaryBoundaryLayer_0_v_std,gfs,std,0.05973083634099685,0.032745020083914445,0.05075028474485055,0.017830585581878618,0.007239638748740123,0.017104059519956954,0.06605995664680786,-0.0005566926879438938
gfs_isobaricInhPa_850_t_mean,gfs,mean,0.05883506156365648,0.06142552804265078,0.05831680596653019,0.08957635395768326,0.034829553068845436,0.04235121482092927,0.7234377810531782,0.12723340940698336
gfs_isobaricInhPa_500_v_std,gfs,std,0.05829421629246456,0.016107399021723978,0.06223170973140091,0.020746312611810737,0.0035971313702648864,0.02404735667293838,-0.06824037462001753,0.019735151166726417
ldaps_surface_0_NDNLW_std,ldaps,std,0.05809529747094255,0.023699808224783903,0.053372607015089946,0.02446204340128574,0.009516494504541359,0.017981988072714672,0.44255397734555935,0.24915727187862302
ldaps_heightAboveGround_50_50MVmax_max,ldaps,max,0.05801748057872322,0.0381869416409375,0.06055082915821042,0.025798087483534453,0.011545026638813792,0.024710394623404786,-0.3186862431000521,0.033365126113669596
ldaps_heightAboveGround_50_50MVmin_std,ldaps,std,0.057642575362622184,0.019905973781751407,0.04696254080470247,0.016904342420886606,0.002388824285213282,0.013155016900834218,-0.032882831587540684,-0.006917925376051404
gfs_isobaricInhPa_500_gh_std,gfs,std,0.05746819404298076,0.03450384639719961,0.07798941541471471,0.03817096308001563,0.007537987152667784,0.05250290195885478,-0.5486223015038405,0.11214398605041609
ldaps_heightAboveGround_50_50MVmax_std,ldaps,std,0.05718959982141686,0.01826641079967184,0.04283822864945691,0.01670794107963662,0.0027490750516147747,0.009021341240000869,-0.03332355666424547,-0.007274225290571756
gfs_isobaricInhPa_850_t_min,gfs,min,0.05641974869647126,0.05343413916869455,0.05705673071944111,0.07858385526540962,0.027265750998732005,0.03491275456420844,0.7548653058456125,0.09521024668140399
gfs_heightAboveGround_2_2t_max,gfs,max,0.05641609666361713,0.06228700037584489,0.05371044583650725,0.08704350802392734,0.05028956505573198,0.04396153631058374,0.5965280949578755,0.23322974839618382
gfs_isobaricInhPa_500_u_max,gfs,max,0.056290965801272574,0.03582693813793586,0.07931965008772657,0.03891781896631123,0.010801697142728973,0.0490064199751611,-1.8725731784247088,0.3991529256416442
gfs_isobaricInhPa_850_t_max,gfs,max,0.05588063196751991,0.06313902331056476,0.057756037453851786,0.07199216308554036,0.044579452979265355,0.04320272852809637,0.7321316967420444,0.1623215968317595
ldaps_heightAboveGround_10_10v_max,ldaps,max,0.05511257436760564,0.024623340297062146,0.054806586137474855,0.023549025231526,0.008413186461580567,0.023039667468269007,-0.21429838587384853,-0.0101715847439936
ldaps_heightAboveGround_10_10v_std,ldaps,std,0.05468415582311831,0.033308673444500725,0.02650664182830631,0.01891248173295631,0.006140095622985259,0.004733263017818231,-0.028567216809823548,-0.014830423251734337
gfs_isobaricInhPa_500_v_max,gfs,max,0.05421533747746787,0.024813025566989777,0.044994274429361325,0.03429830430072189,0.00865805950296278,0.02076528592673156,-0.549877902798362,0.088770581126284
ldaps_heightAboveGround_50_50MVmax_mean,ldaps,mean,0.05399842492111864,0.037036927420261545,0.05474788664301805,0.026733700867974733,0.011211807130238978,0.020806990912716084,-0.2756609140730213,0.04291894265379348
ldaps_heightAboveGround_5_YBLWS_max,ldaps,max,0.05274737622883757,0.03333910094883963,0.0764703912654826,0.027119280034477847,0.013837581606544164,0.03365408021703168,-0.02325229515756505,0.0026088965086544513
gfs_isobaricInhPa_500_u_mean,gfs,mean,0.05257009667671764,0.030288854230522744,0.08046003319822381,0.03943128285103251,0.013320460066045498,0.04403053948724481,-1.816584448642537,0.2707898353352576
gfs_isobaricInhPa_500_u_min,gfs,min,0.052253812436375335,0.025319767481454036,0.07604397953621889,0.035714590711004794,0.00881417785459272,0.03520377951873452,-1.741516602960921,0.14039787076102428
ldaps_heightAboveGround_50_50MVmin_max,ldaps,max,0.052191305489715,0.02984341271609281,0.05366494461045079,0.023617842720228918,0.008822247871345217,0.023623660245109496,-0.3087232512745184,0.0329648073441291
ldaps_heightAboveGround_10_10v_mean,ldaps,mean,0.052055445968576836,0.027584827396733513,0.05149266453178214,0.027239781345207513,0.008702547144833043,0.018463838780914604,-0.17033552738285085,0.012811174706130024
gfs_heightAboveGround_10_10v_mean,gfs,mean,0.05174836978971881,0.04175193907033081,0.0678953482351018,0.02829345854724642,0.009929172939471789,0.04350953824660906,-0.10612326972254309,0.06445997389403912
gfs_isobaricInhPa_500_v_mean,gfs,mean,0.05161430379361209,0.018656338417654905,0.041890610147335305,0.03367175121367478,0.005787300859766078,0.02468720912008137,-0.4513994357552087,0.05951285929065586
gfs_heightAboveGround_80_v_mean,gfs,mean,0.050890986845299635,0.03838356738917703,0.0617240871788185,0.024398740712400467,0.010729062776959772,0.03406893199592872,-0.13618793054878056,0.07550699388656701
ldaps_heightAboveGround_50_50MVmin_mean,ldaps,mean,0.05084477758262146,0.03600846758010512,0.05143181547745351,0.023409098316055352,0.009268536600542205,0.02134970440815767,-0.26664215561836185,0.04332968948816285
ldaps_heightAboveGround_50_50MVmin_min,ldaps,min,0.05071119245916819,0.03502463070115536,0.044549467406580834,0.02337201765767562,0.0086798435267977,0.017320766436513417,-0.20622403436694348,0.054034852872873684
gfs_heightAboveGround_100_100v_mean,gfs,mean,0.05050479411840236,0.039353160391398245,0.06008304806859077,0.025307019709549884,0.010432234290410423,0.032826751983483934,-0.14065107459981435,0.07595893638616408
gfs_planetaryBoundaryLayer_0_v_mean,gfs,mean,0.050172179702682396,0.04289127585328545,0.05507677401188804,0.018280840209630986,0.012399766681089008,0.015619543593621195,-0.12640925418926863,0.020920095886542228
gfs_isobaricInhPa_700_u_mean,gfs,mean,0.04993345242339542,0.045631555793083756,0.08298271816592084,0.013384061911608673,0.014265163756994863,0.04366393686357237,-0.5772228284801244,0.7536676226040662
gfs_heightAboveGround_100_100v_max,gfs,max,0.04991486084689106,0.04649089712400134,0.05977345238028392,0.026265831997962123,0.01061515866351039,0.034463931981424466,-0.03942024910746911,0.09285990988267301
ldaps_heightAboveGround_10_10v_min,ldaps,min,0.0495599378390217,0.029525160362646075,0.04484975744958451,0.026239469526432337,0.006351601725650284,0.015653096642727363,-0.12336357157364408,0.041193804244890775
gfs_heightAboveGround_80_v_max,gfs,max,0.04870501774238137,0.04409355866373288,0.060526165020792555,0.02611105845572439,0.010627340894830214,0.03490741689956535,-0.03729861229353171,0.08877578874212455
ldaps_heightAboveGround_50_50MVmax_min,ldaps,min,0.04855349736861285,0.03357566545710311,0.043821785280101444,0.026133551048083903,0.007803832114060592,0.018099058064604157,-0.2187805957151629,0.052906082238329016
ldaps_heightAboveGround_5_YBLWS_std,ldaps,std,0.04851661313644273,0.035917921156713384,0.07112880089647933,0.014733193835520764,0.01253832615209917,0.03396675400394819,-0.0040662034984592366,0.0016636981590129052
gfs_isobaricInhPa_700_u_std,gfs,std,0.04832932623450931,0.05414234877545998,0.0975322208268321,0.010858689321472301,0.015668890222271328,0.04331409143029558,-0.08245513756897815,0.07462222447306277
gfs_heightAboveGround_10_10v_max,gfs,max,0.04825252957210863,0.03393523373162072,0.05920305286823374,0.029010964101494684,0.00765162031279372,0.042547024570090776,-0.04370504489950067,0.05536893776512675
gfs_planetaryBoundaryLayer_0_v_min,gfs,min,0.04810412837230793,0.020788846081231216,0.04289560038272372,0.019914955443063195,0.004693142674403123,0.020506777823656053,-0.18862928349686126,0.0290431739877266
gfs_heightAboveGround_10_10v_min,gfs,min,0.04758154976366538,0.022617128731716618,0.05967388006424201,0.01931651447612288,0.004996048119794156,0.036724574222224374,-0.16999256122213358,0.09608572875154131
gfs_isobaricInhPa_500_v_min,gfs,min,0.04753959037551836,0.020427325129252605,0.035202238509398964,0.03272203522389652,0.006614795016496522,0.022554652600387783,-0.35353101657988084,0.0342323576547825
gfs_isobaricInhPa_500_t_std,gfs,std,0.046759894357736614,0.03741998290102022,0.0719883929950999,0.016751573407588424,0.006536686750039699,0.03135704098970908,-0.02885432928820575,0.013478001401750483
ldaps_surface_0_SNOM_max,ldaps,max,0.04660429956297263,0.01876255033007168,0.03427501391707666,0.002539953455702307,0.001987377695874145,0.021892449096582264,0.03438124040394319,0.014553969807123044
ldaps_surface_0_SNOM_std,ldaps,std,0.04660334431594493,0.01876255033007168,0.033936396255162316,0.0,0.0,0.014523660069522602,0.00769324180015013,0.002847475692365576
ldaps_surface_0_SNOM_mean,ldaps,mean,0.046559000059368305,0.01876255033007168,0.03288341026210706,0.0025333870427599976,0.0020045521567110666,0.020786510981514177,0.019059840632462726,0.009789264867551179
gfs_planetaryBoundaryLayer_0_v_max,gfs,max,0.045980503759072505,0.03958540705542002,0.05521605307972588,0.022035492229551312,0.01123327268579937,0.02189170906479679,-0.00039040134453527386,0.03559226205766608
gfs_heightAboveGround_2_2t_mean,gfs,mean,0.04537403886553147,0.040024465209501314,0.03868538496235254,0.05802766853812156,0.02283409520625412,0.031159119114314057,0.791501450474982,0.28804067907901754
gfs_heightAboveGround_100_100v_min,gfs,min,0.04519459538647136,0.019760979616142094,0.046939229407753594,0.01951476060589971,0.010377371017273783,0.027311121767561827,-0.16984831718330273,0.07671417839151085
ldaps_heightAboveGround_2_t_max,ldaps,max,0.04508958969449875,0.043523535032287675,0.04851359423244988,0.06709382464195322,0.027314763619888834,0.03499106437415186,0.6496845284390815,0.18671420114219472
gfs_heightAboveGround_80_v_min,gfs,min,0.0450505025457138,0.02033360664686601,0.048624134405808164,0.020008588315004017,0.009549296700726182,0.026771137456864227,-0.16698116986052547,0.08065148300576386
ldaps_heightAboveGround_50_50MUmin_std,ldaps,std,0.044901263067909314,0.013295093487352694,0.04028208395845767,0.01304237456914718,0.002493421886223337,0.009372378049246592,-0.06212605487434608,-0.006527999430316234
ldaps_surface_0_sp_min,ldaps,min,0.044795159166768905,0.03629815502015418,0.06272092579140112,0.03358701983385466,0.018734214500069356,0.06109521390888899,36.16786608003895,-46.98136532740318
ldaps_heightAboveGround_5_YBLWS_mean,ldaps,mean,0.04412973538695586,0.03394911948989432,0.05818489761741652,0.019727979325070675,0.015171181519064745,0.018762119291940813,-0.017671891584379144,0.00013044523618668813
ldaps_heightAboveGround_50_50MUmax_std,ldaps,std,0.043311127673924865,0.015160554913804886,0.038576253930690085,0.013950141001294873,0.004709234211827894,0.008575943168420464,-0.055810349107678014,-0.005774769749380626
ldaps_heightAboveGround_5_XBLWS_min,ldaps,min,0.04322119798946361,0.03553339420353435,0.05831827466144113,0.017855171271066544,0.005524374125980107,0.02887780771760831,-0.004992441215543646,0.0015388297480251542
