source,grid_id,target,wind_feature,spearman_corr,pearson_corr,n
ldaps,2,kpx_group_3,blwind_speed,0.5943908200774529,0.5309258421665451,17538
ldaps,3,kpx_group_1,wind10_speed,0.7711709721010899,0.7612017036489503,26200
ldaps,3,kpx_group_1,wind50max_speed,0.7843074726158514,0.7691675180060129,26200
ldaps,3,kpx_group_1,wind50min_speed,0.7452327429438617,0.7459709400640432,26200
ldaps,3,kpx_group_1,blwind_speed,0.43427668822535925,0.4015184028983269,26200
ldaps,3,kpx_group_2,wind10_speed,0.7786787377987704,0.7697189179942883,26201
ldaps,3,kpx_group_2,wind50max_speed,0.7924192452667969,0.7798546566946344,26201
ldaps,3,kpx_group_2,wind50min_speed,0.7552996666402783,0.7546168291227953,26201
ldaps,3,kpx_group_2,blwind_speed,0.46080098580300294,0.42724879806298016,26201
ldaps,3,kpx_group_3,wind10_speed,0.7920618628291137,0.7606933868454865,17538
ldaps,3,kpx_group_3,wind50max_speed,0.805139888470296,0.7692224500966067,17538
ldaps,3,kpx_group_3,wind50min_speed,0.7663661429331439,0.7428215809523249,17538
ldaps,3,kpx_group_3,blwind_speed,0.4535913652702945,0.43703581369306826,17538
ldaps,4,kpx_group_1,wind10_speed,0.44236561768741206,0.4732687797120759,26200
ldaps,4,kpx_group_1,wind50max_speed,0.5173493774748443,0.5273842937811329,26200
ldaps,4,kpx_group_1,wind50min_speed,0.3921677044649945,0.4227985243869468,26200
ldaps,4,kpx_group_1,blwind_speed,0.3952970134743711,0.33199769667912976,26200
ldaps,4,kpx_group_2,wind10_speed,0.45989265822037095,0.4910107735913939,26201
ldaps,4,kpx_group_2,wind50max_speed,0.535149907244352,0.5467648901236916,26201
ldaps,4,kpx_group_2,wind50min_speed,0.40899641159404815,0.4383725968057918,26201
ldaps,4,kpx_group_2,blwind_speed,0.42815862301568236,0.36239924023002396,26201
ldaps,4,kpx_group_3,wind10_speed,0.47097724703125066,0.503353755168158,17538
ldaps,4,kpx_group_3,wind50max_speed,0.5492745588689726,0.5571627422840121,17538
ldaps,4,kpx_group_3,wind50min_speed,0.4148311488254385,0.4468061275315935,17538
ldaps,4,kpx_group_3,blwind_speed,0.42129048508647887,0.37860471253226374,17538
ldaps,5,kpx_group_1,wind10_speed,0.6338482273544921,0.6149493904240577,26200
ldaps,5,kpx_group_1,wind50max_speed,0.6599537728242014,0.6342351916551514,26200
ldaps,5,kpx_group_1,wind50min_speed,0.5659263345398718,0.5696530764994997,26200
ldaps,5,kpx_group_1,blwind_speed,0.46899359392044826,0.3864345499266059,26200
ldaps,5,kpx_group_2,wind10_speed,0.6470955342475937,0.6284668715803285,26201
ldaps,5,kpx_group_2,wind50max_speed,0.67409951854443,0.6500681102560372,26201
ldaps,5,kpx_group_2,wind50min_speed,0.5807878082679722,0.5823441303365062,26201
ldaps,5,kpx_group_2,blwind_speed,0.5017273242528969,0.41574651643149935,26201
ldaps,5,kpx_group_3,wind10_speed,0.6582524603726063,0.6315385615894558,17538
ldaps,5,kpx_group_3,wind50max_speed,0.6879104538936239,0.6524639161193172,17538
ldaps,5,kpx_group_3,wind50min_speed,0.5865547525098981,0.5823558987973713,17538
ldaps,5,kpx_group_3,blwind_speed,0.494906057209501,0.43020370189520224,17538
ldaps,6,kpx_group_1,wind10_speed,0.7749749333970841,0.7480335818061832,26200
ldaps,6,kpx_group_1,wind50max_speed,0.7773370632611544,0.7434517304516426,26200
ldaps,6,kpx_group_1,wind50min_speed,0.7324661930273126,0.7177502256442734,26200
ldaps,6,kpx_group_1,blwind_speed,0.5065705849270704,0.42616236642925925,26200
ldaps,6,kpx_group_2,wind10_speed,0.7833621225374654,0.7566188968953523,26201
ldaps,6,kpx_group_2,wind50max_speed,0.7861044899829329,0.7544042700238844,26201
ldaps,6,kpx_group_2,wind50min_speed,0.7432071725500092,0.7263827430486606,26201
ldaps,6,kpx_group_2,blwind_speed,0.5382818662020599,0.45386545320432253,26201
ldaps,6,kpx_group_3,wind10_speed,0.7951292819457916,0.7481049449245075,17538
ldaps,6,kpx_group_3,wind50max_speed,0.7994838020172937,0.7468145011020415,17538
ldaps,6,kpx_group_3,wind50min_speed,0.751561821801538,0.7165012876133792,17538
ldaps,6,kpx_group_3,blwind_speed,0.5344554548458585,0.4670965507545387,17538
ldaps,7,kpx_group_1,wind10_speed,0.7950139981033875,0.7861113751918336,26200
ldaps,7,kpx_group_1,wind50max_speed,0.8017223810246111,0.785923829465674,26200
ldaps,7,kpx_group_1,wind50min_speed,0.7721822992350985,0.7702806945204611,26200
ldaps,7,kpx_group_1,blwind_speed,0.44571798519566835,0.4015832310885128,26200
ldaps,7,kpx_group_2,wind10_speed,0.801358910913898,0.7924781184201087,26201
ldaps,7,kpx_group_2,wind50max_speed,0.8082756786804229,0.7943693005647745,26201
ldaps,7,kpx_group_2,wind50min_speed,0.7805642801842616,0.7767400717675849,26201
ldaps,7,kpx_group_2,blwind_speed,0.47682400933014135,0.42896743276348664,26201
ldaps,7,kpx_group_3,wind10_speed,0.8138830597940065,0.7806195493625389,17538
ldaps,7,kpx_group_3,wind50max_speed,0.8208689601935052,0.7818780535171276,17538
ldaps,7,kpx_group_3,wind50min_speed,0.7910768345902964,0.7628487322196127,17538
ldaps,7,kpx_group_3,blwind_speed,0.4732928711863491,0.4404113437696945,17538
ldaps,8,kpx_group_1,wind10_speed,0.7868548887916804,0.7820733532196454,26200
ldaps,8,kpx_group_1,wind50max_speed,0.8004798959834444,0.7909583625626637,26200
ldaps,8,kpx_group_1,wind50min_speed,0.764441118205865,0.7700352010467193,26200
ldaps,8,kpx_group_1,blwind_speed,0.3748450574478193,0.350733139141769,26200
ldaps,8,kpx_group_2,wind10_speed,0.7938547498221667,0.7894745475588529,26201
ldaps,8,kpx_group_2,wind50max_speed,0.8076582143002066,0.8000062190521842,26201
ldaps,8,kpx_group_2,wind50min_speed,0.7732126901449696,0.7770333592824278,26201
ldaps,8,kpx_group_2,blwind_speed,0.40150266389020717,0.3782095076752448,26201
ldaps,8,kpx_group_3,wind10_speed,0.8067574442887308,0.7788058058234595,17538
ldaps,8,kpx_group_3,wind50max_speed,0.8202941724039403,0.7872756658031259,17538
ldaps,8,kpx_group_3,wind50min_speed,0.7842845409478715,0.7633068143707623,17538
ldaps,8,kpx_group_3,blwind_speed,0.3952516879801593,0.3838341144108224,17538
ldaps,9,kpx_group_1,wind10_speed,0.4355492931250862,0.4665284463548253,26200
ldaps,9,kpx_group_1,wind50max_speed,0.5011069048423694,0.5132867500006926,26200
ldaps,9,kpx_group_1,wind50min_speed,0.3744603899908958,0.4067091561938621,26200
ldaps,9,kpx_group_1,blwind_speed,0.3344407229057338,0.29364925552100696,26200
ldaps,9,kpx_group_2,wind10_speed,0.4506205175902466,0.4822116765155698,26201
ldaps,9,kpx_group_2,wind50max_speed,0.5173252989700371,0.5315276573512497,26201
ldaps,9,kpx_group_2,wind50min_speed,0.38937909334106996,0.42084503791030153,26201
ldaps,9,kpx_group_2,blwind_speed,0.3665775395533357,0.32382039645972654,26201
ldaps,9,kpx_group_3,wind10_speed,0.46139319251568367,0.49316684518615167,17538
ldaps,9,kpx_group_3,wind50max_speed,0.5316978746936626,0.5412405556541453,17538
ldaps,9,kpx_group_3,wind50min_speed,0.3953013272053763,0.42831694251298563,17538
ldaps,9,kpx_group_3,blwind_speed,0.35774569175905996,0.34007080713563875,17538
ldaps,10,kpx_group_1,wind10_speed,0.5982195492784755,0.5871355875805588,26200
ldaps,10,kpx_group_1,wind50max_speed,0.6285716365045108,0.6095822466881721,26200
ldaps,10,kpx_group_1,wind50min_speed,0.527437755938025,0.5362517350200781,26200
ldaps,10,kpx_group_1,blwind_speed,0.3156854405314744,0.2923122177743791,26200
ldaps,10,kpx_group_2,wind10_speed,0.6098814764641599,0.5994197797414597,26201
ldaps,10,kpx_group_2,wind50max_speed,0.6420925333594595,0.6249351185222651,26201
ldaps,10,kpx_group_2,wind50min_speed,0.5407740695554021,0.5479521395634865,26201
ldaps,10,kpx_group_2,blwind_speed,0.3497880350360731,0.32287044731134246,26201
ldaps,10,kpx_group_3,wind10_speed,0.6209828580512143,0.6019942540927667,17538
ldaps,10,kpx_group_3,wind50max_speed,0.6559852128900365,0.6267198926073322,17538
ldaps,10,kpx_group_3,wind50min_speed,0.546094268223247,0.5470279769421362,17538
ldaps,10,kpx_group_3,blwind_speed,0.3394366203108339,0.33456843137789466,17538
ldaps,11,kpx_group_1,wind10_speed,0.7572030983967335,0.726898823569867,26200
ldaps,11,kpx_group_1,wind50max_speed,0.7625494464972478,0.7262682040297951,26200
ldaps,11,kpx_group_1,wind50min_speed,0.706409681969703,0.6916727036390787,26200
ldaps,11,kpx_group_1,blwind_speed,0.3233661757847657,0.3039776480489969,26200
ldaps,11,kpx_group_2,wind10_speed,0.7649076579425015,0.7352504767282992,26201
ldaps,11,kpx_group_2,wind50max_speed,0.7713066016810213,0.7372146589717148,26201
ldaps,11,kpx_group_2,wind50min_speed,0.7163099964769349,0.6996986335590628,26201
ldaps,11,kpx_group_2,blwind_speed,0.3565497896180461,0.3343967561688076,26201
ldaps,11,kpx_group_3,wind10_speed,0.7769480029595398,0.7275020911599841,17538
ldaps,11,kpx_group_3,wind50max_speed,0.7858666266102591,0.7299109386267848,17538
ldaps,11,kpx_group_3,wind50min_speed,0.7242598192626772,0.6899715308316251,17538
ldaps,11,kpx_group_3,blwind_speed,0.3492030672389157,0.3448791479330872,17538
ldaps,12,kpx_group_1,wind10_speed,0.7980662704267366,0.7860752746777957,26200
ldaps,12,kpx_group_1,wind50max_speed,0.8037285173852957,0.7845505987701034,26200
ldaps,12,kpx_group_1,wind50min_speed,0.7708741434515662,0.7666843024797335,26200
ldaps,12,kpx_group_1,blwind_speed,0.34427932374409065,0.31472347259632,26200
ldaps,12,kpx_group_2,wind10_speed,0.803516584692562,0.7916095127088778,26201
ldaps,12,kpx_group_2,wind50max_speed,0.809509563398023,0.7921245571853611,26201
ldaps,12,kpx_group_2,wind50min_speed,0.7778604605686893,0.7718055330957801,26201
ldaps,12,kpx_group_2,blwind_speed,0.37441685663048957,0.34413979876481077,26201
ldaps,12,kpx_group_3,wind10_speed,0.8167296175335645,0.779079390613648,17538
ldaps,12,kpx_group_3,wind50max_speed,0.8239621807706782,0.779542967112959,17538
ldaps,12,kpx_group_3,wind50min_speed,0.7884064044193262,0.7575077418433397,17538
ldaps,12,kpx_group_3,blwind_speed,0.369636536493451,0.35226454023179415,17538
ldaps,13,kpx_group_1,wind10_speed,0.795543879007996,0.7924835126180729,26200
ldaps,13,kpx_group_1,wind50max_speed,0.8075004374975355,0.7991619370318339,26200
ldaps,13,kpx_group_1,wind50min_speed,0.7729403587528423,0.779016088718414,26200
ldaps,13,kpx_group_1,blwind_speed,0.3565743323623155,0.31589749796196875,26200
ldaps,13,kpx_group_2,wind10_speed,0.800616609351128,0.7972897313305601,26201
ldaps,13,kpx_group_2,wind50max_speed,0.8127937663574298,0.8057654846983944,26201
ldaps,13,kpx_group_2,wind50min_speed,0.7793795631399906,0.7832617569150342,26201
ldaps,13,kpx_group_2,blwind_speed,0.3840130696661332,0.34464559867040057,26201
ldaps,13,kpx_group_3,wind10_speed,0.8134959079320655,0.7848559363954757,17538
ldaps,13,kpx_group_3,wind50max_speed,0.8263124368994054,0.7918262348864035,17538
ldaps,13,kpx_group_3,wind50min_speed,0.790097417434566,0.7682020265650426,17538
ldaps,13,kpx_group_3,blwind_speed,0.37756994888491063,0.3457988357711058,17538
ldaps,14,kpx_group_1,wind10_speed,0.6459682837403258,0.6230561067697449,26200
ldaps,14,kpx_group_1,wind50max_speed,0.663454787703325,0.635096493945731,26200
ldaps,14,kpx_group_1,wind50min_speed,0.5735470457646428,0.572472144370888,26200
ldaps,14,kpx_group_1,blwind_speed,0.2982568255697208,0.2758418070947141,26200
ldaps,14,kpx_group_2,wind10_speed,0.6556006332413901,0.6345167847298415,26201
ldaps,14,kpx_group_2,wind50max_speed,0.6754040865838593,0.6502356170094578,26201
ldaps,14,kpx_group_2,wind50min_speed,0.5856596026183426,0.5840303875724726,26201
ldaps,14,kpx_group_2,blwind_speed,0.3277308607640796,0.3056786491505852,26201
ldaps,14,kpx_group_3,wind10_speed,0.6660334143078092,0.6319327696631473,17538
ldaps,14,kpx_group_3,wind50max_speed,0.689344599623488,0.6476565889335698,17538
ldaps,14,kpx_group_3,wind50min_speed,0.5915026806859399,0.5787946406534674,17538
ldaps,14,kpx_group_3,blwind_speed,0.3167794551468698,0.3148396169822176,17538
ldaps,15,kpx_group_1,wind10_speed,0.7631343355262593,0.7351969303948424,26200
ldaps,15,kpx_group_1,wind50max_speed,0.7680878614047874,0.7340517185064314,26200
ldaps,15,kpx_group_1,wind50min_speed,0.7167860607086404,0.7021247155749416,26200
ldaps,15,kpx_group_1,blwind_speed,0.3383624971416311,0.2874418431836156,26200
ldaps,15,kpx_group_2,wind10_speed,0.7689558570021693,0.7426688769648161,26201
ldaps,15,kpx_group_2,wind50max_speed,0.7752969381826463,0.7443788297480779,26201
ldaps,15,kpx_group_2,wind50min_speed,0.7247391530951312,0.7092889170050578,26201
ldaps,15,kpx_group_2,blwind_speed,0.3634236479716792,0.31638194693899707,26201
ldaps,15,kpx_group_3,wind10_speed,0.782259357442937,0.7329455167962404,17538
ldaps,15,kpx_group_3,wind50max_speed,0.79119512864544,0.7351845422019736,17538
ldaps,15,kpx_group_3,wind50min_speed,0.7340640634851766,0.6976106975369717,17538
ldaps,15,kpx_group_3,blwind_speed,0.3539680864258423,0.3210000749901725,17538
ldaps,16,kpx_group_1,wind10_speed,0.7926477791319809,0.7809983985222587,26200
ldaps,16,kpx_group_1,wind50max_speed,0.7998071595672724,0.781362035800871,26200
ldaps,16,kpx_group_1,wind50min_speed,0.7649746345531974,0.7612550505246216,26200
ldaps,16,kpx_group_1,blwind_speed,0.38446123252678577,0.3118114462796635,26200
ldaps,16,kpx_group_2,wind10_speed,0.7966260783273256,0.7859374236135693,26201
ldaps,16,kpx_group_2,wind50max_speed,0.8043377075765828,0.7882288125144528,26201
ldaps,16,kpx_group_2,wind50min_speed,0.770068070329978,0.7652476457581968,26201
ldaps,16,kpx_group_2,blwind_speed,0.4092796451036171,0.3409224702037142,26201
ldaps,16,kpx_group_3,wind10_speed,0.8116367558088308,0.7735329850612559,17538
ldaps,16,kpx_group_3,wind50max_speed,0.8211029513347495,0.7758558961634996,17538
ldaps,16,kpx_group_3,wind50min_speed,0.7821868080639982,0.7511179764937302,17538
ldaps,16,kpx_group_3,blwind_speed,0.3999198895347509,0.3404165861940551,17538
gfs,1,kpx_group_1,wind10_speed,0.6120837832510365,0.5484819023461747,26200
gfs,1,kpx_group_1,wind80_speed,0.6497262496700765,0.5594536260391344,26200
gfs,1,kpx_group_1,wind100_speed,0.6567801829724295,0.5669052797448952,26200
gfs,1,kpx_group_1,pblwind_speed,0.560278271764356,0.5271645343721054,26200
gfs,1,kpx_group_1,wind850_speed,0.7915985266936068,0.7658864756789876,26200
gfs,1,kpx_group_1,wind700_speed,0.49350216920980283,0.509824803669323,26200
gfs,1,kpx_group_1,wind500_speed,0.3067107067585196,0.3064870526944752,26200
gfs,1,kpx_group_2,wind10_speed,0.6251957107769165,0.5590760506887805,26201
gfs,1,kpx_group_2,wind80_speed,0.664706118917499,0.571449057859014,26201
gfs,1,kpx_group_2,wind100_speed,0.6720257395131356,0.5794819374059055,26201
gfs,1,kpx_group_2,pblwind_speed,0.5787010038360454,0.5460571008758341,26201
gfs,1,kpx_group_2,wind850_speed,0.8123829516584613,0.7952819542783107,26201
gfs,1,kpx_group_2,wind700_speed,0.4988776450344818,0.5216306958457849,26201
gfs,1,kpx_group_2,wind500_speed,0.2985801209656427,0.30119957055986024,26201
gfs,1,kpx_group_3,wind10_speed,0.6563015638099842,0.5706205938973498,17538
gfs,1,kpx_group_3,wind80_speed,0.693397596044769,0.5832388380513249,17538
gfs,1,kpx_group_3,wind100_speed,0.6996754458764197,0.5904582586000032,17538
gfs,1,kpx_group_3,pblwind_speed,0.6035526847635727,0.5576792848090903,17538
gfs,1,kpx_group_3,wind850_speed,0.8056942110045702,0.7729524176854072,17538
gfs,1,kpx_group_3,wind700_speed,0.4980730991773614,0.5089792314112958,17538
gfs,1,kpx_group_3,wind500_speed,0.31158827417458085,0.2939622922151091,17538
gfs,2,kpx_group_1,wind10_speed,0.6660798224284058,0.6407629692404723,26200
gfs,2,kpx_group_1,wind80_speed,0.7134681820107772,0.6551629708110696,26200
gfs,2,kpx_group_1,wind100_speed,0.7159601391536781,0.6579704984016982,26200
gfs,2,kpx_group_1,pblwind_speed,0.6803541975152831,0.5932491174012452,26200
gfs,2,kpx_group_1,wind850_speed,0.7554989404967911,0.7264230641684153,26200
gfs,2,kpx_group_1,wind700_speed,0.4576936992292614,0.4686852416542064,26200
gfs,2,kpx_group_1,wind500_speed,0.3054286522549958,0.300978740366407,26200
gfs,2,kpx_group_2,wind10_speed,0.6695390116949775,0.644952781497255,26201
gfs,2,kpx_group_2,wind80_speed,0.7228013502741993,0.665186851959528,26201
gfs,2,kpx_group_2,wind100_speed,0.7264601133850215,0.6688869752243398,26201
gfs,2,kpx_group_2,pblwind_speed,0.6914750857206196,0.6069817729746693,26201
gfs,2,kpx_group_2,wind850_speed,0.7771964203028888,0.7547731839378783,26201
gfs,2,kpx_group_2,wind700_speed,0.46015973717054665,0.47672058183740773,26201
gfs,2,kpx_group_2,wind500_speed,0.2972678089051311,0.29561784779720207,26201
gfs,2,kpx_group_3,wind10_speed,0.6881042651886626,0.6364804411366142,17538
gfs,2,kpx_group_3,wind80_speed,0.7453325915104193,0.6601523850887409,17538
gfs,2,kpx_group_3,wind100_speed,0.7490288085246858,0.6639281993056291,17538
gfs,2,kpx_group_3,pblwind_speed,0.7180703883363746,0.6096131870966425,17538
gfs,2,kpx_group_3,wind850_speed,0.7644577216015925,0.7336496496219822,17538
gfs,2,kpx_group_3,wind700_speed,0.46105541128110866,0.4629869240075381,17538
gfs,2,kpx_group_3,wind500_speed,0.30951240758039805,0.28736923354301863,17538
gfs,3,kpx_group_1,wind10_speed,0.21809274986970503,0.2125040902715054,26200
gfs,3,kpx_group_1,wind80_speed,0.25682587309740273,0.2503639807463879,26200
gfs,3,kpx_group_1,wind100_speed,0.2596575284674247,0.25434305360861603,26200
gfs,3,kpx_group_1,pblwind_speed,0.2649131909326394,0.2915641577297,26200
gfs,3,kpx_group_1,wind850_speed,0.6755616727014927,0.6553744051199883,26200
gfs,3,kpx_group_1,wind700_speed,0.4657441152977387,0.4641357406503137,26200
gfs,3,kpx_group_1,wind500_speed,0.31685758369778866,0.31216627975449784,26200
gfs,3,kpx_group_2,wind10_speed,0.23006435899231226,0.22034586725368818,26201
gfs,3,kpx_group_2,wind80_speed,0.270070586649663,0.25959011510986923,26201
gfs,3,kpx_group_2,wind100_speed,0.2731993629115385,0.2637134164909092,26201
gfs,3,kpx_group_2,pblwind_speed,0.2775596109785728,0.2990935539871049,26201
gfs,3,kpx_group_2,wind850_speed,0.6951966783410158,0.6809819422320744,26201
gfs,3,kpx_group_2,wind700_speed,0.46679159581994795,0.46992739114030135,26201
gfs,3,kpx_group_2,wind500_speed,0.30922444418416145,0.3073626585764065,26201
gfs,3,kpx_group_3,wind10_speed,0.2149234364033792,0.18393601731640297,17538
gfs,3,kpx_group_3,wind80_speed,0.25793673717044335,0.2274934381914338,17538
gfs,3,kpx_group_3,wind100_speed,0.2609239884578018,0.23197512808769324,17538
gfs,3,kpx_group_3,pblwind_speed,0.261746704288347,0.26300969740365854,17538
gfs,3,kpx_group_3,wind850_speed,0.6791553475076104,0.6577368519502454,17538
gfs,3,kpx_group_3,wind700_speed,0.4653053675792701,0.4534192900309859,17538
gfs,3,kpx_group_3,wind500_speed,0.32241076274448816,0.30060610320019715,17538
gfs,4,kpx_group_1,wind10_speed,0.3863319136502091,0.41642979518696743,26200
gfs,4,kpx_group_1,wind80_speed,0.5340531548981003,0.5070558399880863,26200
gfs,4,kpx_group_1,wind100_speed,0.5571069326657998,0.5225886580501231,26200
gfs,4,kpx_group_1,pblwind_speed,0.4187102845549776,0.4762252010330826,26200
gfs,4,kpx_group_1,wind850_speed,0.7927401948671102,0.7676568465600031,26200
gfs,4,kpx_group_1,wind700_speed,0.5174222325124462,0.529650029273985,26200
gfs,4,kpx_group_1,wind500_speed,0.31490501141546623,0.31687649615399227,26200
gfs,4,kpx_group_2,wind10_speed,0.40253024186553144,0.4247127349376928,26201
gfs,4,kpx_group_2,wind80_speed,0.5479529192903644,0.5134044887696119,26201
gfs,4,kpx_group_2,wind100_speed,0.5706280648283754,0.5291110059287798,26201
gfs,4,kpx_group_2,pblwind_speed,0.4380502726635813,0.48982128375658956,26201
gfs,4,kpx_group_2,wind850_speed,0.810914317680316,0.7942189785925016,26201
gfs,4,kpx_group_2,wind700_speed,0.5233521658816831,0.5413194257104249,26201
gfs,4,kpx_group_2,wind500_speed,0.3074228063419023,0.31217922253704306,26201
gfs,4,kpx_group_3,wind10_speed,0.41602588766959353,0.4373771665870287,17538
gfs,4,kpx_group_3,wind80_speed,0.5667667808874544,0.5253717082001721,17538
gfs,4,kpx_group_3,wind100_speed,0.5899678787176127,0.5403818545913744,17538
gfs,4,kpx_group_3,pblwind_speed,0.4513988110995571,0.5048923737389778,17538
gfs,4,kpx_group_3,wind850_speed,0.8009996364475617,0.7644240833119811,17538
gfs,4,kpx_group_3,wind700_speed,0.5197608480640358,0.5286635203190065,17538
gfs,4,kpx_group_3,wind500_speed,0.31974210525668995,0.30441359970983883,17538
gfs,5,kpx_group_1,wind10_speed,0.6890976238459136,0.6193957759904277,26200
gfs,5,kpx_group_1,wind80_speed,0.7067079375488153,0.6149551963503422,26200
gfs,5,kpx_group_1,wind100_speed,0.7079339600774949,0.6178367787580294,26200
gfs,5,kpx_group_1,pblwind_speed,0.6462504631649464,0.5778641309481585,26200
gfs,5,kpx_group_1,wind850_speed,0.7787867183016808,0.7585936181426404,26200
gfs,5,kpx_group_1,wind700_speed,0.46695872121349025,0.4829289265177086,26200
gfs,5,kpx_group_1,wind500_speed,0.30291354266892734,0.3004163937287477,26200
gfs,5,kpx_group_2,wind10_speed,0.6984666739130287,0.6257219046272353,26201
gfs,5,kpx_group_2,wind80_speed,0.721533979516898,0.6247585574109601,26201
gfs,5,kpx_group_2,wind100_speed,0.7236279315963797,0.628410116677414,26201
gfs,5,kpx_group_2,pblwind_speed,0.6628622208662317,0.5924088175664575,26201
gfs,5,kpx_group_2,wind850_speed,0.800283586246811,0.7860704215090962,26201
gfs,5,kpx_group_2,wind700_speed,0.4715236052269332,0.49250842118803095,26201
gfs,5,kpx_group_2,wind500_speed,0.2946581068267952,0.29497386190206604,26201
gfs,5,kpx_group_3,wind10_speed,0.7221186121947312,0.623837022034001,17538
gfs,5,kpx_group_3,wind80_speed,0.7416036772960454,0.6219848664352168,17538
gfs,5,kpx_group_3,wind100_speed,0.7426667852682791,0.6250775232373007,17538
gfs,5,kpx_group_3,pblwind_speed,0.6848670515961266,0.594254447480518,17538
gfs,5,kpx_group_3,wind850_speed,0.7878292474316784,0.7605060937659596,17538
gfs,5,kpx_group_3,wind700_speed,0.47075696390857447,0.4813496905521549,17538
gfs,5,kpx_group_3,wind500_speed,0.30627908425766937,0.28632654655727524,17538
gfs,6,kpx_group_1,wind10_speed,0.3667599314296066,0.3793030421485918,26200
gfs,6,kpx_group_1,wind80_speed,0.41261427399405065,0.41958200838994975,26200
gfs,6,kpx_group_1,wind100_speed,0.40913196715191036,0.4195351239943998,26200
gfs,6,kpx_group_1,pblwind_speed,0.44764147189826414,0.43592737832994,26200
gfs,6,kpx_group_1,wind850_speed,0.6746804826885902,0.6505288808758628,26200
gfs,6,kpx_group_1,wind700_speed,0.44875169852774865,0.45251619850541863,26200
gfs,6,kpx_group_1,wind500_speed,0.30873526854525396,0.30372059400322915,26200
gfs,6,kpx_group_2,wind10_speed,0.3796288842805014,0.38610764442108614,26201
gfs,6,kpx_group_2,wind80_speed,0.4328557278199873,0.43243256052444956,26201
gfs,6,kpx_group_2,wind100_speed,0.43062478188412784,0.43323607655996355,26201
gfs,6,kpx_group_2,pblwind_speed,0.4679135209500718,0.4476553877451511,26201
gfs,6,kpx_group_2,wind850_speed,0.6989172404359615,0.6791390517076268,26201
gfs,6,kpx_group_2,wind700_speed,0.4506366674229628,0.4589320780837341,26201
gfs,6,kpx_group_2,wind500_speed,0.30071370624614985,0.298488249585775,26201
gfs,6,kpx_group_3,wind10_speed,0.3805932014568882,0.3648398278775464,17538
gfs,6,kpx_group_3,wind80_speed,0.42735218097062455,0.41091759843153164,17538
gfs,6,kpx_group_3,wind100_speed,0.4240535846058846,0.41196243704522045,17538
gfs,6,kpx_group_3,pblwind_speed,0.4677307572406577,0.4331902477895003,17538
gfs,6,kpx_group_3,wind850_speed,0.6793904592911172,0.6513205447670642,17538
gfs,6,kpx_group_3,wind700_speed,0.4490311583077958,0.4449564295701558,17538
gfs,6,kpx_group_3,wind500_speed,0.31322622332221867,0.29017942979874045,17538
gfs,7,kpx_group_1,wind10_speed,0.3967368585094019,0.38377138324592347,26200
gfs,7,kpx_group_1,wind80_speed,0.5024944330237393,0.4701571381587883,26200
gfs,7,kpx_group_1,wind100_speed,0.5172891599082502,0.48224998983000306,26200
gfs,7,kpx_group_1,pblwind_speed,0.4378699241991038,0.43030636549835455,26200
gfs,7,kpx_group_1,wind850_speed,0.7772825368900806,0.7468642722833018,26200
gfs,7,kpx_group_1,wind700_speed,0.5144404780896025,0.5231289215305504,26200
gfs,7,kpx_group_1,wind500_speed,0.31751635722484084,0.3196579479187062,26200
