target,month,hour,rows,eligible_rate,near_eval_threshold_rate,near_low_ficr_band_rate,mid_power_rate,high_power_rate,mean_ratio
kpx_group_1,1,17,93,0.6774193548387096,0.043010752688172046,0.1935483870967742,0.5376344086021505,0.06451612903225806,0.3445439849661489
kpx_group_1,1,18,93,0.7096774193548387,0.021505376344086023,0.22580645161290322,0.5161290322580645,0.08602150537634409,0.3635301204699324
kpx_group_1,1,19,93,0.7204301075268817,0.053763440860215055,0.1827956989247312,0.5161290322580645,0.11827956989247312,0.39653445838311435
kpx_group_1,1,20,93,0.7741935483870968,0.021505376344086023,0.13978494623655913,0.5591397849462365,0.13978494623655913,0.4143830087614497
kpx_group_1,1,21,93,0.7849462365591398,0.021505376344086023,0.15053763440860216,0.5268817204301075,0.17204301075268819,0.44709935085623254
kpx_group_1,1,22,93,0.7741935483870968,0.053763440860215055,0.13978494623655913,0.4838709677419355,0.21505376344086022,0.45325526732377536
kpx_group_1,1,23,93,0.7849462365591398,0.010752688172043012,0.13978494623655913,0.4838709677419355,0.23655913978494625,0.46197434538032667
kpx_group_1,2,0,85,0.6352941176470588,0.023529411764705882,0.11764705882352941,0.47058823529411764,0.10588235294117647,0.37307227396514164
kpx_group_1,2,1,85,0.6,0.0,0.11764705882352941,0.4117647058823529,0.1411764705882353,0.3764990005446623
kpx_group_1,2,2,85,0.6,0.03529411764705882,0.11764705882352941,0.43529411764705883,0.12941176470588237,0.37294623420479306
kpx_group_1,2,3,85,0.611764705882353,0.03529411764705882,0.11764705882352941,0.4235294117647059,0.1411764705882353,0.3777672854030501
kpx_group_1,2,4,85,0.6,0.023529411764705882,0.16470588235294117,0.4,0.1411764705882353,0.3741672532679739
kpx_group_1,2,5,85,0.5882352941176471,0.023529411764705882,0.16470588235294117,0.38823529411764707,0.1411764705882353,0.3632017189542484
kpx_group_1,2,6,85,0.5882352941176471,0.023529411764705882,0.16470588235294117,0.38823529411764707,0.12941176470588237,0.3538432053376906
kpx_group_1,2,7,85,0.5647058823529412,0.07058823529411765,0.15294117647058825,0.4117647058823529,0.11764705882352941,0.3415148600217865
kpx_group_1,2,8,85,0.5764705882352941,0.011764705882352941,0.17647058823529413,0.4235294117647059,0.09411764705882353,0.33657564324618733
kpx_group_1,2,9,85,0.5647058823529412,0.023529411764705882,0.2,0.3764705882352941,0.09411764705882353,0.3136205038126362
kpx_group_1,2,10,85,0.5411764705882353,0.047058823529411764,0.1411764705882353,0.4117647058823529,0.058823529411764705,0.28693928485838777
kpx_group_1,2,11,85,0.49411764705882355,0.058823529411764705,0.18823529411764706,0.3176470588235294,0.07058823529411765,0.2680095642701525
kpx_group_1,2,12,85,0.47058823529411764,0.07058823529411765,0.21176470588235294,0.32941176470588235,0.058823529411764705,0.26297581808278864
kpx_group_1,2,13,85,0.5176470588235295,0.08235294117647059,0.2,0.35294117647058826,0.047058823529411764,0.26704850217864917
kpx_group_1,2,14,85,0.4823529411764706,0.047058823529411764,0.18823529411764706,0.3764705882352941,0.047058823529411764,0.2673320920479303
kpx_group_1,2,15,85,0.4823529411764706,0.023529411764705882,0.17647058823529413,0.4117647058823529,0.03529411764705882,0.2650239738562091
kpx_group_1,2,16,85,0.4823529411764706,0.047058823529411764,0.18823529411764706,0.4,0.011764705882352941,0.25275077505446625
kpx_group_1,2,17,85,0.5058823529411764,0.047058823529411764,0.2235294117647059,0.4235294117647059,0.011764705882352941,0.2527350196078431
kpx_group_1,2,18,85,0.5294117647058824,0.023529411764705882,0.21176470588235294,0.4235294117647059,0.011764705882352941,0.2648664264705882
kpx_group_1,2,19,85,0.5764705882352941,0.058823529411764705,0.2,0.4117647058823529,0.047058823529411764,0.28934980882352945
kpx_group_1,2,20,85,0.6,0.03529411764705882,0.18823529411764706,0.4235294117647059,0.09411764705882353,0.3272328861655774
kpx_group_1,2,21,85,0.6,0.03529411764705882,0.1411764705882353,0.4823529411764706,0.07058823529411765,0.333534917211329
kpx_group_1,2,22,85,0.611764705882353,0.023529411764705882,0.11764705882352941,0.49411764705882355,0.08235294117647059,0.3357957668845316
kpx_group_1,2,23,85,0.6235294117647059,0.023529411764705882,0.15294117647058825,0.4470588235294118,0.10588235294117647,0.3485888883442266
kpx_group_1,3,0,93,0.8387096774193549,0.03225806451612903,0.22580645161290322,0.5268817204301075,0.13978494623655913,0.4055343339307049
kpx_group_1,3,1,93,0.7634408602150538,0.03225806451612903,0.20430107526881722,0.5053763440860215,0.16129032258064516,0.4027407735961769
kpx_group_1,3,2,93,0.7634408602150538,0.03225806451612903,0.21505376344086022,0.4946236559139785,0.15053763440860216,0.39785923984468335
kpx_group_1,3,3,93,0.7849462365591398,0.043010752688172046,0.15053763440860216,0.5268817204301075,0.16129032258064516,0.3936544997013142
kpx_group_1,3,4,93,0.7419354838709677,0.053763440860215055,0.20430107526881722,0.44086021505376344,0.1827956989247312,0.3946120848267623
kpx_group_1,3,5,93,0.7419354838709677,0.010752688172043012,0.1827956989247312,0.4946236559139785,0.16129032258064516,0.4017831874751094
kpx_group_1,3,6,93,0.7311827956989247,0.010752688172043012,0.23655913978494625,0.41935483870967744,0.17204301075268819,0.384618625049781
kpx_group_1,3,7,93,0.6451612903225806,0.053763440860215055,0.25806451612903225,0.41935483870967744,0.15053763440860216,0.36749006471525286
kpx_group_1,3,8,93,0.6129032258064516,0.06451612903225806,0.23655913978494625,0.45161290322580644,0.10752688172043011,0.3501095056750298
kpx_group_1,3,9,93,0.6236559139784946,0.021505376344086023,0.20430107526881722,0.46236559139784944,0.06451612903225806,0.3062693180007965
kpx_group_1,3,10,93,0.5591397849462365,0.021505376344086023,0.1827956989247312,0.46236559139784944,0.010752688172043012,0.2617523416965352
kpx_group_1,3,11,93,0.5483870967741935,0.053763440860215055,0.24731182795698925,0.3978494623655914,0.021505376344086023,0.24642375647152528
kpx_group_1,3,12,93,0.5698924731182796,0.043010752688172046,0.20430107526881722,0.45161290322580644,0.021505376344086023,0.24864132268020708
kpx_group_1,3,13,93,0.5806451612903226,0.043010752688172046,0.2903225806451613,0.3870967741935484,0.03225806451612903,0.24905171794105932
kpx_group_1,3,14,93,0.5913978494623656,0.043010752688172046,0.2903225806451613,0.4731182795698925,0.021505376344086023,0.259342643921095
kpx_group_1,3,15,93,0.6021505376344086,0.043010752688172046,0.25806451612903225,0.4838709677419355,0.021505376344086023,0.26935739180756846
kpx_group_1,3,16,93,0.6021505376344086,0.07526881720430108,0.34408602150537637,0.44086021505376344,0.043010752688172046,0.25914597869374745
kpx_group_1,3,17,93,0.6021505376344086,0.07526881720430108,0.3548387096774194,0.40860215053763443,0.043010752688172046,0.2607947545798487
kpx_group_1,3,18,93,0.6344086021505376,0.07526881720430108,0.3010752688172043,0.3978494623655914,0.06451612903225806,0.2648626961369972
kpx_group_1,3,19,93,0.6559139784946236,0.053763440860215055,0.23655913978494625,0.45161290322580644,0.053763440860215055,0.28389923337315803
kpx_group_1,3,20,93,0.7204301075268817,0.10752688172043011,0.27956989247311825,0.4838709677419355,0.07526881720430108,0.3303673845081641
kpx_group_1,3,21,93,0.7634408602150538,0.08602150537634409,0.20430107526881722,0.5161290322580645,0.11827956989247312,0.36279573078454797
kpx_group_1,3,22,93,0.7634408602150538,0.07526881720430108,0.16129032258064516,0.6129032258064516,0.08602150537634409,0.3803562863401036
kpx_group_1,3,23,93,0.8064516129032258,0.06451612903225806,0.17204301075268819,0.5591397849462365,0.13978494623655913,0.40443994922341686
kpx_group_1,4,0,90,0.7777777777777778,0.03333333333333333,0.24444444444444444,0.4222222222222222,0.2,0.4005565576131687
kpx_group_1,4,1,90,0.7444444444444445,0.07777777777777778,0.25555555555555554,0.43333333333333335,0.15555555555555556,0.39284883281893007
kpx_group_1,4,2,90,0.7333333333333333,0.05555555555555555,0.26666666666666666,0.4666666666666667,0.13333333333333333,0.38854857047325103
kpx_group_1,4,3,90,0.7222222222222222,0.08888888888888889,0.28888888888888886,0.4666666666666667,0.13333333333333333,0.38610084619341567
kpx_group_1,4,4,90,0.7444444444444445,0.07777777777777778,0.23333333333333334,0.4888888888888889,0.12222222222222222,0.3828049722222222
kpx_group_1,4,5,90,0.7222222222222222,0.05555555555555555,0.2222222222222222,0.4444444444444444,0.15555555555555556,0.37668937705761313
kpx_group_1,4,6,90,0.7444444444444445,0.044444444444444446,0.18888888888888888,0.4888888888888889,0.17777777777777778,0.3823362556584362
kpx_group_1,4,7,90,0.7333333333333333,0.03333333333333333,0.24444444444444444,0.4666666666666667,0.16666666666666666,0.37378037500000005
kpx_group_1,4,8,90,0.7111111111111111,0.03333333333333333,0.2222222222222222,0.4444444444444444,0.12222222222222222,0.33113489403292184
kpx_group_1,4,9,90,0.6444444444444445,0.07777777777777778,0.2111111111111111,0.4444444444444444,0.05555555555555555,0.2818158230452675
kpx_group_1,4,10,90,0.6,0.044444444444444446,0.3111111111111111,0.3333333333333333,0.06666666666666667,0.2475402222222222
kpx_group_1,4,11,90,0.5666666666666667,0.07777777777777778,0.3111111111111111,0.3,0.05555555555555555,0.2298258271604938
kpx_group_1,4,12,90,0.5111111111111111,0.1111111111111111,0.3888888888888889,0.25555555555555554,0.05555555555555555,0.21963317078189304
kpx_group_1,4,13,90,0.4888888888888889,0.08888888888888889,0.43333333333333335,0.23333333333333334,0.06666666666666667,0.22387391152263372
kpx_group_1,4,14,90,0.5222222222222223,0.07777777777777778,0.3333333333333333,0.34444444444444444,0.044444444444444446,0.23368713425925927
kpx_group_1,4,15,90,0.5666666666666667,0.07777777777777778,0.28888888888888886,0.37777777777777777,0.05555555555555555,0.25491315637860085
kpx_group_1,4,16,90,0.5555555555555556,0.1,0.32222222222222224,0.3888888888888889,0.06666666666666667,0.26385591306584366
kpx_group_1,4,17,90,0.5555555555555556,0.044444444444444446,0.3111111111111111,0.43333333333333335,0.044444444444444446,0.26942095730452675
kpx_group_1,4,18,90,0.5888888888888889,0.05555555555555555,0.28888888888888886,0.4222222222222222,0.05555555555555555,0.28309548405349794
kpx_group_1,4,19,90,0.6222222222222222,0.1111111111111111,0.3111111111111111,0.43333333333333335,0.06666666666666667,0.3059582839506173
kpx_group_1,4,20,90,0.6666666666666666,0.05555555555555555,0.3333333333333333,0.4,0.08888888888888889,0.32627663991769545
kpx_group_1,4,21,90,0.7666666666666667,0.13333333333333333,0.34444444444444444,0.4666666666666667,0.08888888888888889,0.3497197530864197
kpx_group_1,4,22,90,0.8111111111111111,0.07777777777777778,0.3,0.5333333333333333,0.08888888888888889,0.37764912294238684
kpx_group_1,4,23,90,0.8111111111111111,0.08888888888888889,0.28888888888888886,0.5111111111111111,0.14444444444444443,0.3945228060699589
kpx_group_1,5,0,93,0.8279569892473119,0.03225806451612903,0.1827956989247312,0.5483870967741935,0.17204301075268819,0.4264140417164477
kpx_group_1,5,1,93,0.8709677419354839,0.03225806451612903,0.17204301075268819,0.5698924731182796,0.13978494623655913,0.4244772670250896
kpx_group_1,5,2,93,0.8602150537634409,0.043010752688172046,0.1935483870967742,0.5806451612903226,0.16129032258064516,0.42975479589804844
kpx_group_1,5,3,93,0.8602150537634409,0.06451612903225806,0.20430107526881722,0.5698924731182796,0.1827956989247312,0.44541457536837903
kpx_group_1,5,4,93,0.8709677419354839,0.053763440860215055,0.22580645161290322,0.5376344086021505,0.17204301075268819,0.43795548088411
kpx_group_1,5,5,93,0.7956989247311828,0.06451612903225806,0.20430107526881722,0.5376344086021505,0.16129032258064516,0.4259172481083234
kpx_group_1,5,6,93,0.7526881720430108,0.0967741935483871,0.27956989247311825,0.44086021505376344,0.17204301075268819,0.40955187773795304
kpx_group_1,5,7,93,0.6989247311827957,0.07526881720430108,0.2903225806451613,0.40860215053763443,0.1827956989247312,0.38271065063719634
kpx_group_1,5,8,93,0.6989247311827957,0.06451612903225806,0.2903225806451613,0.40860215053763443,0.0967741935483871,0.32393067502986855
kpx_group_1,5,9,93,0.5806451612903226,0.07526881720430108,0.3010752688172043,0.3870967741935484,0.053763440860215055,0.27943529320987653
kpx_group_1,5,10,93,0.5913978494623656,0.08602150537634409,0.25806451612903225,0.43010752688172044,0.043010752688172046,0.25677001045400233
kpx_group_1,5,11,93,0.5698924731182796,0.08602150537634409,0.3333333333333333,0.3763440860215054,0.043010752688172046,0.24308300328554358
kpx_group_1,5,12,93,0.4838709677419355,0.053763440860215055,0.3225806451612903,0.3763440860215054,0.03225806451612903,0.2291727996814018
kpx_group_1,5,13,93,0.4838709677419355,0.043010752688172046,0.3655913978494624,0.3548387096774194,0.021505376344086023,0.22021612256073275
kpx_group_1,5,14,93,0.5376344086021505,0.0967741935483871,0.3225806451612903,0.3978494623655914,0.021505376344086023,0.21096425179211464
kpx_group_1,5,15,93,0.5591397849462365,0.08602150537634409,0.3225806451612903,0.40860215053763443,0.010752688172043012,0.21916493379131824
kpx_group_1,5,16,93,0.5806451612903226,0.0967741935483871,0.3118279569892473,0.41935483870967744,0.021505376344086023,0.23028157954998013
kpx_group_1,5,17,93,0.6021505376344086,0.07526881720430108,0.3010752688172043,0.43010752688172044,0.021505376344086023,0.25021090203106333
kpx_group_1,5,18,93,0.6236559139784946,0.021505376344086023,0.2903225806451613,0.44086021505376344,0.010752688172043012,0.25335005774591807
kpx_group_1,5,19,93,0.6344086021505376,0.043010752688172046,0.3333333333333333,0.44086021505376344,0.03225806451612903,0.2682034508164078
kpx_group_1,5,20,93,0.6344086021505376,0.16129032258064516,0.41935483870967744,0.40860215053763443,0.07526881720430108,0.2910991308243727
kpx_group_1,5,21,93,0.7204301075268817,0.053763440860215055,0.3118279569892473,0.4838709677419355,0.11827956989247312,0.3584325891079252
kpx_group_1,5,22,93,0.7204301075268817,0.08602150537634409,0.24731182795698925,0.4946236559139785,0.16129032258064516,0.40156719036240535
kpx_group_1,5,23,93,0.7956989247311828,0.08602150537634409,0.23655913978494625,0.4731182795698925,0.17204301075268819,0.4180765581441658
kpx_group_1,6,0,90,0.6888888888888889,0.05555555555555555,0.3,0.4777777777777778,0.05555555555555555,0.30124883024691357
kpx_group_1,6,1,90,0.7,0.06666666666666667,0.3111111111111111,0.45555555555555555,0.07777777777777778,0.327638140946502
kpx_group_1,6,2,90,0.6888888888888889,0.05555555555555555,0.32222222222222224,0.4888888888888889,0.05555555555555555,0.3245133842592593
kpx_group_1,6,3,90,0.6888888888888889,0.08888888888888889,0.28888888888888886,0.5,0.05555555555555555,0.31020646399176954
kpx_group_1,6,4,90,0.7111111111111111,0.1111111111111111,0.28888888888888886,0.4777777777777778,0.06666666666666667,0.3186879475308642
kpx_group_1,6,5,90,0.7333333333333333,0.05555555555555555,0.28888888888888886,0.5111111111111111,0.06666666666666667,0.31663453703703703
kpx_group_1,6,6,90,0.6888888888888889,0.06666666666666667,0.28888888888888886,0.5,0.05555555555555555,0.3021490550411523
kpx_group_1,6,7,90,0.6444444444444445,0.08888888888888889,0.3,0.4666666666666667,0.05555555555555555,0.2831773240740741
kpx_group_1,6,8,90,0.5555555555555556,0.05555555555555555,0.3,0.3888888888888889,0.044444444444444446,0.238158512345679
kpx_group_1,6,9,90,0.4444444444444444,0.06666666666666667,0.23333333333333334,0.3111111111111111,0.044444444444444446,0.19069197633744855
kpx_group_1,6,10,90,0.37777777777777777,0.05555555555555555,0.3,0.23333333333333334,0.044444444444444446,0.16306764197530862
kpx_group_1,6,11,90,0.36666666666666664,0.044444444444444446,0.32222222222222224,0.18888888888888888,0.044444444444444446,0.14506309310699586
kpx_group_1,6,12,90,0.36666666666666664,0.07777777777777778,0.3,0.23333333333333334,0.03333333333333333,0.14931871296296295
kpx_group_1,6,13,90,0.3333333333333333,0.03333333333333333,0.3333333333333333,0.18888888888888888,0.03333333333333333,0.1405173163580247
kpx_group_1,6,14,90,0.4,0.044444444444444446,0.28888888888888886,0.24444444444444444,0.044444444444444446,0.16032231944444447
kpx_group_1,6,15,90,0.4222222222222222,0.022222222222222223,0.3333333333333333,0.24444444444444444,0.022222222222222223,0.1579415524691358
kpx_group_1,6,16,90,0.4,0.08888888888888889,0.3111111111111111,0.28888888888888886,0.03333333333333333,0.16380419032921809
kpx_group_1,6,17,90,0.45555555555555555,0.1111111111111111,0.3333333333333333,0.3,0.022222222222222223,0.17074561368312757
kpx_group_1,6,18,90,0.4888888888888889,0.06666666666666667,0.3111111111111111,0.2777777777777778,0.03333333333333333,0.17520955092592594
kpx_group_1,6,19,90,0.45555555555555555,0.1111111111111111,0.3333333333333333,0.34444444444444444,0.011111111111111112,0.17804415226337447
kpx_group_1,6,20,90,0.5,0.08888888888888889,0.32222222222222224,0.3333333333333333,0.022222222222222223,0.19648765174897115
kpx_group_1,6,21,90,0.5444444444444444,0.05555555555555555,0.28888888888888886,0.3888888888888889,0.044444444444444446,0.22035484156378599
kpx_group_1,6,22,90,0.5888888888888889,0.08888888888888889,0.3111111111111111,0.4444444444444444,0.05555555555555555,0.2590646193415637
kpx_group_1,6,23,90,0.6111111111111112,0.08888888888888889,0.34444444444444444,0.4666666666666667,0.044444444444444446,0.286220241255144
kpx_group_1,7,0,93,0.5806451612903226,0.0967741935483871,0.23655913978494625,0.4731182795698925,0.053763440860215055,0.3049877354639585
kpx_group_1,7,1,93,0.6129032258064516,0.043010752688172046,0.27956989247311825,0.4731182795698925,0.053763440860215055,0.3150315979689367
kpx_group_1,7,2,93,0.6021505376344086,0.021505376344086023,0.21505376344086022,0.4731182795698925,0.053763440860215055,0.31113645310633214
kpx_group_1,7,3,93,0.6236559139784946,0.043010752688172046,0.25806451612903225,0.44086021505376344,0.08602150537634409,0.3280562136598964
kpx_group_1,7,4,93,0.6344086021505376,0.043010752688172046,0.21505376344086022,0.4731182795698925,0.06451612903225806,0.3336145405217044
kpx_group_1,7,5,93,0.6344086021505376,0.07526881720430108,0.25806451612903225,0.46236559139784944,0.07526881720430108,0.32640023845081645
kpx_group_1,7,6,93,0.5913978494623656,0.03225806451612903,0.2903225806451613,0.43010752688172044,0.06451612903225806,0.3052685324571883
kpx_group_1,7,7,93,0.6021505376344086,0.043010752688172046,0.24731182795698925,0.43010752688172044,0.06451612903225806,0.28482801871764235
kpx_group_1,7,8,93,0.5913978494623656,0.06451612903225806,0.23655913978494625,0.41935483870967744,0.043010752688172046,0.27740492483074475
kpx_group_1,7,9,93,0.5053763440860215,0.07526881720430108,0.24731182795698925,0.3870967741935484,0.03225806451612903,0.2523701705917874
kpx_group_1,7,10,93,0.44086021505376344,0.03225806451612903,0.26881720430107525,0.3225806451612903,0.043010752688172046,0.21253680404589373
kpx_group_1,7,11,93,0.41935483870967744,0.043010752688172046,0.21505376344086022,0.2903225806451613,0.043010752688172046,0.19448296906796905
kpx_group_1,7,12,93,0.41935483870967744,0.03225806451612903,0.3010752688172043,0.26881720430107525,0.021505376344086023,0.19058505826050773
kpx_group_1,7,13,93,0.3763440860215054,0.03225806451612903,0.3118279569892473,0.22580645161290322,0.03225806451612903,0.19287219881398251
kpx_group_1,7,14,93,0.3978494623655914,0.03225806451612903,0.3225806451612903,0.23655913978494625,0.03225806451612903,0.19354889454732513
kpx_group_1,7,15,93,0.3655913978494624,0.053763440860215055,0.26881720430107525,0.27956989247311825,0.021505376344086023,0.19218707075281802
kpx_group_1,7,16,93,0.40860215053763443,0.053763440860215055,0.24731182795698925,0.27956989247311825,0.043010752688172046,0.19998197916666663
kpx_group_1,7,17,93,0.44086021505376344,0.021505376344086023,0.26881720430107525,0.26881720430107525,0.06451612903225806,0.2138177586553945
kpx_group_1,7,18,93,0.45161290322580644,0.06451612903225806,0.25806451612903225,0.3225806451612903,0.053763440860215055,0.2177843548711755
kpx_group_1,7,19,93,0.4838709677419355,0.021505376344086023,0.25806451612903225,0.34408602150537637,0.06451612903225806,0.25020855475040255
kpx_group_1,7,20,93,0.4946236559139785,0.053763440860215055,0.2903225806451613,0.3548387096774194,0.043010752688172046,0.2594411733373158
kpx_group_1,7,21,93,0.5591397849462365,0.021505376344086023,0.3010752688172043,0.41935483870967744,0.053763440860215055,0.2796800925925926
kpx_group_1,7,22,93,0.5698924731182796,0.053763440860215055,0.3010752688172043,0.40860215053763443,0.08602150537634409,0.3041525512743926
kpx_group_1,7,23,93,0.6129032258064516,0.06451612903225806,0.2903225806451613,0.3978494623655914,0.08602150537634409,0.3110644544006372
kpx_group_1,8,0,93,0.4838709677419355,0.053763440860215055,0.3333333333333333,0.3763440860215054,0.010752688172043012,0.22305288480684984
kpx_group_1,8,1,93,0.46236559139784944,0.043010752688172046,0.2903225806451613,0.3763440860215054,0.010752688172043012,0.21219543160095578
kpx_group_1,8,2,93,0.5053763440860215,0.010752688172043012,0.26881720430107525,0.40860215053763443,0.010752688172043012,0.23059118030665077
kpx_group_1,8,3,93,0.5483870967741935,0.053763440860215055,0.2903225806451613,0.40860215053763443,0.010752688172043012,0.24647415621266427
kpx_group_1,8,4,93,0.5591397849462365,0.053763440860215055,0.23655913978494625,0.41935483870967744,0.03225806451612903,0.2603123626045401
kpx_group_1,8,5,93,0.5268817204301075,0.03225806451612903,0.27956989247311825,0.44086021505376344,0.0,0.2481877299880526
kpx_group_1,8,6,93,0.5591397849462365,0.06451612903225806,0.25806451612903225,0.44086021505376344,0.010752688172043012,0.2337015337514934
kpx_group_1,8,7,93,0.5591397849462365,0.03225806451612903,0.24731182795698925,0.46236559139784944,0.0,0.24031824074074074
kpx_group_1,8,8,93,0.5268817204301075,0.03225806451612903,0.26881720430107525,0.40860215053763443,0.0,0.20634911589008362
kpx_group_1,8,9,93,0.4838709677419355,0.07526881720430108,0.25806451612903225,0.3655913978494624,0.0,0.18983974761051375
kpx_group_1,8,10,93,0.45161290322580644,0.053763440860215055,0.27956989247311825,0.3333333333333333,0.0,0.17548314814814817
kpx_group_1,8,11,93,0.40860215053763443,0.053763440860215055,0.25806451612903225,0.3010752688172043,0.0,0.15375385105535638
kpx_group_1,8,12,93,0.3655913978494624,0.053763440860215055,0.25806451612903225,0.25806451612903225,0.0,0.14350119324970131
kpx_group_1,8,13,93,0.3763440860215054,0.043010752688172046,0.26881720430107525,0.24731182795698925,0.0,0.14139882367582637
kpx_group_1,8,14,93,0.3333333333333333,0.053763440860215055,0.27956989247311825,0.23655913978494625,0.0,0.129670188172043
kpx_group_1,8,15,93,0.3655913978494624,0.053763440860215055,0.3010752688172043,0.25806451612903225,0.0,0.12659583183990444
kpx_group_1,8,16,93,0.3548387096774194,0.043010752688172046,0.3548387096774194,0.20430107526881722,0.0,0.12001512096774195
kpx_group_1,8,17,93,0.3118279569892473,0.06451612903225806,0.3763440860215054,0.1827956989247312,0.0,0.11511199074074073
kpx_group_1,8,18,93,0.3548387096774194,0.06451612903225806,0.3870967741935484,0.21505376344086022,0.0,0.1252782482078853
kpx_group_1,8,19,93,0.40860215053763443,0.06451612903225806,0.34408602150537637,0.27956989247311825,0.0,0.14226281411788133
kpx_group_1,8,20,93,0.41935483870967744,0.0967741935483871,0.3333333333333333,0.3010752688172043,0.0,0.15684260752688176
kpx_group_1,8,21,93,0.4731182795698925,0.07526881720430108,0.3763440860215054,0.3225806451612903,0.0,0.1818622560732776
kpx_group_1,8,22,93,0.46236559139784944,0.021505376344086023,0.25806451612903225,0.3655913978494624,0.0,0.1976588376144962
kpx_group_1,8,23,93,0.4838709677419355,0.06451612903225806,0.3333333333333333,0.3870967741935484,0.010752688172043012,0.21676017124651528
kpx_group_1,9,0,90,0.5333333333333333,0.08888888888888889,0.37777777777777777,0.3111111111111111,0.044444444444444446,0.1789815807613169
kpx_group_1,9,1,90,0.5777777777777777,0.08888888888888889,0.3888888888888889,0.32222222222222224,0.022222222222222223,0.1965620524691358
kpx_group_1,9,2,90,0.4888888888888889,0.1,0.36666666666666664,0.34444444444444444,0.022222222222222223,0.19405480709876544
kpx_group_1,9,3,90,0.5555555555555556,0.1,0.3333333333333333,0.32222222222222224,0.022222222222222223,0.19709772582304524
kpx_group_1,9,4,90,0.5777777777777777,0.08888888888888889,0.43333333333333335,0.24444444444444444,0.03333333333333333,0.19041670010288064
kpx_group_1,9,5,90,0.5666666666666667,0.08888888888888889,0.4444444444444444,0.24444444444444444,0.03333333333333333,0.18276848559670783
kpx_group_1,9,6,90,0.5222222222222223,0.1111111111111111,0.43333333333333335,0.25555555555555554,0.05555555555555555,0.17997108281893004
kpx_group_1,9,7,90,0.5222222222222223,0.07777777777777778,0.3888888888888889,0.26666666666666666,0.044444444444444446,0.1783417489711934
kpx_group_1,9,8,90,0.4777777777777778,0.08888888888888889,0.37777777777777777,0.26666666666666666,0.03333333333333333,0.165500487654321
kpx_group_1,9,9,90,0.4111111111111111,0.06666666666666667,0.3888888888888889,0.24444444444444444,0.011111111111111112,0.13422316255144032
kpx_group_1,9,10,90,0.35555555555555557,0.1,0.37777777777777777,0.2222222222222222,0.011111111111111112,0.11837618518518515
kpx_group_1,9,11,90,0.3333333333333333,0.1111111111111111,0.4222222222222222,0.14444444444444443,0.011111111111111112,0.10528196862139919
kpx_group_1,9,12,90,0.3111111111111111,0.05555555555555555,0.36666666666666664,0.1111111111111111,0.011111111111111112,0.0894945066872428
kpx_group_1,9,13,90,0.25555555555555554,0.07777777777777778,0.34444444444444444,0.12222222222222222,0.011111111111111112,0.08478505298353908
kpx_group_1,9,14,90,0.2777777777777778,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.0,0.08438329886831275
