file,column,dtype,rows,missing_rate,nunique,min,p01,p50,p99,max
train\gfs_train.csv,isobaricInhPa_850_r,float64,236736,0.0,986,1.5,6.3,62.7,99.9,100.0
train\gfs_train.csv,isobaricInhPa_700_t,float64,236736,0.0,202993,242.83926,251.62590649999999,272.741535,286.528647,290.17392
train\gfs_train.csv,isobaricInhPa_700_u,float64,236736,0.0,229222,-27.79229,-6.1249586,8.229054000000001,30.0537212,44.007008
train\gfs_train.csv,isobaricInhPa_700_v,float64,236736,0.0,227970,-29.96846,-16.9628495,-1.34565155,16.598229649999997,39.108986
train\gfs_train.csv,isobaricInhPa_500_gh,float64,236736,0.0,206326,5048.8926,5275.812605,5680.816,5919.143575,5973.196
train\gfs_train.csv,isobaricInhPa_500_t,float64,236736,0.0,194697,229.76521,239.3191515,257.19757000000004,272.33195800000004,275.67087
train\gfs_train.csv,isobaricInhPa_500_u,float64,236736,0.0,220608,-23.023571,-4.408239340000001,16.2444575,46.46323954999999,71.96049
train\gfs_train.csv,isobaricInhPa_500_v,float64,236736,0.0,217507,-40.966904,-23.758686500000003,-0.722854,19.59154874999995,39.756546
train\scada_vestas_train.csv,kst_dtm,str,157819,0.0,157819,,,,,
train\scada_vestas_train.csv,vestas_wtg01_power_kw10m,int64,157819,0.0,685,-42512957.0,-5.0,102.0,601.0,42512957.0
train\scada_vestas_train.csv,vestas_wtg02_power_kw10m,int64,157819,0.0,682,-41959813.0,-5.0,107.0,601.0,41959813.0
train\scada_vestas_train.csv,vestas_wtg03_power_kw10m,int64,157819,0.0,695,-46559445.0,-5.0,126.0,601.0,46559445.0
train\scada_vestas_train.csv,vestas_wtg04_power_kw10m,int64,157819,0.0,656,-40642699.0,-5.0,97.0,600.0,40642699.0
train\scada_vestas_train.csv,vestas_wtg05_power_kw10m,int64,157819,0.0,675,-33717814.0,-5.0,58.0,600.0,33717814.0
train\scada_vestas_train.csv,vestas_wtg06_power_kw10m,int64,157819,0.0,667,-34184409.0,-5.0,72.0,599.0,34184409.0
train\scada_vestas_train.csv,vestas_wtg07_power_kw10m,int64,157819,0.0,676,-29770834.0,-5.0,52.0,593.0,29770834.0
train\scada_vestas_train.csv,vestas_wtg08_power_kw10m,int64,157819,0.0,713,-42301001.0,-5.0,95.0,599.0,42300996.0
train\scada_vestas_train.csv,vestas_wtg09_power_kw10m,int64,157819,0.0,663,-43556999.0,-5.0,102.0,601.0,43556994.0
train\scada_vestas_train.csv,vestas_wtg10_power_kw10m,int64,157819,0.0,679,-51376454.0,-5.0,149.0,601.0,51376454.0
train\scada_vestas_train.csv,vestas_wtg11_power_kw10m,int64,157819,0.0,708,-51770425.0,-5.0,144.0,601.0,51770425.0
train\scada_vestas_train.csv,vestas_wtg12_power_kw10m,int64,157819,0.0,683,-41447795.0,-5.0,94.0,601.0,41447795.0
train\scada_vestas_train.csv,vestas_wtg01_ws,float64,157819,0.0,5029,0.0,0.602,6.5,16.8,22.8
train\scada_vestas_train.csv,vestas_wtg02_ws,float64,157819,0.0,5184,0.0,0.75,6.367,17.31546000000002,27.125
train\scada_vestas_train.csv,vestas_wtg03_ws,float64,157819,0.0,5354,0.0,0.891,6.637,18.019280000000027,27.605
train\scada_vestas_train.csv,vestas_wtg04_ws,float64,157819,0.0,4904,0.0,0.0,6.4,16.375,26.336
train\scada_vestas_train.csv,vestas_wtg05_ws,float64,157819,0.0,4420,0.0,0.0,5.59,14.598,22.3
train\scada_vestas_train.csv,vestas_wtg06_ws,float64,157819,0.0,4703,0.0,0.324,5.8,15.5,23.98
train\scada_vestas_train.csv,vestas_wtg07_ws,float64,157819,0.0,4417,0.0,0.797,5.363,14.203,21.586
train\scada_vestas_train.csv,vestas_wtg08_ws,float64,157819,0.0,5149,0.0,0.8,6.2,16.921280000000028,27.293
train\scada_vestas_train.csv,vestas_wtg09_ws,float64,157819,0.0,5231,0.0,0.828,6.309,17.589280000000027,26.344
train\scada_vestas_train.csv,vestas_wtg10_ws,float64,157819,0.0,5753,0.0,0.895,7.098,19.5,30.75
train\scada_vestas_train.csv,vestas_wtg11_ws,float64,157819,0.0,5879,0.0,0.867,7.07,19.847280000000026,31.117
train\scada_vestas_train.csv,vestas_wtg12_ws,float64,157819,0.0,5411,0.0,0.77,6.227,18.1,27.504
train\scada_vestas_train.csv,vestas_wtg01_wd,float64,157819,0.0,15331,0.0,2.555720000000003,250.753,345.0,359.0
train\scada_vestas_train.csv,vestas_wtg02_wd,float64,157819,0.0,14958,0.0,8.31404,252.04,328.7739600000002,359.0
train\scada_vestas_train.csv,vestas_wtg03_wd,float64,157819,0.0,15249,0.0,11.22404,263.958,340.9719600000002,359.0
train\scada_vestas_train.csv,vestas_wtg04_wd,float64,157819,0.0,15680,0.0,0.0,277.443,347.58,359.0
train\scada_vestas_train.csv,vestas_wtg05_wd,float64,157819,0.0,15612,0.0,0.0,245.913,341.872,359.0
train\scada_vestas_train.csv,vestas_wtg06_wd,float64,157819,0.0,15328,0.0,0.783,258.279,342.09424000000024,359.0
train\scada_vestas_train.csv,vestas_wtg07_wd,float64,157819,0.0,15200,0.0,8.561,244.71,340.59730000000013,359.0
train\scada_vestas_train.csv,vestas_wtg08_wd,float64,157819,0.0,15442,0.0,10.044,251.369,341.9229600000002,359.0
train\scada_vestas_train.csv,vestas_wtg09_wd,float64,157819,0.0,15763,0.0,6.747040000000002,258.782,346.20738000000006,359.0
train\scada_vestas_train.csv,vestas_wtg10_wd,float64,157819,0.0,15680,0.0,4.30144,244.598,347.91230000000013,359.0
train\scada_vestas_train.csv,vestas_wtg11_wd,float64,157819,0.0,15630,0.0,8.869,258.251,342.124,359.0
train\scada_vestas_train.csv,vestas_wtg12_wd,float64,157819,0.0,14937,0.0,6.239,238.22,330.0989200000001,359.0
train\scada_unison_train.csv,kst_dtm,str,105264,0.0,105264,,,,,
train\scada_unison_train.csv,unison_wtg01_power_kw10m,float64,105264,0.001975984192126463,711,0.0,0.0,67.0,700.0,800.0
train\scada_unison_train.csv,unison_wtg02_power_kw10m,float64,105264,0.01293889648882809,710,0.0,0.0,34.5,700.0,1000.0
train\scada_unison_train.csv,unison_wtg03_power_kw10m,float64,105264,0.003343973248214014,710,0.0,0.0,100.0,700.0,900.0
train\scada_unison_train.csv,unison_wtg04_power_kw10m,float64,105264,0.0014249886000911993,710,0.0,0.0,100.0,702.0,800.0
train\scada_unison_train.csv,unison_wtg05_power_kw10m,float64,105264,0.0013489892080863354,712,0.0,0.0,100.0,706.0,800.0
train\scada_unison_train.csv,unison_wtg01_ws,float64,105264,0.013926888584891321,1706,0.0,0.83,4.89,13.84,22.16
train\scada_unison_train.csv,unison_wtg02_ws,float64,105264,0.013527891776865785,2028,0.15,0.76,4.1,16.306100000000004,26.52
train\scada_unison_train.csv,unison_wtg03_ws,float64,105264,0.004246466028271774,2052,0.11,0.77,5.07,16.64,25.04
train\scada_unison_train.csv,unison_wtg04_ws,float64,105264,0.0036099711202310382,2156,0.0,0.77,5.19,17.27,27.98
train\scada_unison_train.csv,unison_wtg05_ws,float64,105264,0.013100395196838425,2167,0.0,0.79,5.44,18.061600000000034,32.05
train\scada_unison_train.csv,unison_wtg01_wd,float64,105264,0.001975984192126463,103841,-179.99800436642,-171.06124476993085,-75.50309417325155,172.53368855349714,179.99237027425
train\scada_unison_train.csv,unison_wtg02_wd,float64,105264,0.012862897096823225,103910,-179.990773765444,-171.42766416400892,-69.95667296216729,170.47359425750864,179.991454052309
train\scada_unison_train.csv,unison_wtg03_wd,float64,105264,0.0032964736282109744,104877,-179.984887326326,-171.82127242067853,-118.905479216149,169.60687061208412,179.979318625546
train\scada_unison_train.csv,unison_wtg04_wd,float64,105264,0.0014439884480924152,105002,-179.999337264847,-171.94084280871343,-84.51100303809905,171.60139240181672,179.996811462886
train\scada_unison_train.csv,unison_wtg05_wd,float64,105264,0.0013299893600851192,103987,-179.99751064345,-172.30962005166066,-126.6025696022335,172.78445719581157,179.994027454288
test\ldaps_test.csv,forecast_kst_dtm,str,140160,0.0,8760,,,,,
test\ldaps_test.csv,data_available_kst_dtm,str,140160,0.0,365,,,,,
test\ldaps_test.csv,grid_id,int64,140160,0.0,16,1.0,1.0,8.5,16.0,16.0
test\ldaps_test.csv,latitude,float64,140160,0.0,16,37.2607,37.2607,37.2819,37.3032,37.3032
test\ldaps_test.csv,longitude,float64,140160,0.0,16,128.9257,128.9257,128.9607,128.9958,128.9958
test\ldaps_test.csv,heightAboveGround_10_10u,float64,140160,0.0,139387,-11.614317,-6.129817057,3.8338084500000003,11.583272100000004,16.215715
test\ldaps_test.csv,heightAboveGround_10_10v,float64,140160,0.0,138486,-9.490688,-4.149052757,0.41977262000000004,5.247101290000003,11.067608
test\ldaps_test.csv,heightAboveGround_50_50MUmax,float64,140160,0.00034246575342465754,139524,-16.755417,-8.727216349999999,6.18818725,18.488663629999998,25.433338
test\ldaps_test.csv,heightAboveGround_50_50MUmin,float64,140160,0.00034246575342465754,139493,-17.76794,-9.629393939999998,5.1947545999999996,17.260079669999982,23.169157
test\ldaps_test.csv,heightAboveGround_50_50MVmax,float64,140160,0.00034246575342465754,138890,-12.326637,-5.791894269999999,1.0795202000000002,9.419592259999947,18.977125
test\ldaps_test.csv,heightAboveGround_50_50MVmin,float64,140160,0.00034246575342465754,138691,-15.162205,-7.205587351999999,0.24922275500000002,7.365166002999964,16.067867
test\ldaps_test.csv,heightAboveGround_5_XBLWS,float64,140160,0.0,101812,-0.77820444,-0.23008572910000002,0.010944157999999999,0.30746363270000016,0.713279
test\ldaps_test.csv,heightAboveGround_5_YBLWS,float64,140160,0.00011415525114155251,137923,-1.9003611,-0.625985018,0.0258188845,1.0436759780000022,3.1633148
test\ldaps_test.csv,heightAboveGround_2_t,float64,140160,0.00011415525114155251,128603,253.04515,257.322287,282.187055,299.8791205,303.52997
test\ldaps_test.csv,heightAboveGround_2_dpt,float64,140160,0.00011415525114155251,131837,242.87035,248.8470791,277.11472000000003,294.3185226,296.6564
test\ldaps_test.csv,heightAboveGround_2_r,float64,140160,0.00011415525114155251,136901,18.229977,28.5092563,79.582335,103.44375840000001,113.077354
test\ldaps_test.csv,heightAboveGround_2_q,float64,140160,0.00011415525114155251,60388,0.00024414062,0.00048829324,0.0056152344,0.017473501850000003,0.01996088
test\ldaps_test.csv,surface_0_sp,float64,140160,0.00034246575342465754,114808,87766.59,88746.5195,90621.23199999999,92256.7239,92739.15
test\ldaps_test.csv,meanSea_0_prmsl,float64,140160,0.00034246575342465754,115706,98824.47,99502.02964000001,101381.95250000001,102881.5067,103203.39
test\ldaps_test.csv,etc_0_blh,float64,140160,0.00034246575342465754,122213,11.858371,80.7180506,247.936405,1462.958389,3183.5596
test\ldaps_test.csv,surface_0_NDNSW,float64,140160,0.0,72443,0.0,0.0,6.0066273500000005,837.5171871,916.18195
test\ldaps_test.csv,surface_0_NDNLW,float64,140160,0.0,138594,-163.02718,-140.6243136,-72.541365,0.37707717870000496,11.947685
test\ldaps_test.csv,heightAboveGround_2_SWDIR,float64,140160,0.0,43132,0.0,0.0,0.0,838.9503125000001,949.90625
test\ldaps_test.csv,heightAboveGround_2_SWDIF,float64,140160,0.0,72505,0.0,0.0,6.5253906,346.8379984000003,526.9885
test\ldaps_test.csv,etc_0_hcc,float64,140160,0.00034246575342465754,19037,0.0,0.0,0.0,1.0,1.0000055
test\ldaps_test.csv,etc_0_mcc,float64,140160,0.00034246575342465754,19296,0.0,0.0,0.0,1.0,1.0
test\ldaps_test.csv,etc_0_lcc,float64,140160,0.00034246575342465754,26264,0.0,0.0,0.024841309,1.0,1.0
test\ldaps_test.csv,etc_0_VLCDC,float64,140160,0.00034246575342465754,20670,0.0,0.0,0.0,1.0,1.0
test\ldaps_test.csv,surface_0_avg_lsprate,float64,140160,0.0,5716,0.0,0.0,0.0,0.00088071823,0.008272648
test\ldaps_test.csv,surface_0_lssrate,float64,140160,0.0,5076,0.0,0.0,0.0,0.00024296179330000152,0.001539588
test\ldaps_test.csv,surface_0_ncpcp,float64,140160,0.0,5559,0.0,0.0,0.0,3.169345706000003,29.779297
test\ldaps_test.csv,surface_0_snol,float64,140160,0.0,5043,0.0,0.0,0.0,0.87475586,5.543701
test\ldaps_test.csv,surface_0_SNOM,float64,140160,0.00034246575342465754,5854,-2.1625944e-18,-2.1167187000000002e-22,0.0,0.4352430743999813,4.6141357
test\ldaps_test.csv,surface_0_lsm,float64,140160,0.00034246575342465754,1,1.0,1.0,1.0,1.0,1.0
test\ldaps_test.csv,surface_0_h,float64,140160,0.00034246575342465754,16,868.8125,868.8125,946.59375,1001.25,1001.25
test\gfs_test.csv,forecast_kst_dtm,str,78840,0.0,8760,,,,,
test\gfs_test.csv,data_available_kst_dtm,str,78840,0.0,365,,,,,
test\gfs_test.csv,grid_id,int64,78840,0.0,9,1.0,1.0,5.0,9.0,9.0
test\gfs_test.csv,latitude,float64,78840,0.0,3,37.0,37.0,37.25,37.5,37.5
test\gfs_test.csv,longitude,float64,78840,0.0,3,128.75,128.75,129.0,129.25,129.25
test\gfs_test.csv,heightAboveGround_10_10u,float64,78840,0.0,77186,-11.45808,-3.751553888,1.5181433,8.11926972,20.35683
test\gfs_test.csv,heightAboveGround_10_10v,float64,78840,0.0,76502,-14.282737,-4.543963664,0.41764039,4.70853309,12.810869
test\gfs_test.csv,heightAboveGround_80_u,float64,78840,0.0,77187,-13.479356,-4.8641837599999995,2.14595575,13.180423520000003,26.485977
test\gfs_test.csv,heightAboveGround_80_v,float64,78840,0.0,76812,-17.039068,-5.975022587,0.47271972500000004,6.6481476550000025,16.00849
test\gfs_test.csv,heightAboveGround_100_100u,float64,78840,0.0,77236,-13.797676,-4.997585837,2.22467885,13.88704072,27.09684
test\gfs_test.csv,heightAboveGround_100_100v,float64,78840,0.0,76820,-17.248701,-6.137835753,0.47365479,6.900127397000003,16.416443
test\gfs_test.csv,heightAboveGround_2_2t,float64,78840,0.0,68826,254.37704,260.5004808,284.42359999999996,304.1577456,309.39804
test\gfs_test.csv,heightAboveGround_2_2d,float64,78840,0.0,53800,244.29988,251.49997,278.27054999999996,295.7,298.3039
test\gfs_test.csv,heightAboveGround_2_2r,float64,78840,0.0,860,12.4,24.2,73.4,99.4,100.0
test\gfs_test.csv,heightAboveGround_2_2sh,float64,78840,0.0,77997,0.00038154106,0.0007178617547,0.00574650675,0.01758521058,0.02098724
test\gfs_test.csv,planetaryBoundaryLayer_0_u,float64,78840,0.0,69089,-18.947662,-5.784263822,1.8164597,21.28949011,33.08091
test\gfs_test.csv,planetaryBoundaryLayer_0_v,float64,78840,0.0,67102,-17.536785,-7.742438388,0.31846314,8.785698870000003,23.833246
test\gfs_test.csv,planetaryBoundaryLayer_0_VRATE,float64,78840,0.0,610,0.0,0.0,1000.0,35261.00000000006,92000.0
test\gfs_test.csv,surface_0_dswrf,float64,78840,0.0,31425,0.0,0.0,43.174,861.68976,932.72
test\gfs_test.csv,surface_0_dlwrf,float64,78840,0.0,60038,143.02937,163.2741567,307.1,424.3,453.86545
test\gfs_test.csv,surface_0_prate,float64,78840,0.0,3134,0.0,0.0,0.0,0.0007644880000000006,0.0105468
test\gfs_test.csv,surface_0_tp,float64,78840,0.0,937,0.0,0.0,0.0,34.45125000000007,98.375
test\gfs_test.csv,surface_0_sp,float64,78840,0.0,75097,90586.336,91685.5475,94852.015,102346.7224,103071.56
test\gfs_test.csv,meanSea_0_prmsl,float64,78840,0.0,69308,99139.05,99703.56210000001,101544.15,103075.76815999999,103296.336
test\gfs_test.csv,surface_0_gust,float64,78840,0.0,61000,0.20016384,0.51168215,3.21352435,18.51024628,27.201847
test\gfs_test.csv,lowCloudLayer_0_lcc,float64,78840,0.0,1001,0.0,0.0,2.3,100.0,100.0
test\gfs_test.csv,middleCloudLayer_0_mcc,float64,78840,0.0,1001,0.0,0.0,0.0,100.0,100.0
test\gfs_test.csv,highCloudLayer_0_hcc,float64,78840,0.0,1001,0.0,0.0,5.0,100.0,100.0
test\gfs_test.csv,atmosphere_0_tcc,float64,78840,0.0,1001,0.0,0.0,73.1,100.0,100.0
test\gfs_test.csv,isobaricInhPa_850_t,float64,78840,0.0,74602,249.67082,256.9078609,279.6026,296.0068319,299.31308
test\gfs_test.csv,isobaricInhPa_850_u,float64,78840,0.0,77158,-22.395147,-9.41647522,5.29201795,24.20234752,37.307537
test\gfs_test.csv,isobaricInhPa_850_v,float64,78840,0.0,76992,-20.690973,-11.74534332,-0.283421635,12.65649342,29.321352
test\gfs_test.csv,isobaricInhPa_850_r,float64,78840,0.0,977,2.1,7.9,63.4,99.9,100.0
test\gfs_test.csv,isobaricInhPa_700_t,float64,78840,0.0,73437,242.21121,250.0952394,272.026505,286.2697415,289.10056
test\gfs_test.csv,isobaricInhPa_700_u,float64,78840,0.0,77151,-16.867195,-5.51186708,9.095457249999999,30.717585170000007,41.755642
test\gfs_test.csv,isobaricInhPa_700_v,float64,78840,0.0,76688,-23.90256,-16.06011017,-1.2245178,15.31411083,38.12293
test\gfs_test.csv,isobaricInhPa_500_gh,float64,78840,0.0,75007,5126.276,5221.395316,5660.05565,5921.363346,5940.275
test\gfs_test.csv,isobaricInhPa_500_t,float64,78840,0.0,71085,233.13205,237.0440255,256.41743,272.45,274.05
test\gfs_test.csv,isobaricInhPa_500_u,float64,78840,0.0,74010,-16.636639,-6.3074869940000005,17.3271805,46.39594808000001,60.581413
test\gfs_test.csv,isobaricInhPa_500_v,float64,78840,0.0,72789,-36.321423,-22.61665592,-0.668149425,19.21702852000001,48.900127
sample_submission.csv,forecast_id,str,8760,0.0,8760,,,,,
sample_submission.csv,forecast_kst_dtm,str,8760,0.0,8760,,,,,
sample_submission.csv,kpx_group_1,int64,8760,0.0,1,0.0,0.0,0.0,0.0,0.0
sample_submission.csv,kpx_group_2,int64,8760,0.0,1,0.0,0.0,0.0,0.0,0.0
sample_submission.csv,kpx_group_3,int64,8760,0.0,1,0.0,0.0,0.0,0.0,0.0
