target,year,month,rows,missing_rate,mean_ratio,p50_ratio,p90_ratio,zero_rate,eligible_10pct_rate,high_80pct_rate,capacity_exceed
kpx_group_3,2023,2,672,0.0,0.23110306037414963,0.08850073809523809,0.7113118761904762,0.21279761904761904,0.4806547619047619,0.06398809523809523,1
kpx_group_3,2023,3,744,0.0,0.28526875640040966,0.15324059523809525,0.792994266666667,0.10349462365591398,0.5766129032258065,0.0967741935483871,0
kpx_group_3,2023,4,720,0.0,0.3307471677910053,0.22831128571428572,0.7983663142857143,0.0763888888888889,0.6388888888888888,0.09861111111111111,3
kpx_group_3,2023,5,744,0.0,0.2084373949052739,0.10847369047619047,0.5767356285714287,0.11155913978494623,0.5255376344086021,0.021505376344086023,0
kpx_group_3,2023,6,720,0.0,0.18337887605820108,0.07266016666666666,0.5876863285714287,0.17222222222222222,0.45,0.04027777777777778,0
kpx_group_3,2023,7,744,0.0,0.2639405972862263,0.12328119047619047,0.7784622523809527,0.17338709677419356,0.5228494623655914,0.08602150537634409,1
kpx_group_3,2023,8,744,0.0,0.12213610995903738,0.019972952380952383,0.450561823809524,0.2970430107526882,0.3077956989247312,0.01881720430107527,0
kpx_group_3,2023,9,720,0.0,0.0960862568121693,0.029270690476190478,0.27907007619047625,0.275,0.30694444444444446,0.008333333333333333,0
kpx_group_3,2023,10,744,0.0,0.16839433192524322,0.08677895238095237,0.4630965333333334,0.15725806451612903,0.47580645161290325,0.006720430107526882,0
kpx_group_3,2023,11,720,0.0,0.4765313991402116,0.5130977619047619,0.9036718714285715,0.05,0.7958333333333333,0.20972222222222223,2
kpx_group_3,2023,12,744,0.0,0.42415265552995396,0.4022135476190476,0.8916881000000001,0.08602150537634409,0.7325268817204301,0.1881720430107527,3
kpx_group_3,2024,1,744,0.0,0.37988006298003074,0.31715640476190476,0.9261241952380953,0.15994623655913978,0.6975806451612904,0.15994623655913978,13
kpx_group_3,2024,2,696,0.0,0.20674221305418722,0.011363928571428572,0.7748120238095237,0.38362068965517243,0.367816091954023,0.09482758620689655,4
kpx_group_3,2024,3,744,0.0,0.343406502688172,0.24518497619047616,0.8899663000000002,0.07123655913978495,0.6666666666666666,0.13172043010752688,5
kpx_group_3,2024,4,720,0.0,0.19151153240740743,0.09745411904761905,0.5673001523809525,0.1111111111111111,0.49444444444444446,0.029166666666666667,0
kpx_group_3,2024,5,744,0.0,0.3105765055683564,0.20351730952380953,0.7968511428571429,0.0846774193548387,0.6518817204301075,0.09811827956989247,2
kpx_group_3,2024,6,720,0.0,0.15890342433862434,0.05544211904761905,0.5010451238095238,0.19166666666666668,0.4097222222222222,0.02638888888888889,0
kpx_group_3,2024,7,744,0.008064516129032258,0.4531434845141309,0.494846619047619,0.9277082857142857,0.11693548387096774,0.6922043010752689,0.24731182795698925,0
kpx_group_3,2024,8,744,0.0,0.1149637757296467,0.009642095238095238,0.42955578571428604,0.3225806451612903,0.2674731182795699,0.01478494623655914,0
kpx_group_3,2024,9,720,0.0,0.09884305681216932,0.030303761904761906,0.3101314285714286,0.26944444444444443,0.3458333333333333,0.0,0
kpx_group_3,2024,10,744,0.0,0.13825442236303123,0.036846619047619045,0.48451578571428583,0.19086021505376344,0.3239247311827957,0.024193548387096774,1
kpx_group_3,2024,11,720,0.0,0.2475687044973545,0.04958795238095238,0.8776381904761904,0.20416666666666666,0.40694444444444444,0.12777777777777777,2
kpx_group_3,2024,12,744,0.0,0.47882087435995907,0.527905261904762,0.7684069095238095,0.01881720430107527,0.8897849462365591,0.01478494623655914,0
kpx_group_3,2025,1,1,0.0,0.7775669047619048,0.7775669047619048,0.7775669047619048,0.0,1.0,0.0,0
